,Year_0,row_id,org3nord[other]_0,org3nord
82,2026,2026_1145,,Running regular online talk-series
83,2026,2026_1159,,Running regular online talk-series
84,2026,2026_296,,Organisation of online and/or in-person trainings
85,2026,2026_317,,Organisation of online and/or in-person trainings
86,2026,2026_330,,Organisation of online and/or in-person trainings
87,2026,2026_373,Political work at the level of institutions; policy work,Organisation of online and/or in-person trainings
88,2026,2026_375,,Organisation of online and/or in-person trainings
89,2026,2026_386,,Organisation of online and/or in-person trainings
90,2026,2026_388,,Organisation of online and/or in-person trainings
91,2026,2026_405,,Organisation of online and/or in-person trainings
92,2026,2026_407,,Organisation of online and/or in-person trainings
93,2026,2026_415,,Organisation of online and/or in-person trainings
94,2026,2026_517,,Organisation of online and/or in-person trainings
95,2026,2026_545,,Organisation of online and/or in-person trainings
96,2026,2026_546,,Organisation of online and/or in-person trainings
97,2026,2026_816,,Organisation of online and/or in-person trainings
98,2026,2026_929,,Organisation of online and/or in-person trainings
99,2026,2026_967,,Organisation of online and/or in-person trainings
100,2026,2026_968,,Organisation of online and/or in-person trainings
101,2026,2026_975,,Organisation of online and/or in-person trainings
102,2026,2026_1012,,Organisation of online and/or in-person trainings
103,2026,2026_1013,,Organisation of online and/or in-person trainings
104,2026,2026_1039,,Organisation of online and/or in-person trainings
105,2026,2026_1057,,Organisation of online and/or in-person trainings
106,2026,2026_1068,,Organisation of online and/or in-person trainings
107,2026,2026_1069,,Organisation of online and/or in-person trainings
108,2026,2026_1072,,Organisation of online and/or in-person trainings
109,2026,2026_1080,,Organisation of online and/or in-person trainings
110,2026,2026_1089,,Organisation of online and/or in-person trainings
111,2026,2026_1091,,Organisation of online and/or in-person trainings
112,2026,2026_1101,,Organisation of online and/or in-person trainings
113,2026,2026_1110,,Organisation of online and/or in-person trainings
114,2026,2026_1116,,Organisation of online and/or in-person trainings
115,2026,2026_1124,,Organisation of online and/or in-person trainings
116,2026,2026_1128,,Organisation of online and/or in-person trainings
117,2026,2026_1145,,Organisation of online and/or in-person trainings
118,2026,2026_1159,,Organisation of online and/or in-person trainings
119,2026,2026_196,,Hosting an easily searchable database of trainings available through other institutions
120,2026,2026_283,,Hosting an easily searchable database of trainings available through other institutions
121,2026,2026_317,,Hosting an easily searchable database of trainings available through other institutions
122,2026,2026_377,,Hosting an easily searchable database of trainings available through other institutions
123,2026,2026_388,,Hosting an easily searchable database of trainings available through other institutions
124,2026,2026_407,,Hosting an easily searchable database of trainings available through other institutions
125,2026,2026_513,,Hosting an easily searchable database of trainings available through other institutions
126,2026,2026_514,,Hosting an easily searchable database of trainings available through other institutions
127,2026,2026_545,,Hosting an easily searchable database of trainings available through other institutions
128,2026,2026_546,,Hosting an easily searchable database of trainings available through other institutions
129,2026,2026_914,,Hosting an easily searchable database of trainings available through other institutions
130,2026,2026_929,,Hosting an easily searchable database of trainings available through other institutions
131,2026,2026_975,,Hosting an easily searchable database of trainings available through other institutions
132,2026,2026_1012,,Hosting an easily searchable database of trainings available through other institutions
133,2026,2026_1013,,Hosting an easily searchable database of trainings available through other institutions
134,2026,2026_1031,,Hosting an easily searchable database of trainings available through other institutions
135,2026,2026_1057,,Hosting an easily searchable database of trainings available through other institutions
136,2026,2026_1080,,Hosting an easily searchable database of trainings available through other institutions
137,2026,2026_1081,,Hosting an easily searchable database of trainings available through other institutions
138,2026,2026_1101,,Hosting an easily searchable database of trainings available through other institutions
139,2026,2026_1116,,Hosting an easily searchable database of trainings available through other institutions
140,2026,2026_1124,,Hosting an easily searchable database of trainings available through other institutions
141,2026,2026_1125,,Hosting an easily searchable database of trainings available through other institutions
142,2026,2026_1128,,Hosting an easily searchable database of trainings available through other institutions
143,2026,2026_1133,,Hosting an easily searchable database of trainings available through other institutions
144,2026,2026_1145,,Hosting an easily searchable database of trainings available through other institutions
145,2026,2026_1159,,Hosting an easily searchable database of trainings available through other institutions
146,2026,2026_289,,Compilation and development of freely available training materials (for teaching and self-studying)
147,2026,2026_298,,Compilation and development of freely available training materials (for teaching and self-studying)
148,2026,2026_317,,Compilation and development of freely available training materials (for teaching and self-studying)
149,2026,2026_330,,Compilation and development of freely available training materials (for teaching and self-studying)
150,2026,2026_377,,Compilation and development of freely available training materials (for teaching and self-studying)
151,2026,2026_388,,Compilation and development of freely available training materials (for teaching and self-studying)
152,2026,2026_405,,Compilation and development of freely available training materials (for teaching and self-studying)
153,2026,2026_407,,Compilation and development of freely available training materials (for teaching and self-studying)
154,2026,2026_415,,Compilation and development of freely available training materials (for teaching and self-studying)
155,2026,2026_513,,Compilation and development of freely available training materials (for teaching and self-studying)
156,2026,2026_546,,Compilation and development of freely available training materials (for teaching and self-studying)
157,2026,2026_768,,Compilation and development of freely available training materials (for teaching and self-studying)
158,2026,2026_914,,Compilation and development of freely available training materials (for teaching and self-studying)
159,2026,2026_929,,Compilation and development of freely available training materials (for teaching and self-studying)
160,2026,2026_967,,Compilation and development of freely available training materials (for teaching and self-studying)
161,2026,2026_975,,Compilation and development of freely available training materials (for teaching and self-studying)
162,2026,2026_1012,,Compilation and development of freely available training materials (for teaching and self-studying)
163,2026,2026_1013,,Compilation and development of freely available training materials (for teaching and self-studying)
164,2026,2026_1057,,Compilation and development of freely available training materials (for teaching and self-studying)
165,2026,2026_1070,,Compilation and development of freely available training materials (for teaching and self-studying)
166,2026,2026_1080,,Compilation and development of freely available training materials (for teaching and self-studying)
167,2026,2026_1081,,Compilation and development of freely available training materials (for teaching and self-studying)
168,2026,2026_1088,,Compilation and development of freely available training materials (for teaching and self-studying)
169,2026,2026_1091,,Compilation and development of freely available training materials (for teaching and self-studying)
170,2026,2026_1101,,Compilation and development of freely available training materials (for teaching and self-studying)
171,2026,2026_1110,,Compilation and development of freely available training materials (for teaching and self-studying)
172,2026,2026_1116,,Compilation and development of freely available training materials (for teaching and self-studying)
173,2026,2026_1124,,Compilation and development of freely available training materials (for teaching and self-studying)
174,2026,2026_1125,,Compilation and development of freely available training materials (for teaching and self-studying)
175,2026,2026_1132,"Provide model/agent friendly (availability/format) better practices materials, example AGENTS.md file (including must-have, good-to-have, avoid sections)",Compilation and development of freely available training materials (for teaching and self-studying)
176,2026,2026_1135,,Compilation and development of freely available training materials (for teaching and self-studying)
177,2026,2026_1145,,Compilation and development of freely available training materials (for teaching and self-studying)
178,2026,2026_283,,
179,2026,2026_330,,
180,2026,2026_375,,
181,2026,2026_388,,
182,2026,2026_405,,
183,2026,2026_407,,
184,2026,2026_408,,
185,2026,2026_415,,
186,2026,2026_929,,
187,2026,2026_968,,
188,2026,2026_1012,,
189,2026,2026_1013,,
190,2026,2026_1031,,
191,2026,2026_1039,,
192,2026,2026_1057,,
193,2026,2026_1075,,
194,2026,2026_1080,,
195,2026,2026_1081,,
196,2026,2026_1089,,
197,2026,2026_1091,,
198,2026,2026_1116,,
199,2026,2026_1132,"Provide model/agent friendly (availability/format) better practices materials, example AGENTS.md file (including must-have, good-to-have, avoid sections)",
200,2026,2026_1133,,
201,2026,2026_1159,,
202,2026,2026_196,,Fostering networking within the RSE community via a moderated chat (or similar)
203,2026,2026_289,,Fostering networking within the RSE community via a moderated chat (or similar)
204,2026,2026_296,,Fostering networking within the RSE community via a moderated chat (or similar)
205,2026,2026_373,Political work at the level of institutions; policy work,Fostering networking within the RSE community via a moderated chat (or similar)
206,2026,2026_375,,Fostering networking within the RSE community via a moderated chat (or similar)
207,2026,2026_377,,Fostering networking within the RSE community via a moderated chat (or similar)
208,2026,2026_388,,Fostering networking within the RSE community via a moderated chat (or similar)
209,2026,2026_407,,Fostering networking within the RSE community via a moderated chat (or similar)
210,2026,2026_408,,Fostering networking within the RSE community via a moderated chat (or similar)
211,2026,2026_512,,Fostering networking within the RSE community via a moderated chat (or similar)
212,2026,2026_519,,Fostering networking within the RSE community via a moderated chat (or similar)
213,2026,2026_543,,Fostering networking within the RSE community via a moderated chat (or similar)
214,2026,2026_910,,Fostering networking within the RSE community via a moderated chat (or similar)
215,2026,2026_929,,Fostering networking within the RSE community via a moderated chat (or similar)
216,2026,2026_967,,Fostering networking within the RSE community via a moderated chat (or similar)
217,2026,2026_968,,Fostering networking within the RSE community via a moderated chat (or similar)
218,2026,2026_1012,,Fostering networking within the RSE community via a moderated chat (or similar)
219,2026,2026_1057,,Fostering networking within the RSE community via a moderated chat (or similar)
220,2026,2026_1068,,Fostering networking within the RSE community via a moderated chat (or similar)
221,2026,2026_1072,,Fostering networking within the RSE community via a moderated chat (or similar)
222,2026,2026_1073,,Fostering networking within the RSE community via a moderated chat (or similar)
223,2026,2026_1075,,Fostering networking within the RSE community via a moderated chat (or similar)
224,2026,2026_1079,,Fostering networking within the RSE community via a moderated chat (or similar)
225,2026,2026_1080,,Fostering networking within the RSE community via a moderated chat (or similar)
226,2026,2026_1081,,Fostering networking within the RSE community via a moderated chat (or similar)
227,2026,2026_1089,,Fostering networking within the RSE community via a moderated chat (or similar)
228,2026,2026_1110,,Fostering networking within the RSE community via a moderated chat (or similar)
229,2026,2026_1113,,Fostering networking within the RSE community via a moderated chat (or similar)
230,2026,2026_1116,,Fostering networking within the RSE community via a moderated chat (or similar)
231,2026,2026_1134,,Fostering networking within the RSE community via a moderated chat (or similar)
