,Year_0,row_id,org4de[other]_0,org4de
165,2026,2026_70,,Maintenance of internationally relevant research software
166,2026,2026_72,,Maintenance of internationally relevant research software
167,2026,2026_74,,Maintenance of internationally relevant research software
168,2026,2026_76,,Maintenance of internationally relevant research software
169,2026,2026_83,,Maintenance of internationally relevant research software
170,2026,2026_88,,Maintenance of internationally relevant research software
171,2026,2026_90,,Maintenance of internationally relevant research software
172,2026,2026_91,,Maintenance of internationally relevant research software
173,2026,2026_94,,Maintenance of internationally relevant research software
174,2026,2026_95,,Maintenance of internationally relevant research software
175,2026,2026_97,,Maintenance of internationally relevant research software
176,2026,2026_98,,Maintenance of internationally relevant research software
177,2026,2026_108,,Maintenance of internationally relevant research software
178,2026,2026_109,,Maintenance of internationally relevant research software
179,2026,2026_116,,Maintenance of internationally relevant research software
180,2026,2026_120,,Maintenance of internationally relevant research software
181,2026,2026_124,,Maintenance of internationally relevant research software
182,2026,2026_127,,Maintenance of internationally relevant research software
183,2026,2026_128,,Maintenance of internationally relevant research software
184,2026,2026_134,"Promotion of Open Science, Open Data, and software tools that support both",Maintenance of internationally relevant research software
185,2026,2026_140,,Maintenance of internationally relevant research software
186,2026,2026_143,,Maintenance of internationally relevant research software
187,2026,2026_145,,Maintenance of internationally relevant research software
188,2026,2026_147,,Maintenance of internationally relevant research software
189,2026,2026_154,,Maintenance of internationally relevant research software
190,2026,2026_162,,Maintenance of internationally relevant research software
191,2026,2026_163,,Maintenance of internationally relevant research software
192,2026,2026_184,,Maintenance of internationally relevant research software
193,2026,2026_194,,Maintenance of internationally relevant research software
194,2026,2026_197,,Maintenance of internationally relevant research software
195,2026,2026_205,"Whatever de-RSE doesn't do, unless the two orgs merge at some point.",Maintenance of internationally relevant research software
196,2026,2026_220,,Maintenance of internationally relevant research software
197,2026,2026_223,,Maintenance of internationally relevant research software
198,2026,2026_244,,Maintenance of internationally relevant research software
199,2026,2026_246,,Maintenance of internationally relevant research software
200,2026,2026_247,,Maintenance of internationally relevant research software
201,2026,2026_249,,Maintenance of internationally relevant research software
202,2026,2026_253,,Maintenance of internationally relevant research software
203,2026,2026_265,,Maintenance of internationally relevant research software
204,2026,2026_267,,Maintenance of internationally relevant research software
205,2026,2026_270,,Maintenance of internationally relevant research software
206,2026,2026_302,,Maintenance of internationally relevant research software
207,2026,2026_309,,Maintenance of internationally relevant research software
208,2026,2026_311,,Maintenance of internationally relevant research software
209,2026,2026_316,,Maintenance of internationally relevant research software
210,2026,2026_326,,Maintenance of internationally relevant research software
211,2026,2026_328,,Maintenance of internationally relevant research software
212,2026,2026_360,,Maintenance of internationally relevant research software
213,2026,2026_362,,Maintenance of internationally relevant research software
214,2026,2026_378,,Maintenance of internationally relevant research software
215,2026,2026_379,Aligning the promotion studies with industry relevant trends which provides transferable skills so that researcher don't end up with no/unpleasant jobs after academia. ,Maintenance of internationally relevant research software
216,2026,2026_403,,Maintenance of internationally relevant research software
217,2026,2026_418,,Maintenance of internationally relevant research software
218,2026,2026_419,,Maintenance of internationally relevant research software
219,2026,2026_420,,Maintenance of internationally relevant research software
220,2026,2026_425,,Maintenance of internationally relevant research software
221,2026,2026_426,,Maintenance of internationally relevant research software
222,2026,2026_427,,Maintenance of internationally relevant research software
223,2026,2026_432,,Maintenance of internationally relevant research software
224,2026,2026_433,advocate for more open source research software,Maintenance of internationally relevant research software
225,2026,2026_434,,Maintenance of internationally relevant research software
226,2026,2026_448,,Maintenance of internationally relevant research software
227,2026,2026_453,,Maintenance of internationally relevant research software
228,2026,2026_467,,Maintenance of internationally relevant research software
229,2026,2026_472,,Maintenance of internationally relevant research software
230,2026,2026_474,,Maintenance of internationally relevant research software
231,2026,2026_475,,Maintenance of internationally relevant research software
232,2026,2026_488,,Maintenance of internationally relevant research software
233,2026,2026_510,,Maintenance of internationally relevant research software
234,2026,2026_516,,Maintenance of internationally relevant research software
235,2026,2026_521,,Maintenance of internationally relevant research software
236,2026,2026_522,,Maintenance of internationally relevant research software
237,2026,2026_523,,Maintenance of internationally relevant research software
238,2026,2026_531,,Maintenance of internationally relevant research software
239,2026,2026_541,,Maintenance of internationally relevant research software
240,2026,2026_549,,Maintenance of internationally relevant research software
241,2026,2026_550,,Maintenance of internationally relevant research software
242,2026,2026_590,,Maintenance of internationally relevant research software
243,2026,2026_596,,Maintenance of internationally relevant research software
244,2026,2026_597,,Maintenance of internationally relevant research software
245,2026,2026_599,,Maintenance of internationally relevant research software
246,2026,2026_600,,Maintenance of internationally relevant research software
247,2026,2026_603,Beratung und Unterstützung dabei Forschungssoftware auf unabhängige Beine zu stellen (z.B. Ausgründung) und diese dann aber wieder in Anträge und Projekte als Ressourcen aufzunehmen,Maintenance of internationally relevant research software
248,2026,2026_604,,Maintenance of internationally relevant research software
249,2026,2026_612,,Maintenance of internationally relevant research software
250,2026,2026_615,,Maintenance of internationally relevant research software
251,2026,2026_617,,Maintenance of internationally relevant research software
252,2026,2026_629,,Maintenance of internationally relevant research software
253,2026,2026_635,,Maintenance of internationally relevant research software
254,2026,2026_636,,Maintenance of internationally relevant research software
255,2026,2026_646,,Maintenance of internationally relevant research software
256,2026,2026_718,,Maintenance of internationally relevant research software
257,2026,2026_719,,Maintenance of internationally relevant research software
258,2026,2026_747,Career development programs for RSEs (incl. helping international people navigate how to have a career as an RSE in the German system),Maintenance of internationally relevant research software
259,2026,2026_782,,Maintenance of internationally relevant research software
260,2026,2026_784,,Maintenance of internationally relevant research software
261,2026,2026_787,,Maintenance of internationally relevant research software
262,2026,2026_813,,Maintenance of internationally relevant research software
263,2026,2026_836,,Maintenance of internationally relevant research software
264,2026,2026_879,,Maintenance of internationally relevant research software
265,2026,2026_881,,Maintenance of internationally relevant research software
266,2026,2026_891,,Maintenance of internationally relevant research software
267,2026,2026_893,,Maintenance of internationally relevant research software
268,2026,2026_897,,Maintenance of internationally relevant research software
269,2026,2026_901,,Maintenance of internationally relevant research software
270,2026,2026_953,,Maintenance of internationally relevant research software
271,2026,2026_955,"Vermittlung bereits existierender aber unbekannter Forschungssoftware an potentielle Anwender, kuration aktiver Forschungssoftware",Maintenance of internationally relevant research software
272,2026,2026_1027,,Maintenance of internationally relevant research software
273,2026,2026_1030,,Maintenance of internationally relevant research software
274,2026,2026_1056,,Maintenance of internationally relevant research software
275,2026,2026_1063,,Maintenance of internationally relevant research software
276,2026,2026_1065,,Maintenance of internationally relevant research software
277,2026,2026_1082,,Maintenance of internationally relevant research software
278,2026,2026_1092,,Maintenance of internationally relevant research software
279,2026,2026_1094,,Maintenance of internationally relevant research software
280,2026,2026_1099,,Maintenance of internationally relevant research software
281,2026,2026_1112,,Maintenance of internationally relevant research software
282,2026,2026_1126,,Maintenance of internationally relevant research software
283,2026,2026_1127,,Maintenance of internationally relevant research software
284,2026,2026_1129,,Maintenance of internationally relevant research software
285,2026,2026_1136,,Maintenance of internationally relevant research software
286,2026,2026_1140,,Maintenance of internationally relevant research software
287,2026,2026_1142,,Maintenance of internationally relevant research software
288,2026,2026_1144,,Maintenance of internationally relevant research software
289,2026,2026_1149,,Maintenance of internationally relevant research software
290,2026,2026_1150,,Maintenance of internationally relevant research software
291,2026,2026_1152,,Maintenance of internationally relevant research software
292,2026,2026_1157,,Maintenance of internationally relevant research software
293,2026,2026_1162,,Maintenance of internationally relevant research software
294,2026,2026_3,,Consulting on research software development
295,2026,2026_5,,Consulting on research software development
296,2026,2026_34,,Consulting on research software development
297,2026,2026_59,,Consulting on research software development
298,2026,2026_61,,Consulting on research software development
299,2026,2026_64,,Consulting on research software development
300,2026,2026_65,,Consulting on research software development
301,2026,2026_66,,Consulting on research software development
302,2026,2026_67,,Consulting on research software development
303,2026,2026_68,,Consulting on research software development
304,2026,2026_69,,Consulting on research software development
305,2026,2026_70,,Consulting on research software development
306,2026,2026_72,,Consulting on research software development
307,2026,2026_76,,Consulting on research software development
308,2026,2026_77,,Consulting on research software development
309,2026,2026_81,,Consulting on research software development
310,2026,2026_83,,Consulting on research software development
311,2026,2026_88,,Consulting on research software development
312,2026,2026_90,,Consulting on research software development
313,2026,2026_92,,Consulting on research software development
314,2026,2026_93,,Consulting on research software development
315,2026,2026_94,,Consulting on research software development
316,2026,2026_108,,Consulting on research software development
317,2026,2026_109,,Consulting on research software development
318,2026,2026_116,,Consulting on research software development
319,2026,2026_119,,Consulting on research software development
320,2026,2026_122,,Consulting on research software development
321,2026,2026_124,,Consulting on research software development
322,2026,2026_125,,Consulting on research software development
323,2026,2026_127,,Consulting on research software development
324,2026,2026_128,,Consulting on research software development
325,2026,2026_130,,Consulting on research software development
326,2026,2026_133,,Consulting on research software development
327,2026,2026_134,"Promotion of Open Science, Open Data, and software tools that support both",Consulting on research software development
328,2026,2026_143,,Consulting on research software development
329,2026,2026_145,,Consulting on research software development
330,2026,2026_147,,Consulting on research software development
331,2026,2026_151,,Consulting on research software development
332,2026,2026_154,,Consulting on research software development
333,2026,2026_157,,Consulting on research software development
334,2026,2026_162,,Consulting on research software development
335,2026,2026_163,,Consulting on research software development
336,2026,2026_168,,Consulting on research software development
337,2026,2026_184,,Consulting on research software development
338,2026,2026_202,,Consulting on research software development
339,2026,2026_205,"Whatever de-RSE doesn't do, unless the two orgs merge at some point.",Consulting on research software development
340,2026,2026_218,,Consulting on research software development
341,2026,2026_220,,Consulting on research software development
342,2026,2026_223,,Consulting on research software development
343,2026,2026_244,,Consulting on research software development
344,2026,2026_247,,Consulting on research software development
345,2026,2026_249,,Consulting on research software development
346,2026,2026_250,,Consulting on research software development
347,2026,2026_253,,Consulting on research software development
348,2026,2026_259,,Consulting on research software development
349,2026,2026_265,,Consulting on research software development
350,2026,2026_267,,Consulting on research software development
351,2026,2026_270,,Consulting on research software development
352,2026,2026_275,,Consulting on research software development
353,2026,2026_302,,Consulting on research software development
354,2026,2026_309,,Consulting on research software development
355,2026,2026_311,,Consulting on research software development
356,2026,2026_316,,Consulting on research software development
357,2026,2026_326,,Consulting on research software development
358,2026,2026_355,"Vermittlung von Kompetenzträgern, z.B. bei nischigen Kombinationen von Fächern, Methoden und digitalen Tools. ",Consulting on research software development
359,2026,2026_360,,Consulting on research software development
360,2026,2026_362,,Consulting on research software development
361,2026,2026_372,,Consulting on research software development
362,2026,2026_378,,Consulting on research software development
363,2026,2026_379,Aligning the promotion studies with industry relevant trends which provides transferable skills so that researcher don't end up with no/unpleasant jobs after academia. ,Consulting on research software development
364,2026,2026_397,,Consulting on research software development
365,2026,2026_403,,Consulting on research software development
366,2026,2026_418,,Consulting on research software development
367,2026,2026_419,,Consulting on research software development
368,2026,2026_420,,Consulting on research software development
369,2026,2026_421,,Consulting on research software development
370,2026,2026_425,,Consulting on research software development
371,2026,2026_426,,Consulting on research software development
372,2026,2026_427,,Consulting on research software development
373,2026,2026_432,,Consulting on research software development
374,2026,2026_434,,Consulting on research software development
375,2026,2026_443,,Consulting on research software development
376,2026,2026_446,,Consulting on research software development
377,2026,2026_448,,Consulting on research software development
378,2026,2026_451,,Consulting on research software development
379,2026,2026_452,,Consulting on research software development
380,2026,2026_453,,Consulting on research software development
381,2026,2026_467,,Consulting on research software development
382,2026,2026_472,,Consulting on research software development
383,2026,2026_474,,Consulting on research software development
384,2026,2026_475,,Consulting on research software development
385,2026,2026_485,,Consulting on research software development
386,2026,2026_488,,Consulting on research software development
387,2026,2026_489,,Consulting on research software development
388,2026,2026_510,,Consulting on research software development
389,2026,2026_516,,Consulting on research software development
390,2026,2026_520,,Consulting on research software development
391,2026,2026_522,,Consulting on research software development
392,2026,2026_523,,Consulting on research software development
393,2026,2026_541,,Consulting on research software development
394,2026,2026_549,,Consulting on research software development
395,2026,2026_550,,Consulting on research software development
396,2026,2026_590,,Consulting on research software development
397,2026,2026_593,,Consulting on research software development
398,2026,2026_596,,Consulting on research software development
399,2026,2026_597,,Consulting on research software development
400,2026,2026_599,,Consulting on research software development
401,2026,2026_600,,Consulting on research software development
402,2026,2026_603,Beratung und Unterstützung dabei Forschungssoftware auf unabhängige Beine zu stellen (z.B. Ausgründung) und diese dann aber wieder in Anträge und Projekte als Ressourcen aufzunehmen,Consulting on research software development
403,2026,2026_604,,Consulting on research software development
404,2026,2026_606,,Consulting on research software development
405,2026,2026_612,,Consulting on research software development
406,2026,2026_613,"Trainings with Certification (similar to LPIC, CompTIA, etc.)",Consulting on research software development
407,2026,2026_615,,Consulting on research software development
408,2026,2026_616,"All of the listed tasks are good, but achieving all of them seems unrealistic. I would prefer an (initial) focus on the selected tasks.",Consulting on research software development
409,2026,2026_617,,Consulting on research software development
410,2026,2026_628,,Consulting on research software development
411,2026,2026_629,,Consulting on research software development
412,2026,2026_635,,Consulting on research software development
413,2026,2026_636,,Consulting on research software development
414,2026,2026_646,,Consulting on research software development
415,2026,2026_653,,Consulting on research software development
416,2026,2026_719,,Consulting on research software development
417,2026,2026_781,,Consulting on research software development
418,2026,2026_784,,Consulting on research software development
419,2026,2026_785,,Consulting on research software development
420,2026,2026_786,,Consulting on research software development
421,2026,2026_787,,Consulting on research software development
422,2026,2026_813,,Consulting on research software development
423,2026,2026_836,,Consulting on research software development
424,2026,2026_856,"Support/material/networking for multiplicators (e. g., university teachers) for education/skill development as a ""soft skill"" along broader education",Consulting on research software development
425,2026,2026_870,,Consulting on research software development
426,2026,2026_879,,Consulting on research software development
427,2026,2026_891,,Consulting on research software development
428,2026,2026_893,,Consulting on research software development
429,2026,2026_897,,Consulting on research software development
430,2026,2026_901,,Consulting on research software development
431,2026,2026_953,,Consulting on research software development
432,2026,2026_955,"Vermittlung bereits existierender aber unbekannter Forschungssoftware an potentielle Anwender, kuration aktiver Forschungssoftware",Consulting on research software development
433,2026,2026_1009,,Consulting on research software development
434,2026,2026_1027,,Consulting on research software development
435,2026,2026_1028,,Consulting on research software development
436,2026,2026_1033,,Consulting on research software development
437,2026,2026_1056,,Consulting on research software development
438,2026,2026_1065,,Consulting on research software development
439,2026,2026_1092,,Consulting on research software development
440,2026,2026_1094,,Consulting on research software development
441,2026,2026_1099,,Consulting on research software development
442,2026,2026_1104,,Consulting on research software development
443,2026,2026_1112,,Consulting on research software development
444,2026,2026_1126,,Consulting on research software development
445,2026,2026_1127,,Consulting on research software development
446,2026,2026_1129,,Consulting on research software development
447,2026,2026_1136,,Consulting on research software development
448,2026,2026_1138,,Consulting on research software development
449,2026,2026_1140,,Consulting on research software development
450,2026,2026_1141,,Consulting on research software development
451,2026,2026_1142,,Consulting on research software development
452,2026,2026_1144,,Consulting on research software development
453,2026,2026_1149,,Consulting on research software development
454,2026,2026_1157,,Consulting on research software development
455,2026,2026_1162,,Consulting on research software development
456,2026,2026_3,,
457,2026,2026_5,,
458,2026,2026_21,,
459,2026,2026_59,,
460,2026,2026_60,,
461,2026,2026_61,,
462,2026,2026_63,,
463,2026,2026_65,,
464,2026,2026_66,,
465,2026,2026_67,,
466,2026,2026_68,,
467,2026,2026_70,,
468,2026,2026_72,,
469,2026,2026_73,,
470,2026,2026_74,,
471,2026,2026_76,,
472,2026,2026_81,,
473,2026,2026_88,,
474,2026,2026_90,,
475,2026,2026_91,,
476,2026,2026_92,,
477,2026,2026_95,,
478,2026,2026_102,,
479,2026,2026_108,,
480,2026,2026_116,,
481,2026,2026_119,,
482,2026,2026_120,,
483,2026,2026_121,,
484,2026,2026_122,,
485,2026,2026_123,,
486,2026,2026_125,,
487,2026,2026_127,,
488,2026,2026_128,,
489,2026,2026_130,,
490,2026,2026_133,,
491,2026,2026_134,"Promotion of Open Science, Open Data, and software tools that support both",
492,2026,2026_140,,
493,2026,2026_145,,
494,2026,2026_147,,
495,2026,2026_151,,
496,2026,2026_154,,
497,2026,2026_157,,
498,2026,2026_163,,
499,2026,2026_167,,
500,2026,2026_168,,
501,2026,2026_181,,
502,2026,2026_184,,
503,2026,2026_197,,
504,2026,2026_205,"Whatever de-RSE doesn't do, unless the two orgs merge at some point.",
505,2026,2026_210,,
506,2026,2026_220,,
507,2026,2026_223,,
508,2026,2026_244,,
509,2026,2026_247,,
510,2026,2026_249,,
511,2026,2026_250,,
512,2026,2026_253,,
513,2026,2026_267,,
514,2026,2026_270,,
515,2026,2026_309,,
516,2026,2026_311,,
517,2026,2026_316,,
518,2026,2026_326,,
519,2026,2026_328,,
520,2026,2026_355,"Vermittlung von Kompetenzträgern, z.B. bei nischigen Kombinationen von Fächern, Methoden und digitalen Tools. ",
521,2026,2026_360,,
522,2026,2026_362,,
523,2026,2026_372,,
524,2026,2026_378,,
525,2026,2026_418,,
526,2026,2026_419,,
527,2026,2026_420,,
528,2026,2026_425,,
529,2026,2026_426,,
530,2026,2026_432,,
531,2026,2026_434,,
532,2026,2026_446,,
533,2026,2026_448,,
534,2026,2026_451,,
535,2026,2026_452,,
536,2026,2026_453,,
537,2026,2026_467,,
538,2026,2026_468,,
539,2026,2026_474,,
540,2026,2026_475,,
541,2026,2026_476,,
542,2026,2026_485,,
543,2026,2026_488,,
544,2026,2026_489,,
545,2026,2026_510,,
546,2026,2026_516,,
547,2026,2026_520,,
548,2026,2026_522,,
549,2026,2026_523,,
550,2026,2026_549,,
551,2026,2026_550,,
552,2026,2026_590,,
553,2026,2026_593,,
554,2026,2026_596,,
555,2026,2026_597,,
556,2026,2026_599,,
557,2026,2026_600,,
558,2026,2026_603,Beratung und Unterstützung dabei Forschungssoftware auf unabhängige Beine zu stellen (z.B. Ausgründung) und diese dann aber wieder in Anträge und Projekte als Ressourcen aufzunehmen,
559,2026,2026_604,,
560,2026,2026_612,,
561,2026,2026_616,"All of the listed tasks are good, but achieving all of them seems unrealistic. I would prefer an (initial) focus on the selected tasks.",
562,2026,2026_617,,
563,2026,2026_621,,
564,2026,2026_628,,
565,2026,2026_635,,
566,2026,2026_636,,
567,2026,2026_653,,
568,2026,2026_717,,
569,2026,2026_719,,
570,2026,2026_747,Career development programs for RSEs (incl. helping international people navigate how to have a career as an RSE in the German system),
571,2026,2026_781,,
572,2026,2026_784,,
573,2026,2026_785,,
574,2026,2026_786,,
575,2026,2026_787,,
576,2026,2026_813,,
577,2026,2026_836,,
578,2026,2026_840,,
579,2026,2026_856,"Support/material/networking for multiplicators (e. g., university teachers) for education/skill development as a ""soft skill"" along broader education",
580,2026,2026_869,,
581,2026,2026_870,,
582,2026,2026_879,,
583,2026,2026_881,,
584,2026,2026_893,,
585,2026,2026_897,,
586,2026,2026_953,,
587,2026,2026_955,"Vermittlung bereits existierender aber unbekannter Forschungssoftware an potentielle Anwender, kuration aktiver Forschungssoftware",
588,2026,2026_974,,
589,2026,2026_1002,,
590,2026,2026_1028,,
591,2026,2026_1030,,
592,2026,2026_1033,,
593,2026,2026_1056,,
594,2026,2026_1058,,
595,2026,2026_1065,,
596,2026,2026_1082,,
597,2026,2026_1083,,
598,2026,2026_1092,,
599,2026,2026_1094,,
600,2026,2026_1099,,
601,2026,2026_1104,,
602,2026,2026_1112,,
603,2026,2026_1126,,
604,2026,2026_1129,,
605,2026,2026_1136,,
606,2026,2026_1140,,
607,2026,2026_1142,,
608,2026,2026_1144,,
609,2026,2026_1149,,
610,2026,2026_1150,,
611,2026,2026_1152,,
612,2026,2026_1162,,
613,2026,2026_3,,Research on RSE topics
614,2026,2026_5,,Research on RSE topics
615,2026,2026_60,,Research on RSE topics
616,2026,2026_61,,Research on RSE topics
617,2026,2026_63,,Research on RSE topics
618,2026,2026_67,,Research on RSE topics
619,2026,2026_68,,Research on RSE topics
620,2026,2026_70,,Research on RSE topics
621,2026,2026_72,,Research on RSE topics
622,2026,2026_76,,Research on RSE topics
