,Year_0,row_id,conf2can_0
334,2026,2026_249,deRSE
338,2026,2026_253,deRSE Conference
345,2026,2026_260,Multiple all over Europa
347,2026,2026_260,England
354,2026,2026_267,SIAM
355,2026,2026_267,Community Workshops 
369,2026,2026_281,RSECon
375,2026,2026_286,NAC
376,2026,2026_286,EGU
385,2026,2026_295,ADASS
395,2026,2026_305,Cray User Group
396,2026,2026_306,PyHEP
398,2026,2026_307,RSECon
399,2026,2026_307,RSLondonSouthEast
400,2026,2026_307,Durham HPC Days
409,2026,2026_316,deRSE
437,2026,2026_341,DH Benelux
438,2026,2026_342,EGU
439,2026,2026_342,IGARSS
442,2026,2026_343,Cosyne
443,2026,2026_343,SfN
444,2026,2026_343,CVPR
453,2026,2026_351,CMStatistics
455,2026,2026_352,MICA
457,2026,2026_354,SPIE
460,2026,2026_355,EUROMECH Colloquium
464,2026,2026_359,EuroScipy
465,2026,2026_359,Bernstein conference
466,2026,2026_359,OCNS annual meeting
470,2026,2026_363,EGU
471,2026,2026_363,Knime
477,2026,2026_369,OECD
478,2026,2026_369,RESA
479,2026,2026_369,RSEAUNZ
482,2026,2026_372,SERS
483,2026,2026_372,CHASE
484,2026,2026_372,WSSSPE
485,2026,2026_372,ICSEW
486,2026,2026_372, SC
487,2026,2026_372,RSEConUK 
488,2026,2026_372,deRSE
489,2026,2026_372,SIAM
490,2026,2026_372,PASC
491,2026,2026_372,Chaos Communication Congress
499,2026,2026_377,PracticalMEEG
501,2026,2026_379,DE RSE
509,2026,2026_387,FOSDEM
510,2026,2026_388,ISC
511,2026,2026_388,NordicRSEcon
514,2026,2026_391,AoIR
519,2026,2026_396,JuliaCon
536,2026,2026_412,DUCOMS
537,2026,2026_413,RSE day KU Leuven
538,2026,2026_413,other online formats
551,2026,2026_424,Google Cloud Summit
558,2026,2026_431,Text Encoding Initiative Conference
559,2026,2026_431,Declarative Amsterdam
560,2026,2026_431,European Society for Textual Scholarship
570,2026,2026_441,PASC
571,2026,2026_441,SC
572,2026,2026_441,JuliaCon
574,2026,2026_443,deRSE
576,2026,2026_445,WAPOR
577,2026,2026_445,IFD&TC
578,2026,2026_445,ACSPRI
586,2026,2026_453,Interne Wissensaustausch Workshop
589,2026,2026_456,RSECon (UK)
590,2026,2026_456,ELIXIR All Hands
593,2026,2026_458,LatinR
596,2026,2026_461,diverses conférences
597,2026,2026_461,"""CECI meeting"" (Consortium des Équipements de Calcul Intensif)"
598,2026,2026_461,talks lors de déplacements dans des universités
607,2026,2026_470,programación en ciencias pesqueras 
609,2026,2026_472,Synchrotron Radiation Instrumentation (SRI)
619,2026,2026_482,Sunbelt (INSNA)
620,2026,2026_482,EUSN
621,2026,2026_483,SUNBELT
622,2026,2026_483,EUSN
626,2026,2026_487,multiple
628,2026,2026_489,deRSE
640,2026,2026_501,RSECon
651,2026,2026_511,RSECon
653,2026,2026_512,Språkbanken meetings
655,2026,2026_514,DHNB
662,2026,2026_520,deRSE
664,2026,2026_522,Computer Applications in Archaeology (CAA)
665,2026,2026_522,ArcheoFOSS
678,2026,2026_534,Annual meeting of the American Ornithological Society
685,2026,2026_541,HMC
686,2026,2026_541,NFDI
687,2026,2026_542,European Geosciences Union
689,2026,2026_543,Swedish Language Technology Conference (SLTC)
690,2026,2026_543,Language Resources and Evaluation Conference (LREC)
691,2026,2026_544,Huminfra Nodes Conference
698,2026,2026_549,ICSE
700,2026,2026_550,not software conferences.
702,2026,2026_552,ISS
703,2026,2026_552,DASH
704,2026,2026_552,AGU
710,2026,2026_558,SPIE
729,2026,2026_573,SPIE Astronomical Telescopes+Instrumentation
745,2026,2026_589,AfriLex
749,2026,2026_593,ESA Living Planet
759,2026,2026_603,EMNLP
760,2026,2026_603,ACL
761,2026,2026_603,IEEE eScience
763,2026,2026_603,COLING
764,2026,2026_604,deRSE
766,2026,2026_604,Supercomputing workshop
778,2026,2026_616,Mostly community/ project WS (DataHub
779,2026,2026_616,HMC)
785,2026,2026_622,RIC Conference
788,2026,2026_625,ICSE
791,2026,2026_628,ISSI
792,2026,2026_629,DASC
793,2026,2026_629,AIAA SciTech
794,2026,2026_629,AvioSE
801,2026,2026_636,DLR LLM WissensAustauschWorkshop
808,2026,2026_643,Event of RSSE Africa (Cape Town
818,2026,2026_652,ADASS
821,2026,2026_655,ACAT
822,2026,2026_655,CHEP
823,2026,2026_655,LHCP
836,2026,2026_668,Workshops within Princeton University (organized by Research Computing)
840,2026,2026_672,American Astronomical Society
846,2026,2026_678,ICES Annual Science Conference
847,2026,2026_679,ACS Fall Meeting
848,2026,2026_680,RECOMB
854,2026,2026_685,AGU
857,2026,2026_688,Summer Rosetta Con
858,2026,2026_689,CakeFest
859,2026,2026_689,DASH
866,2026,2026_696,HEPix
867,2026,2026_696,CHEP
868,2026,2026_697,rstudio::conf
869,2026,2026_698,AGU Fall Meeting
871,2026,2026_700,Rwanda AI and Machine Learning  Workshop
875,2026,2026_704,American Geophysical Union Annual Meeting
876,2026,2026_704,Seismological Society of American Annual Meeting
887,2026,2026_715,CIROH Developers Conference
888,2026,2026_715,EWRI
894,2026,2026_721,TechX
895,2026,2026_721,TIIME
896,2026,2026_721,TNC
898,2026,2026_723,https://www.nobugsconference.org/
904,2026,2026_727,European Simulation Interoperability Workshop
906,2026,2026_727,Military Information and Communications Symposium of South Africa
907,2026,2026_727,Land Warfare Conference
908,2026,2026_727, CSIR Biennial Conference
909,2026,2026_727,PRASA
910,2026,2026_727,African Digital Scholarship and Curation Conference
915,2026,2026_730,AAS and APS
931,2026,2026_746,PAC
932,2026,2026_746,ISSB
934,2026,2026_747,Gordon Research Conference (USA)
935,2026,2026_747,American Crystallography Association Annual Meeting (USA) and others
938,2026,2026_750,Project specific conference
947,2026,2026_759,GitKon
950,2026,2026_759,SIAM CSE
951,2026,2026_759,Collegeville Workshop
952,2026,2026_759,Collaborations Workshop
953,2026,2026_759,RSE Con
955,2026,2026_761,RSECon
956,2026,2026_761,Digital Humanities
963,2026,2026_768,Semantic Web in Libraris (SWIB)
964,2026,2026_768,Digital Humanities in Nordic and Baltic Countries (DHNB)
966,2026,2026_768,Theory and Practice of Digital Libraries
967,2026,2026_768,Digikult
975,2026,2026_775,ADASS
982,2026,2026_782,CoRDI
985,2026,2026_784,deRSE
988,2026,2026_787,deRSE Würzburg + Karlsruhe
989,2026,2026_787,RSECon Newcastle
1004,2026,2026_802,HPSF Conference
1009,2026,2026_806,MONOGRAM
1022,2026,2026_818,RSECon
1023,2026,2026_818,Supercomputing
1024,2026,2026_818,ISC
1025,2026,2026_818,PASC
1026,2026,2026_818,SIAM
1027,2026,2026_818,SSI Collaborations Workshop
1028,2026,2026_819,SPIE Astronomy
1029,2026,2026_820,Varies
1032,2026,2026_823,RSECon
1033,2026,2026_823,deRSE
1034,2026,2026_823,Collaborations Workshop
1035,2026,2026_823,eScience
1036,2026,2026_823,SuperComputing
1039,2026,2026_826,ADASS
1043,2026,2026_829,ISCB
1044,2026,2026_829,other consortium/project/topic specific workshops
1050,2026,2026_835,AGU
1051,2026,2026_835,AMS
1052,2026,2026_835,NOAA Space Weather Workshop
1053,2026,2026_835,European Space Weather Week
1054,2026,2026_836,deRSE
1056,2026,2026_838,DHTech Symposium
1060,2026,2026_840,DHd
1061,2026,2026_840,Forge
1067,2026,2026_846,South African Society of Atmospheric Scientists
1075,2026,2026_854,eResearch
1076,2026,2026_854,IDW
1084,2026,2026_861,RSECon
1085,2026,2026_861,UKLFT
1088,2026,2026_864,PASC
1089,2026,2026_864,RSEcon (UK)
1090,2026,2026_864,PRACE Days
1091,2026,2026_864,UKTC
1092,2026,2026_864,UK Fluids
1099,2026,2026_870,ViBioM
1100,2026,2026_870,GfV
1101,2026,2026_870,One Health Symposium
1102,2026,2026_870,Virus Genomics
1103,2026,2026_870,Evolution and Bioinformatics
1104,2026,2026_871,AGU
1105,2026,2026_871,DASH
1106,2026,2026_871,COSPAR
1107,2026,2026_871,SHINE
1111,2026,2026_875,Higgs days Santander
1116,2026,2026_880,Research area specific not software specific conferences
1118,2026,2026_882,Advanced Technologies and Treatments for Diabetes (ATTD)
1121,2026,2026_885,ADASS
1123,2026,2026_886,AGU
1129,2026,2026_892,AGU and SSA
1130,2026,2026_893,SIAM PP
1134,2026,2026_895,Gdansk
1137,2026,2026_895,Stockholm
1138,2026,2026_895,Sweden
1140,2026,2026_897,deRSE
1141,2026,2026_897,JLESC
1145,2026,2026_900,NIA Omics Data Resources: A Path to Interoperability workshop
1148,2026,2026_900,CHPC Conference
1149,2026,2026_901,deRSE
1150,2026,2026_901,DHd
1151,2026,2026_902,RES con
1152,2026,2026_902,Strong lensing conferece
1154,2026,2026_904,California Forestry Science Symposium
1155,2026,2026_904,North American Forestry Ecology Workshop
1156,2026,2026_905,ACM PEARC
1157,2026,2026_905,ACM Document Engineering
1158,2026,2026_905,EDUCAUSE
1159,2026,2026_905,CNI
1162,2026,2026_907,scipy
1163,2026,2026_907,pydata
1164,2026,2026_907,euroscipy
1165,2026,2026_907,PyCon
1166,2026,2026_907,SIAM CSE
1168,2026,2026_909,Many
1184,2026,2026_925,Community workshops
1199,2026,2026_940,FOSSDEM
1203,2026,2026_944,FOSDEM
1204,2026,2026_944,PASC
1207,2026,2026_947,ACTS developer workshop
1208,2026,2026_947,ATLAS Tracking workshop
1209,2026,2026_947,ATLAS TDAQ workshop
1216,2026,2026_954,IPDPS
1224,2026,2026_962,American Meteorological Society
1263,2026,2026_1000,Galaxy Community Conference
1264,2026,2026_1000,eResearch South Africa Conference
1266,2026,2026_1002,ICALEPCS
1271,2026,2026_1007,USRSE conferences
1272,2026,2026_1008,USRSE'XY
1273,2026,2026_1008,AGU
1274,2026,2026_1008,AAS/SPD/TESS
1275,2026,2026_1009,Icalepcs
1276,2026,2026_1009,PCaPAC
1277,2026,2026_1009,IEEE RT
1280,2026,2026_1012,NOFE
1284,2026,2026_1016,SPIE
1287,2026,2026_1019,Workshops hosted at Sheffield University
1292,2026,2026_1024,RSECon
1295,2026,2026_1027,ARC
1315,2026,2026_1046,RSECon
1316,2026,2026_1046,NFCS
1317,2026,2026_1046,Worktribe Connect
1318,2026,2026_1046,Globus World
1319,2026,2026_1047,UK RSECon
1320,2026,2026_1047,DH Conference
1321,2026,2026_1048,Plant and Animal Genome Conference
1325,2026,2026_1052,American Physical Society Division of Plasma Physics Annual Meetings
1326,2026,2026_1052,Python in Heliophysics Meetings
1327,2026,2026_1052,Open Source Software for Fusion Energy conference
1333,2026,2026_1058,deRSE
1334,2026,2026_1058,RSECon
1341,2026,2026_1065,deRSE
1342,2026,2026_1065,GAMM
1346,2026,2026_1069,Nordic RSE Conference
1350,2026,2026_1073,HiPEAC
1352,2026,2026_1075,NetSci
1357,2026,2026_1080,ICNS
1358,2026,2026_1080,NOBUGS
1359,2026,2026_1080,OpenACC summit
1373,2026,2026_1093,Computing related conferences and workshops (NorduGRID
1374,2026,2026_1093,WLCG)
1375,2026,2026_1094,Lattice conference
1376,2026,2026_1094,deRSE
1377,2026,2026_1094,ADAC
1386,2026,2026_1103,European Geosciences Union
1387,2026,2026_1103,American Geophysical Union
1388,2026,2026_1103,Ocean Sciences
1394,2026,2026_1109,SIESTA Advanced Workshop
1402,2026,2026_1116,EGU
1403,2026,2026_1116,EGI
1404,2026,2026_1116,ESA Living Planete
1405,2026,2026_1116,NEIC
1406,2026,2026_1117,Posit::conf
1407,2026,2026_1118,useR!
1408,2026,2026_1118,posit::conf
1411,2026,2026_1121,LatinR
1415,2026,2026_1125,Software Defined Space Conference
1421,2026,2026_1131,Scipy
1426,2026,2026_1136,DHd
1427,2026,2026_1136,interne Workshops
1432,2026,2026_1141,SIAM CSE
1433,2026,2026_1141,deRSE
1435,2026,2026_1142,deRSE
1436,2026,2026_1143,RSECon
1437,2026,2026_1143,Collaborations Workshop
1438,2026,2026_1143,domain conferences in the past
1447,2026,2026_1149,Musikwissenschaftliche Themenkonferenz an der Akademie der Wissenschaften und der Literatur (ADW Mainz)
1448,2026,2026_1150,METT
1449,2026,2026_1150,SIAM PP
1450,2026,2026_1150,GAMM Annual Meeting
1453,2026,2026_1152,PyCon
1454,2026,2026_1152,JupyterCon
1455,2026,2026_1152,Magnetism conferences
1457,2026,2026_1154,LatinR
1458,2026,2026_1154,PyCon Chile
1459,2026,2026_1154,PyCon US
1460,2026,2026_1155,RSECon
1461,2026,2026_1155,Collaborations Workshop
1462,2026,2026_1155,project workshops
1463,2026,2026_1155,AGU
1465,2026,2026_1157,MSE
1467,2026,2026_1159,IUCr
1468,2026,2026_1159,ECM
1469,2026,2026_1159,EPDIC
1470,2026,2026_1159,NOBUGS
