,Year_0,row_id,proj6zaf[other]_0,proj6zaf
55,2026,2026_394,,Confluence
56,2026,2026_397,,Confluence
57,2026,2026_408,,Confluence
58,2026,2026_413,"Codeberg, Forgejo",Confluence
59,2026,2026_418,,Confluence
60,2026,2026_420,,Confluence
61,2026,2026_421,"mattermost, matrix",Confluence
62,2026,2026_424,,Confluence
63,2026,2026_430,,Confluence
64,2026,2026_439,,Confluence
65,2026,2026_467,,Confluence
66,2026,2026_484,,Confluence
67,2026,2026_505,,Confluence
68,2026,2026_531,Codeberg,Confluence
69,2026,2026_541,,Confluence
70,2026,2026_552,,Confluence
71,2026,2026_558,,Confluence
72,2026,2026_581,,Confluence
73,2026,2026_590,Mattermost,Confluence
74,2026,2026_597,,Confluence
75,2026,2026_615,,Confluence
76,2026,2026_617,mattermost,Confluence
77,2026,2026_620,Hedge Doc,Confluence
78,2026,2026_667,,Confluence
79,2026,2026_681,,Confluence
80,2026,2026_713,,Confluence
81,2026,2026_719,,Confluence
82,2026,2026_722,,Confluence
83,2026,2026_744,,Confluence
84,2026,2026_746,,Confluence
85,2026,2026_748,,Confluence
86,2026,2026_759,Mattermost,Confluence
87,2026,2026_764,,Confluence
88,2026,2026_769,,Confluence
89,2026,2026_802,,Confluence
90,2026,2026_804,,Confluence
91,2026,2026_806,,Confluence
92,2026,2026_818,Mattermost,Confluence
93,2026,2026_826,,Confluence
94,2026,2026_835,,Confluence
95,2026,2026_870,,Confluence
96,2026,2026_878,,Confluence
97,2026,2026_880,,Confluence
98,2026,2026_883,,Confluence
99,2026,2026_893,,Confluence
100,2026,2026_898,,Confluence
101,2026,2026_906,,Confluence
102,2026,2026_924,,Confluence
103,2026,2026_931,,Confluence
104,2026,2026_932,,Confluence
105,2026,2026_936,,Confluence
106,2026,2026_938,,Confluence
107,2026,2026_944,,Confluence
108,2026,2026_949,,Confluence
109,2026,2026_952,,Confluence
110,2026,2026_975,,Confluence
111,2026,2026_1000,,Confluence
112,2026,2026_1011,,Confluence
113,2026,2026_1018,"MS Teams, Sharepoint",Confluence
114,2026,2026_1024,,Confluence
115,2026,2026_1029,,Confluence
116,2026,2026_1031,,Confluence
117,2026,2026_1045,,Confluence
118,2026,2026_1047,,Confluence
119,2026,2026_1055,,Confluence
120,2026,2026_1080,,Confluence
121,2026,2026_1131,,Confluence
122,2026,2026_1137,,Confluence
123,2026,2026_1,codeforge,Git
124,2026,2026_3,,Git
125,2026,2026_5,Asana,Git
126,2026,2026_8,,Git
127,2026,2026_9,,Git
128,2026,2026_10,,Git
129,2026,2026_11,mattermost,Git
130,2026,2026_13,,Git
131,2026,2026_16,Codeberg,Git
132,2026,2026_17,,Git
133,2026,2026_18,Miro,Git
134,2026,2026_23,,Git
135,2026,2026_24,,Git
136,2026,2026_27,,Git
137,2026,2026_29,,Git
138,2026,2026_31,,Git
139,2026,2026_32,,Git
140,2026,2026_34,,Git
141,2026,2026_35,,Git
142,2026,2026_39,,Git
143,2026,2026_40,,Git
144,2026,2026_45,,Git
145,2026,2026_49,Teams,Git
146,2026,2026_51,,Git
147,2026,2026_54,,Git
148,2026,2026_59,,Git
149,2026,2026_61,,Git
150,2026,2026_68,,Git
151,2026,2026_69,,Git
152,2026,2026_70,,Git
153,2026,2026_73,,Git
154,2026,2026_82,,Git
155,2026,2026_85,,Git
156,2026,2026_88,,Git
157,2026,2026_90,,Git
158,2026,2026_92,,Git
159,2026,2026_93,"forgejo, codeberg",Git
160,2026,2026_94,,Git
161,2026,2026_98,Forgejo,Git
162,2026,2026_101,"Asana, Discord",Git
163,2026,2026_102,Zulip,Git
164,2026,2026_105,,Git
165,2026,2026_106,,Git
166,2026,2026_108,"Mattermost, Zulip, Discourse",Git
167,2026,2026_109,,Git
168,2026,2026_110,,Git
169,2026,2026_115,,Git
170,2026,2026_116,,Git
171,2026,2026_118,,Git
172,2026,2026_119,,Git
173,2026,2026_121,,Git
174,2026,2026_123,,Git
175,2026,2026_124,,Git
176,2026,2026_127,,Git
177,2026,2026_128,,Git
178,2026,2026_130,,Git
179,2026,2026_132,,Git
180,2026,2026_133,,Git
181,2026,2026_134,,Git
182,2026,2026_135,,Git
183,2026,2026_140,"Miro, Forgejo, Element/Matrix",Git
184,2026,2026_143,,Git
185,2026,2026_144,,Git
186,2026,2026_145,,Git
187,2026,2026_146,,Git
188,2026,2026_148,,Git
189,2026,2026_150,matrix / element,Git
190,2026,2026_154,,Git
191,2026,2026_157,MS Teams,Git
192,2026,2026_162,,Git
193,2026,2026_163,,Git
194,2026,2026_167,,Git
195,2026,2026_169,,Git
196,2026,2026_170,,Git
197,2026,2026_176,,Git
198,2026,2026_177,,Git
199,2026,2026_180,,Git
200,2026,2026_183,,Git
201,2026,2026_185,,Git
202,2026,2026_187,,Git
203,2026,2026_189,,Git
204,2026,2026_190,,Git
205,2026,2026_192,Gitea,Git
206,2026,2026_194,,Git
207,2026,2026_200,,Git
208,2026,2026_205,Forgejo,Git
209,2026,2026_209,,Git
210,2026,2026_210,,Git
211,2026,2026_211,,Git
212,2026,2026_212,,Git
213,2026,2026_214,,Git
214,2026,2026_216,,Git
215,2026,2026_218,,Git
216,2026,2026_221,,Git
217,2026,2026_222,,Git
218,2026,2026_227,,Git
219,2026,2026_228,"If Slack is an option, then Teams too",Git
220,2026,2026_229,,Git
221,2026,2026_231,,Git
222,2026,2026_232,,Git
223,2026,2026_235,,Git
224,2026,2026_236,"SharePoint, SURF Drive",Git
225,2026,2026_238,,Git
226,2026,2026_239,Asana,Git
227,2026,2026_240,,Git
228,2026,2026_244,,Git
229,2026,2026_247,,Git
230,2026,2026_248,,Git
231,2026,2026_249,,Git
232,2026,2026_250,Internal hosted Mattermost,Git
233,2026,2026_253,,Git
234,2026,2026_257,,Git
235,2026,2026_260,,Git
236,2026,2026_264,Azure DevOps,Git
237,2026,2026_265,,Git
238,2026,2026_267,,Git
239,2026,2026_270,,Git
240,2026,2026_272,,Git
241,2026,2026_273,,Git
242,2026,2026_279,,Git
243,2026,2026_282,,Git
244,2026,2026_284,,Git
245,2026,2026_285,,Git
246,2026,2026_286,,Git
247,2026,2026_289,,Git
248,2026,2026_290,,Git
249,2026,2026_292,,Git
250,2026,2026_294,,Git
251,2026,2026_295,,Git
252,2026,2026_298,,Git
253,2026,2026_302,Zulip,Git
254,2026,2026_304,,Git
255,2026,2026_306,,Git
256,2026,2026_307,,Git
257,2026,2026_311,"matrix, forgejo",Git
258,2026,2026_312,,Git
259,2026,2026_317,,Git
260,2026,2026_319,,Git
261,2026,2026_322,,Git
262,2026,2026_326,Zulip,Git
263,2026,2026_330,"Zulip, Rocket Chat",Git
264,2026,2026_334,,Git
265,2026,2026_341,Codeberg,Git
266,2026,2026_342,,Git
267,2026,2026_343,,Git
268,2026,2026_344,,Git
269,2026,2026_349,,Git
270,2026,2026_350,,Git
271,2026,2026_352,,Git
272,2026,2026_353,MS Teams lol,Git
273,2026,2026_354,Miro,Git
274,2026,2026_355,,Git
275,2026,2026_358,,Git
276,2026,2026_359,,Git
277,2026,2026_363,,Git
278,2026,2026_364,,Git
279,2026,2026_365,,Git
280,2026,2026_367,,Git
281,2026,2026_369,,Git
282,2026,2026_376,,Git
283,2026,2026_378,,Git
284,2026,2026_381,,Git
285,2026,2026_382,,Git
286,2026,2026_385,Mattermost,Git
287,2026,2026_386,,Git
288,2026,2026_387,"Matrix, e-mail",Git
289,2026,2026_388,,Git
290,2026,2026_390,,Git
291,2026,2026_391,,Git
292,2026,2026_394,,Git
293,2026,2026_395,,Git
294,2026,2026_397,,Git
295,2026,2026_403,,Git
296,2026,2026_405,zulip chat,Git
297,2026,2026_408,,Git
298,2026,2026_411,,Git
299,2026,2026_412,,Git
300,2026,2026_413,"Codeberg, Forgejo",Git
301,2026,2026_414,,Git
302,2026,2026_418,,Git
303,2026,2026_420,,Git
304,2026,2026_421,"mattermost, matrix",Git
305,2026,2026_422,,Git
306,2026,2026_424,,Git
307,2026,2026_425,,Git
308,2026,2026_427,,Git
309,2026,2026_430,,Git
310,2026,2026_434,,Git
311,2026,2026_436,,Git
312,2026,2026_439,,Git
313,2026,2026_440,,Git
314,2026,2026_441,,Git
315,2026,2026_442,,Git
316,2026,2026_443,Matrix,Git
317,2026,2026_445,,Git
318,2026,2026_456,,Git
319,2026,2026_459,Notion,Git
320,2026,2026_461,,Git
321,2026,2026_466,Mattermost,Git
322,2026,2026_467,,Git
323,2026,2026_470,,Git
324,2026,2026_471,Mattermost,Git
325,2026,2026_472,Mattermost,Git
326,2026,2026_474,Mattermost,Git
327,2026,2026_478,,Git
328,2026,2026_479,,Git
329,2026,2026_481,,Git
330,2026,2026_484,,Git
331,2026,2026_486,,Git
332,2026,2026_487,,Git
333,2026,2026_488,,Git
334,2026,2026_489,Forgejo,Git
335,2026,2026_496,,Git
336,2026,2026_498,,Git
337,2026,2026_501,Microsoft OneDrive,Git
338,2026,2026_503,,Git
339,2026,2026_504,,Git
340,2026,2026_505,,Git
341,2026,2026_506,,Git
342,2026,2026_514,,Git
343,2026,2026_515,,Git
344,2026,2026_517,,Git
345,2026,2026_521,Matrix,Git
346,2026,2026_522,,Git
347,2026,2026_523,,Git
348,2026,2026_531,Codeberg,Git
349,2026,2026_533,,Git
350,2026,2026_534,,Git
351,2026,2026_538,CodeBerg,Git
352,2026,2026_539,,Git
353,2026,2026_544,Mattermost,Git
354,2026,2026_545,,Git
355,2026,2026_546,,Git
356,2026,2026_547,,Git
357,2026,2026_552,,Git
358,2026,2026_554,,Git
359,2026,2026_557,,Git
360,2026,2026_570,,Git
361,2026,2026_571,,Git
362,2026,2026_573,,Git
363,2026,2026_580,,Git
364,2026,2026_582,Custom internal tools,Git
365,2026,2026_588,,Git
366,2026,2026_589,,Git
367,2026,2026_590,Mattermost,Git
368,2026,2026_596,,Git
369,2026,2026_597,,Git
370,2026,2026_598,,Git
371,2026,2026_600,Matrix,Git
372,2026,2026_604,Mattermost,Git
373,2026,2026_612,,Git
374,2026,2026_615,,Git
375,2026,2026_616,,Git
376,2026,2026_617,mattermost,Git
377,2026,2026_621,,Git
378,2026,2026_622,,Git
379,2026,2026_628,,Git
380,2026,2026_629,,Git
381,2026,2026_634,,Git
382,2026,2026_636,,Git
383,2026,2026_643,,Git
384,2026,2026_644,,Git
385,2026,2026_645,,Git
386,2026,2026_652,,Git
387,2026,2026_655,mattermost,Git
388,2026,2026_658,,Git
389,2026,2026_664,,Git
390,2026,2026_666,,Git
391,2026,2026_671,,Git
392,2026,2026_672,,Git
393,2026,2026_674,,Git
394,2026,2026_675,,Git
395,2026,2026_677,,Git
396,2026,2026_678,,Git
397,2026,2026_680,,Git
398,2026,2026_681,,Git
399,2026,2026_685,,Git
400,2026,2026_687,,Git
401,2026,2026_690,,Git
402,2026,2026_694,Microsoft Teams,Git
403,2026,2026_698,,Git
404,2026,2026_701,Monday,Git
405,2026,2026_704,,Git
406,2026,2026_705,,Git
407,2026,2026_707,,Git
408,2026,2026_709,,Git
409,2026,2026_711,,Git
410,2026,2026_713,,Git
411,2026,2026_715,,Git
412,2026,2026_716,,Git
413,2026,2026_719,,Git
414,2026,2026_721,,Git
415,2026,2026_722,,Git
416,2026,2026_724,,Git
417,2026,2026_730,"Redmine, Bugzilla, Email, Google Chat, Discord",Git
418,2026,2026_731,,Git
419,2026,2026_736,,Git
420,2026,2026_737,,Git
421,2026,2026_740,,Git
422,2026,2026_741,,Git
423,2026,2026_744,,Git
424,2026,2026_746,,Git
425,2026,2026_747,"NextCloud, JupyterLab",Git
426,2026,2026_748,,Git
427,2026,2026_749,,Git
428,2026,2026_750,,Git
429,2026,2026_753,,Git
430,2026,2026_759,Mattermost,Git
431,2026,2026_761,HackMD,Git
432,2026,2026_765,,Git
433,2026,2026_768,,Git
434,2026,2026_769,,Git
435,2026,2026_770,"Gitea,Matrix Element",Git
436,2026,2026_773,,Git
437,2026,2026_775,,Git
438,2026,2026_779,Matrix / Element,Git
439,2026,2026_784,,Git
440,2026,2026_785,,Git
441,2026,2026_786,,Git
442,2026,2026_787,Mattermost,Git
443,2026,2026_792,Mattermost,Git
444,2026,2026_793,,Git
445,2026,2026_801,,Git
446,2026,2026_802,,Git
447,2026,2026_804,,Git
448,2026,2026_806,,Git
449,2026,2026_810,,Git
450,2026,2026_816,,Git
451,2026,2026_817,,Git
452,2026,2026_819,,Git
453,2026,2026_820,,Git
454,2026,2026_821,,Git
455,2026,2026_822,,Git
456,2026,2026_823,,Git
457,2026,2026_825,,Git
458,2026,2026_827,onedrive of course,Git
459,2026,2026_829,,Git
460,2026,2026_831,,Git
461,2026,2026_835,,Git
462,2026,2026_838,ZenHub,Git
463,2026,2026_840,,Git
464,2026,2026_841,,Git
465,2026,2026_844,,Git
466,2026,2026_845,,Git
467,2026,2026_854,,Git
468,2026,2026_859,,Git
469,2026,2026_861,"Tulip, Zoom",Git
470,2026,2026_864,Mattermost,Git
471,2026,2026_867,,Git
472,2026,2026_870,,Git
473,2026,2026_873,,Git
474,2026,2026_874,"Linear, Azure DevOps",Git
475,2026,2026_877,,Git
476,2026,2026_881,"Mattermost, Outline Wiki",Git
477,2026,2026_883,,Git
478,2026,2026_885,,Git
479,2026,2026_886,Codeberg,Git
480,2026,2026_887,,Git
481,2026,2026_891,,Git
482,2026,2026_893,,Git
483,2026,2026_894,,Git
484,2026,2026_896,,Git
485,2026,2026_897,,Git
486,2026,2026_900,,Git
487,2026,2026_901,,Git
488,2026,2026_903,,Git
489,2026,2026_905,,Git
490,2026,2026_906,,Git
491,2026,2026_907,,Git
492,2026,2026_909,Mattermost,Git
493,2026,2026_910,Teams,Git
494,2026,2026_914,,Git
495,2026,2026_918,Mattermost,Git
496,2026,2026_920,,Git
497,2026,2026_923,,Git
498,2026,2026_924,,Git
499,2026,2026_927,Matrix,Git
500,2026,2026_929,,Git
501,2026,2026_930,,Git
502,2026,2026_931,,Git
503,2026,2026_932,,Git
504,2026,2026_934,,Git
505,2026,2026_935,Mattermost,Git
506,2026,2026_936,,Git
507,2026,2026_938,,Git
508,2026,2026_939,,Git
509,2026,2026_940,,Git
510,2026,2026_943,,Git
511,2026,2026_944,,Git
512,2026,2026_946,Mattermost,Git
513,2026,2026_947,Mattermost,Git
514,2026,2026_948,,Git
515,2026,2026_949,,Git
516,2026,2026_951,,Git
517,2026,2026_952,,Git
518,2026,2026_953,,Git
519,2026,2026_956,,Git
520,2026,2026_959,,Git
521,2026,2026_960,,Git
522,2026,2026_962,Discourse Forum,Git
523,2026,2026_963,zulip,Git
524,2026,2026_964,,Git
525,2026,2026_967,,Git
526,2026,2026_968,,Git
527,2026,2026_971,"Notion, Figma",Git
528,2026,2026_973,,Git
529,2026,2026_975,,Git
530,2026,2026_976,,Git
531,2026,2026_978,,Git
532,2026,2026_979,,Git
533,2026,2026_986,,Git
534,2026,2026_995,,Git
535,2026,2026_998,,Git
536,2026,2026_1000,,Git
537,2026,2026_1001,,Git
538,2026,2026_1002,Redmine Xwiki,Git
539,2026,2026_1004,,Git
540,2026,2026_1007,,Git
541,2026,2026_1008,Miro,Git
542,2026,2026_1010,,Git
543,2026,2026_1011,,Git
544,2026,2026_1012,,Git
545,2026,2026_1014,,Git
546,2026,2026_1016,,Git
547,2026,2026_1018,"MS Teams, Sharepoint",Git
548,2026,2026_1023,,Git
549,2026,2026_1027,,Git
550,2026,2026_1030,,Git
551,2026,2026_1035,Sourcehut,Git
552,2026,2026_1036,,Git
553,2026,2026_1038,,Git
554,2026,2026_1040,,Git
555,2026,2026_1042,,Git
556,2026,2026_1043,,Git
557,2026,2026_1044,,Git
558,2026,2026_1045,,Git
559,2026,2026_1047,,Git
560,2026,2026_1048,,Git
561,2026,2026_1050,,Git
562,2026,2026_1051,,Git
563,2026,2026_1052,,Git
564,2026,2026_1055,,Git
565,2026,2026_1056,,Git
566,2026,2026_1058,,Git
567,2026,2026_1060,,Git
568,2026,2026_1065,,Git
569,2026,2026_1068,Zulipchat,Git
570,2026,2026_1069,,Git
571,2026,2026_1070,,Git
572,2026,2026_1073,,Git
573,2026,2026_1075,,Git
574,2026,2026_1076,,Git
575,2026,2026_1077,,Git
576,2026,2026_1078,,Git
577,2026,2026_1079,,Git
578,2026,2026_1081,Codeberg,Git
579,2026,2026_1082,,Git
580,2026,2026_1083,Gerrit,Git
581,2026,2026_1085,YouTrack,Git
582,2026,2026_1086,,Git
583,2026,2026_1088,,Git
584,2026,2026_1091,,Git
585,2026,2026_1092,Mattermost,Git
586,2026,2026_1093,Matrix,Git
587,2026,2026_1103,,Git
588,2026,2026_1104,network storage of institution,Git
589,2026,2026_1109,,Git
590,2026,2026_1110,,Git
591,2026,2026_1114,,Git
592,2026,2026_1115,,Git
593,2026,2026_1116,,Git
594,2026,2026_1118,,Git
595,2026,2026_1124,,Git
596,2026,2026_1126,,Git
597,2026,2026_1127,,Git
598,2026,2026_1128,,Git
599,2026,2026_1129,Mattermost,Git
600,2026,2026_1131,,Git
601,2026,2026_1133,,Git
602,2026,2026_1134,Teams,Git
603,2026,2026_1135,,Git
604,2026,2026_1136,Redmine,Git
605,2026,2026_1137,,Git
606,2026,2026_1138,"Mattermost (+ Mattermost Boards, similar to Trello)",Git
607,2026,2026_1140,Discord,Git
608,2026,2026_1141,,Git
609,2026,2026_1142,,Git
610,2026,2026_1143,,Git
611,2026,2026_1144,,Git
612,2026,2026_1148,Discord,Git
613,2026,2026_1149,"Signal, Matrix",Git
614,2026,2026_1152,Zulip,Git
615,2026,2026_1154,"Microsoft Teams, Discord",Git
616,2026,2026_1155,Teams,Git
617,2026,2026_1157,,Git
618,2026,2026_1158,,Git
619,2026,2026_1162,,Git
620,2026,2026_2,,GitHub
621,2026,2026_3,,GitHub
622,2026,2026_5,Asana,GitHub
623,2026,2026_8,,GitHub
624,2026,2026_9,,GitHub
625,2026,2026_10,,GitHub
626,2026,2026_13,,GitHub
627,2026,2026_15,Zulip,GitHub
628,2026,2026_16,Codeberg,GitHub
629,2026,2026_17,,GitHub
630,2026,2026_18,Miro,GitHub
631,2026,2026_19,,GitHub
632,2026,2026_21,,GitHub
633,2026,2026_23,,GitHub
634,2026,2026_24,,GitHub
635,2026,2026_27,,GitHub
636,2026,2026_29,,GitHub
637,2026,2026_30,,GitHub
638,2026,2026_31,,GitHub
639,2026,2026_32,,GitHub
640,2026,2026_34,,GitHub
641,2026,2026_35,,GitHub
642,2026,2026_39,,GitHub
643,2026,2026_40,,GitHub
644,2026,2026_41,,GitHub
645,2026,2026_44,,GitHub
646,2026,2026_45,,GitHub
647,2026,2026_46,migrating to codeberg,GitHub
648,2026,2026_47,,GitHub
649,2026,2026_48,,GitHub
650,2026,2026_49,Teams,GitHub
651,2026,2026_51,,GitHub
652,2026,2026_54,,GitHub
653,2026,2026_56,,GitHub
654,2026,2026_59,,GitHub
655,2026,2026_60,,GitHub
656,2026,2026_61,,GitHub
657,2026,2026_66,,GitHub
658,2026,2026_68,,GitHub
659,2026,2026_70,,GitHub
660,2026,2026_73,,GitHub
661,2026,2026_76,,GitHub
662,2026,2026_82,,GitHub
663,2026,2026_83,Matrix,GitHub
664,2026,2026_84,,GitHub
665,2026,2026_85,,GitHub
666,2026,2026_87,,GitHub
667,2026,2026_89,,GitHub
668,2026,2026_90,,GitHub
669,2026,2026_92,,GitHub
670,2026,2026_93,"forgejo, codeberg",GitHub
671,2026,2026_94,,GitHub
672,2026,2026_97,,GitHub
673,2026,2026_98,Forgejo,GitHub
674,2026,2026_101,"Asana, Discord",GitHub
675,2026,2026_102,Zulip,GitHub
676,2026,2026_103,,GitHub
677,2026,2026_105,,GitHub
678,2026,2026_106,,GitHub
679,2026,2026_107,Taiga,GitHub
680,2026,2026_108,"Mattermost, Zulip, Discourse",GitHub
681,2026,2026_109,,GitHub
682,2026,2026_110,,GitHub
683,2026,2026_115,,GitHub
684,2026,2026_117,,GitHub
685,2026,2026_118,,GitHub
686,2026,2026_119,,GitHub
687,2026,2026_121,,GitHub
688,2026,2026_123,,GitHub
689,2026,2026_124,,GitHub
690,2026,2026_125,,GitHub
691,2026,2026_127,,GitHub
692,2026,2026_128,,GitHub
693,2026,2026_130,,GitHub
694,2026,2026_133,,GitHub
695,2026,2026_134,,GitHub
696,2026,2026_135,,GitHub
697,2026,2026_136,,GitHub
698,2026,2026_140,"Miro, Forgejo, Element/Matrix",GitHub
699,2026,2026_142,"MS teams, MS loop",GitHub
700,2026,2026_143,,GitHub
701,2026,2026_144,,GitHub
702,2026,2026_145,,GitHub
703,2026,2026_146,,GitHub
704,2026,2026_148,,GitHub
705,2026,2026_149,Element,GitHub
706,2026,2026_150,matrix / element,GitHub
707,2026,2026_153,MS Teams,GitHub
708,2026,2026_154,,GitHub
709,2026,2026_162,,GitHub
710,2026,2026_163,,GitHub
711,2026,2026_164,,GitHub
712,2026,2026_169,,GitHub
713,2026,2026_170,,GitHub
714,2026,2026_177,,GitHub
715,2026,2026_180,,GitHub
716,2026,2026_181,,GitHub
717,2026,2026_183,,GitHub
718,2026,2026_185,,GitHub
719,2026,2026_187,,GitHub
720,2026,2026_188,,GitHub
721,2026,2026_189,,GitHub
722,2026,2026_190,,GitHub
723,2026,2026_191,,GitHub
724,2026,2026_192,Gitea,GitHub
725,2026,2026_193,,GitHub
726,2026,2026_194,,GitHub
727,2026,2026_196,,GitHub
728,2026,2026_198,,GitHub
729,2026,2026_200,,GitHub
730,2026,2026_202,,GitHub
731,2026,2026_203,,GitHub
732,2026,2026_205,Forgejo,GitHub
733,2026,2026_206,,GitHub
734,2026,2026_209,,GitHub
735,2026,2026_210,,GitHub
736,2026,2026_211,,GitHub
737,2026,2026_212,,GitHub
738,2026,2026_214,,GitHub
739,2026,2026_215,,GitHub
740,2026,2026_216,,GitHub
741,2026,2026_218,,GitHub
742,2026,2026_219,,GitHub
743,2026,2026_220,Mattermost,GitHub
744,2026,2026_221,,GitHub
745,2026,2026_222,,GitHub
746,2026,2026_223,,GitHub
747,2026,2026_227,,GitHub
748,2026,2026_228,"If Slack is an option, then Teams too",GitHub
749,2026,2026_229,,GitHub
750,2026,2026_231,,GitHub
751,2026,2026_232,,GitHub
752,2026,2026_235,,GitHub
753,2026,2026_236,"SharePoint, SURF Drive",GitHub
754,2026,2026_239,Asana,GitHub
755,2026,2026_241,,GitHub
756,2026,2026_243,,GitHub
757,2026,2026_244,,GitHub
758,2026,2026_247,,GitHub
759,2026,2026_248,,GitHub
760,2026,2026_249,,GitHub
761,2026,2026_250,Internal hosted Mattermost,GitHub
762,2026,2026_257,,GitHub
763,2026,2026_260,,GitHub
764,2026,2026_262,,GitHub
765,2026,2026_263,,GitHub
766,2026,2026_265,,GitHub
767,2026,2026_267,,GitHub
768,2026,2026_268,,GitHub
769,2026,2026_270,,GitHub
770,2026,2026_271,,GitHub
771,2026,2026_272,,GitHub
772,2026,2026_275,,GitHub
773,2026,2026_277,,GitHub
774,2026,2026_279,,GitHub
775,2026,2026_281,,GitHub
776,2026,2026_282,,GitHub
777,2026,2026_284,,GitHub
778,2026,2026_285,,GitHub
779,2026,2026_286,,GitHub
780,2026,2026_289,,GitHub
781,2026,2026_290,,GitHub
782,2026,2026_291,,GitHub
783,2026,2026_292,,GitHub
784,2026,2026_294,,GitHub
785,2026,2026_295,,GitHub
786,2026,2026_296,,GitHub
787,2026,2026_297,,GitHub
788,2026,2026_298,,GitHub
789,2026,2026_299,,GitHub
790,2026,2026_302,Zulip,GitHub
791,2026,2026_304,,GitHub
792,2026,2026_305,,GitHub
793,2026,2026_306,,GitHub
794,2026,2026_307,,GitHub
795,2026,2026_309,,GitHub
796,2026,2026_311,"matrix, forgejo",GitHub
797,2026,2026_312,,GitHub
798,2026,2026_313,,GitHub
799,2026,2026_315,,GitHub
800,2026,2026_317,,GitHub
801,2026,2026_319,,GitHub
802,2026,2026_320,,GitHub
803,2026,2026_325,click up; sharepoint; teams,GitHub
804,2026,2026_326,Zulip,GitHub
805,2026,2026_328,,GitHub
806,2026,2026_330,"Zulip, Rocket Chat",GitHub
807,2026,2026_331,,GitHub
808,2026,2026_334,,GitHub
809,2026,2026_336,,GitHub
810,2026,2026_338,,GitHub
811,2026,2026_340,,GitHub
812,2026,2026_341,Codeberg,GitHub
813,2026,2026_342,,GitHub
814,2026,2026_343,,GitHub
815,2026,2026_344,,GitHub
816,2026,2026_349,,GitHub
817,2026,2026_350,,GitHub
818,2026,2026_351,,GitHub
819,2026,2026_352,,GitHub
820,2026,2026_353,MS Teams lol,GitHub
821,2026,2026_355,,GitHub
822,2026,2026_356,,GitHub
823,2026,2026_358,,GitHub
824,2026,2026_359,,GitHub
825,2026,2026_360,,GitHub
826,2026,2026_363,,GitHub
827,2026,2026_364,,GitHub
828,2026,2026_365,,GitHub
829,2026,2026_366,,GitHub
830,2026,2026_367,,GitHub
831,2026,2026_369,,GitHub
832,2026,2026_371,,GitHub
833,2026,2026_372,,GitHub
834,2026,2026_373,,GitHub
835,2026,2026_377,,GitHub
836,2026,2026_378,,GitHub
837,2026,2026_379,,GitHub
838,2026,2026_381,,GitHub
839,2026,2026_382,,GitHub
840,2026,2026_385,Mattermost,GitHub
841,2026,2026_386,,GitHub
842,2026,2026_387,"Matrix, e-mail",GitHub
843,2026,2026_388,,GitHub
844,2026,2026_389,forgejo,GitHub
845,2026,2026_390,,GitHub
846,2026,2026_391,,GitHub
847,2026,2026_393,,GitHub
848,2026,2026_394,,GitHub
849,2026,2026_395,,GitHub
850,2026,2026_396,,GitHub
851,2026,2026_397,,GitHub
852,2026,2026_403,,GitHub
853,2026,2026_405,zulip chat,GitHub
854,2026,2026_407,Zulip,GitHub
855,2026,2026_408,,GitHub
856,2026,2026_412,,GitHub
857,2026,2026_413,"Codeberg, Forgejo",GitHub
