,Year_0,row_id,ukrse3[other]_0,ukrse3
0,2026,2026_18,,Conferences
1,2026,2026_29,,Conferences
2,2026,2026_34,,Conferences
3,2026,2026_35,,Conferences
4,2026,2026_46,,Conferences
5,2026,2026_47,,Conferences
6,2026,2026_51,,Conferences
7,2026,2026_59,,Conferences
8,2026,2026_90,,Conferences
9,2026,2026_92,,Conferences
10,2026,2026_105,,Conferences
11,2026,2026_108,,Conferences
12,2026,2026_123,,Conferences
13,2026,2026_132,,Conferences
14,2026,2026_146,,Conferences
15,2026,2026_148,,Conferences
16,2026,2026_162,,Conferences
17,2026,2026_167,,Conferences
18,2026,2026_176,,Conferences
19,2026,2026_191,,Conferences
20,2026,2026_196,,Conferences
21,2026,2026_216,,Conferences
22,2026,2026_229,,Conferences
23,2026,2026_239,,Conferences
24,2026,2026_240,,Conferences
25,2026,2026_241,,Conferences
26,2026,2026_249,,Conferences
27,2026,2026_260,,Conferences
28,2026,2026_295,,Conferences
29,2026,2026_296,,Conferences
30,2026,2026_299,,Conferences
31,2026,2026_305,,Conferences
32,2026,2026_307,,Conferences
33,2026,2026_311,,Conferences
34,2026,2026_317,,Conferences
35,2026,2026_341,,Conferences
36,2026,2026_342,,Conferences
37,2026,2026_349,,Conferences
38,2026,2026_350,,Conferences
39,2026,2026_356,,Conferences
40,2026,2026_363,,Conferences
41,2026,2026_365,,Conferences
42,2026,2026_367,,Conferences
43,2026,2026_403,,Conferences
44,2026,2026_420,,Conferences
45,2026,2026_421,,Conferences
46,2026,2026_441,,Conferences
47,2026,2026_442,,Conferences
48,2026,2026_443,,Conferences
49,2026,2026_448,,Conferences
50,2026,2026_456,Carpentries workshop,Conferences
51,2026,2026_476,,Conferences
52,2026,2026_481,,Conferences
53,2026,2026_483,,Conferences
54,2026,2026_496,,Conferences
55,2026,2026_503,,Conferences
56,2026,2026_522,,Conferences
57,2026,2026_534,,Conferences
58,2026,2026_549,,Conferences
59,2026,2026_554,,Conferences
60,2026,2026_558,,Conferences
61,2026,2026_570,,Conferences
62,2026,2026_589,,Conferences
63,2026,2026_599,,Conferences
64,2026,2026_603,,Conferences
65,2026,2026_604,,Conferences
66,2026,2026_616,,Conferences
67,2026,2026_622,,Conferences
68,2026,2026_624,,Conferences
69,2026,2026_634,,Conferences
70,2026,2026_645,,Conferences
71,2026,2026_655,,Conferences
72,2026,2026_680,,Conferences
73,2026,2026_684,,Conferences
74,2026,2026_687,,Conferences
75,2026,2026_691,,Conferences
76,2026,2026_692,,Conferences
77,2026,2026_700,,Conferences
78,2026,2026_711,,Conferences
79,2026,2026_736,,Conferences
80,2026,2026_737,,Conferences
81,2026,2026_744,,Conferences
82,2026,2026_753,,Conferences
83,2026,2026_793,,Conferences
84,2026,2026_804,,Conferences
85,2026,2026_816,,Conferences
86,2026,2026_818,,Conferences
87,2026,2026_820,,Conferences
88,2026,2026_850,,Conferences
89,2026,2026_861,,Conferences
90,2026,2026_862,,Conferences
91,2026,2026_866,,Conferences
92,2026,2026_870,,Conferences
93,2026,2026_878,,Conferences
94,2026,2026_896,,Conferences
95,2026,2026_897,,Conferences
96,2026,2026_900,,Conferences
97,2026,2026_906,,Conferences
98,2026,2026_929,,Conferences
99,2026,2026_936,,Conferences
100,2026,2026_944,,Conferences
101,2026,2026_978,,Conferences
102,2026,2026_1002,,Conferences
103,2026,2026_1007,,Conferences
104,2026,2026_1042,,Conferences
105,2026,2026_1052,,Conferences
106,2026,2026_1065,,Conferences
107,2026,2026_1073,,Conferences
108,2026,2026_1114,,Conferences
109,2026,2026_1118,,Conferences
110,2026,2026_1126,,Conferences
111,2026,2026_1128,,Conferences
112,2026,2026_1142,,Conferences
113,2026,2026_1143,,Conferences
114,2026,2026_1145,,Conferences
115,2026,2026_1149,,Conferences
116,2026,2026_1152,,Conferences
117,2026,2026_1154,,Conferences
118,2026,2026_1155,,Conferences
119,2026,2026_1,,Learned on-the-job
120,2026,2026_3,,Learned on-the-job
121,2026,2026_5,,Learned on-the-job
122,2026,2026_8,,Learned on-the-job
123,2026,2026_9,,Learned on-the-job
124,2026,2026_10,,Learned on-the-job
125,2026,2026_11,,Learned on-the-job
126,2026,2026_12,,Learned on-the-job
127,2026,2026_13,,Learned on-the-job
128,2026,2026_15,,Learned on-the-job
129,2026,2026_16,,Learned on-the-job
130,2026,2026_17,,Learned on-the-job
131,2026,2026_18,,Learned on-the-job
132,2026,2026_21,"Learned on-the-job as a SWE in industry, not in my current role in academia.",Learned on-the-job
133,2026,2026_23,,Learned on-the-job
134,2026,2026_24,,Learned on-the-job
135,2026,2026_27,,Learned on-the-job
136,2026,2026_29,,Learned on-the-job
137,2026,2026_30,,Learned on-the-job
138,2026,2026_31,,Learned on-the-job
139,2026,2026_32,,Learned on-the-job
140,2026,2026_34,,Learned on-the-job
141,2026,2026_35,,Learned on-the-job
142,2026,2026_39,,Learned on-the-job
143,2026,2026_40,,Learned on-the-job
144,2026,2026_41,,Learned on-the-job
145,2026,2026_45,,Learned on-the-job
146,2026,2026_46,,Learned on-the-job
147,2026,2026_48,,Learned on-the-job
148,2026,2026_49,,Learned on-the-job
149,2026,2026_51,,Learned on-the-job
150,2026,2026_54,,Learned on-the-job
151,2026,2026_56,,Learned on-the-job
152,2026,2026_59,,Learned on-the-job
153,2026,2026_60,,Learned on-the-job
154,2026,2026_65,,Learned on-the-job
155,2026,2026_66,,Learned on-the-job
156,2026,2026_67,,Learned on-the-job
157,2026,2026_68,,Learned on-the-job
158,2026,2026_69,,Learned on-the-job
159,2026,2026_70,,Learned on-the-job
160,2026,2026_72,,Learned on-the-job
161,2026,2026_73,,Learned on-the-job
162,2026,2026_76,,Learned on-the-job
163,2026,2026_81,,Learned on-the-job
164,2026,2026_82,,Learned on-the-job
165,2026,2026_83,,Learned on-the-job
166,2026,2026_84,,Learned on-the-job
167,2026,2026_85,,Learned on-the-job
168,2026,2026_87,,Learned on-the-job
169,2026,2026_88,,Learned on-the-job
170,2026,2026_89,,Learned on-the-job
171,2026,2026_90,,Learned on-the-job
172,2026,2026_91,,Learned on-the-job
173,2026,2026_92,,Learned on-the-job
174,2026,2026_93,,Learned on-the-job
175,2026,2026_94,,Learned on-the-job
176,2026,2026_95,,Learned on-the-job
177,2026,2026_97,,Learned on-the-job
178,2026,2026_98,,Learned on-the-job
179,2026,2026_101,,Learned on-the-job
180,2026,2026_102,,Learned on-the-job
181,2026,2026_103,,Learned on-the-job
182,2026,2026_105,,Learned on-the-job
183,2026,2026_106,,Learned on-the-job
184,2026,2026_107,,Learned on-the-job
185,2026,2026_108,,Learned on-the-job
186,2026,2026_109,,Learned on-the-job
187,2026,2026_118,,Learned on-the-job
188,2026,2026_119,,Learned on-the-job
189,2026,2026_121,,Learned on-the-job
190,2026,2026_123,,Learned on-the-job
191,2026,2026_124,,Learned on-the-job
192,2026,2026_125,,Learned on-the-job
193,2026,2026_128,,Learned on-the-job
194,2026,2026_130,,Learned on-the-job
195,2026,2026_132,,Learned on-the-job
196,2026,2026_133,,Learned on-the-job
197,2026,2026_134,,Learned on-the-job
198,2026,2026_135,,Learned on-the-job
199,2026,2026_136,,Learned on-the-job
200,2026,2026_140,,Learned on-the-job
201,2026,2026_142,,Learned on-the-job
202,2026,2026_143,,Learned on-the-job
203,2026,2026_144,,Learned on-the-job
204,2026,2026_145,,Learned on-the-job
205,2026,2026_146,,Learned on-the-job
206,2026,2026_147,,Learned on-the-job
207,2026,2026_148,,Learned on-the-job
208,2026,2026_149,,Learned on-the-job
209,2026,2026_150,,Learned on-the-job
210,2026,2026_151,,Learned on-the-job
211,2026,2026_153,,Learned on-the-job
212,2026,2026_154,,Learned on-the-job
213,2026,2026_157,,Learned on-the-job
214,2026,2026_167,,Learned on-the-job
215,2026,2026_169,,Learned on-the-job
216,2026,2026_170,,Learned on-the-job
217,2026,2026_176,,Learned on-the-job
218,2026,2026_177,,Learned on-the-job
219,2026,2026_180,,Learned on-the-job
220,2026,2026_183,,Learned on-the-job
221,2026,2026_185,,Learned on-the-job
222,2026,2026_187,,Learned on-the-job
223,2026,2026_188,,Learned on-the-job
224,2026,2026_189,,Learned on-the-job
225,2026,2026_190,,Learned on-the-job
226,2026,2026_191,,Learned on-the-job
227,2026,2026_192,,Learned on-the-job
228,2026,2026_193,Attending training courses while previously employed in private industry,Learned on-the-job
229,2026,2026_195,,Learned on-the-job
230,2026,2026_196,,Learned on-the-job
231,2026,2026_197,,Learned on-the-job
232,2026,2026_198,,Learned on-the-job
233,2026,2026_200,,Learned on-the-job
234,2026,2026_202,,Learned on-the-job
235,2026,2026_203,,Learned on-the-job
236,2026,2026_204,,Learned on-the-job
237,2026,2026_205,,Learned on-the-job
238,2026,2026_206,,Learned on-the-job
239,2026,2026_209,,Learned on-the-job
240,2026,2026_210,,Learned on-the-job
241,2026,2026_211,,Learned on-the-job
242,2026,2026_212,,Learned on-the-job
243,2026,2026_214,,Learned on-the-job
244,2026,2026_215,,Learned on-the-job
245,2026,2026_216,,Learned on-the-job
246,2026,2026_217,,Learned on-the-job
247,2026,2026_219,,Learned on-the-job
248,2026,2026_220,,Learned on-the-job
249,2026,2026_221,,Learned on-the-job
250,2026,2026_222,,Learned on-the-job
251,2026,2026_224,,Learned on-the-job
252,2026,2026_227,,Learned on-the-job
253,2026,2026_228,,Learned on-the-job
254,2026,2026_229,,Learned on-the-job
255,2026,2026_231,,Learned on-the-job
256,2026,2026_232,,Learned on-the-job
257,2026,2026_235,,Learned on-the-job
258,2026,2026_236,During my own PhD research and postdocs,Learned on-the-job
259,2026,2026_238,,Learned on-the-job
260,2026,2026_239,,Learned on-the-job
261,2026,2026_241,,Learned on-the-job
262,2026,2026_243,,Learned on-the-job
263,2026,2026_244,,Learned on-the-job
264,2026,2026_248,,Learned on-the-job
265,2026,2026_249,,Learned on-the-job
266,2026,2026_250,,Learned on-the-job
267,2026,2026_253,,Learned on-the-job
268,2026,2026_257,,Learned on-the-job
269,2026,2026_259,,Learned on-the-job
270,2026,2026_260,,Learned on-the-job
271,2026,2026_263,,Learned on-the-job
272,2026,2026_264,,Learned on-the-job
273,2026,2026_265,,Learned on-the-job
274,2026,2026_266,,Learned on-the-job
275,2026,2026_267,,Learned on-the-job
276,2026,2026_268,,Learned on-the-job
277,2026,2026_270,,Learned on-the-job
278,2026,2026_271,Apprenticeship,Learned on-the-job
279,2026,2026_272,,Learned on-the-job
280,2026,2026_273,,Learned on-the-job
281,2026,2026_277,,Learned on-the-job
282,2026,2026_279,,Learned on-the-job
283,2026,2026_281,,Learned on-the-job
284,2026,2026_282,,Learned on-the-job
285,2026,2026_284,,Learned on-the-job
286,2026,2026_285,,Learned on-the-job
287,2026,2026_289,,Learned on-the-job
288,2026,2026_291,,Learned on-the-job
289,2026,2026_295,,Learned on-the-job
290,2026,2026_296,,Learned on-the-job
291,2026,2026_298,,Learned on-the-job
292,2026,2026_299,,Learned on-the-job
293,2026,2026_302,,Learned on-the-job
294,2026,2026_304,,Learned on-the-job
295,2026,2026_305,,Learned on-the-job
296,2026,2026_306,,Learned on-the-job
297,2026,2026_307,,Learned on-the-job
298,2026,2026_309,,Learned on-the-job
299,2026,2026_311,,Learned on-the-job
300,2026,2026_312,,Learned on-the-job
301,2026,2026_315,,Learned on-the-job
302,2026,2026_316,Qualifikationsmaßnahme der Bundesagentur für Arbeit,Learned on-the-job
303,2026,2026_317,,Learned on-the-job
304,2026,2026_319,,Learned on-the-job
305,2026,2026_320,,Learned on-the-job
306,2026,2026_325,,Learned on-the-job
307,2026,2026_326,,Learned on-the-job
308,2026,2026_330,Courses offered by CSC in Finland,Learned on-the-job
309,2026,2026_331,,Learned on-the-job
310,2026,2026_334,,Learned on-the-job
311,2026,2026_336,,Learned on-the-job
312,2026,2026_338,,Learned on-the-job
313,2026,2026_340,,Learned on-the-job
314,2026,2026_341,,Learned on-the-job
315,2026,2026_342,,Learned on-the-job
316,2026,2026_343,,Learned on-the-job
317,2026,2026_344,,Learned on-the-job
318,2026,2026_346,,Learned on-the-job
319,2026,2026_349,,Learned on-the-job
320,2026,2026_350,,Learned on-the-job
321,2026,2026_351,,Learned on-the-job
322,2026,2026_352,previous work as consultant to artists,Learned on-the-job
323,2026,2026_353,,Learned on-the-job
324,2026,2026_355,,Learned on-the-job
325,2026,2026_356,,Learned on-the-job
326,2026,2026_357,,Learned on-the-job
327,2026,2026_358,,Learned on-the-job
328,2026,2026_359,,Learned on-the-job
329,2026,2026_360,,Learned on-the-job
330,2026,2026_363,,Learned on-the-job
331,2026,2026_366,,Learned on-the-job
332,2026,2026_367,,Learned on-the-job
333,2026,2026_369,,Learned on-the-job
334,2026,2026_372,Habe Informatik studiert,Learned on-the-job
335,2026,2026_373,,Learned on-the-job
336,2026,2026_376,,Learned on-the-job
337,2026,2026_377,,Learned on-the-job
338,2026,2026_378,,Learned on-the-job
339,2026,2026_381,,Learned on-the-job
340,2026,2026_382,,Learned on-the-job
341,2026,2026_385,,Learned on-the-job
342,2026,2026_386,,Learned on-the-job
343,2026,2026_388,,Learned on-the-job
344,2026,2026_389,,Learned on-the-job
345,2026,2026_391,,Learned on-the-job
346,2026,2026_394,,Learned on-the-job
347,2026,2026_395,,Learned on-the-job
348,2026,2026_403,,Learned on-the-job
349,2026,2026_405,,Learned on-the-job
350,2026,2026_407,,Learned on-the-job
351,2026,2026_408,,Learned on-the-job
352,2026,2026_411,,Learned on-the-job
353,2026,2026_412,,Learned on-the-job
354,2026,2026_413,Working on open source projects,Learned on-the-job
355,2026,2026_415,,Learned on-the-job
356,2026,2026_418,,Learned on-the-job
357,2026,2026_420,,Learned on-the-job
358,2026,2026_421,,Learned on-the-job
359,2026,2026_422,,Learned on-the-job
360,2026,2026_424,,Learned on-the-job
361,2026,2026_427,,Learned on-the-job
362,2026,2026_430,Courses organised by my employer,Learned on-the-job
363,2026,2026_431,,Learned on-the-job
364,2026,2026_433,,Learned on-the-job
365,2026,2026_434,,Learned on-the-job
366,2026,2026_436,,Learned on-the-job
367,2026,2026_437,,Learned on-the-job
368,2026,2026_439,,Learned on-the-job
369,2026,2026_440,,Learned on-the-job
370,2026,2026_441,,Learned on-the-job
371,2026,2026_442,,Learned on-the-job
372,2026,2026_445,,Learned on-the-job
373,2026,2026_446,,Learned on-the-job
374,2026,2026_448,,Learned on-the-job
375,2026,2026_451,,Learned on-the-job
376,2026,2026_452,,Learned on-the-job
377,2026,2026_455,,Learned on-the-job
378,2026,2026_456,Carpentries workshop,Learned on-the-job
379,2026,2026_460,Previous employment,Learned on-the-job
380,2026,2026_461,,Learned on-the-job
381,2026,2026_472,,Learned on-the-job
382,2026,2026_474,"Online articles, Free talks on YouTube",Learned on-the-job
383,2026,2026_475,,Learned on-the-job
384,2026,2026_476,,Learned on-the-job
385,2026,2026_479,,Learned on-the-job
386,2026,2026_481,,Learned on-the-job
387,2026,2026_482,,Learned on-the-job
388,2026,2026_483,,Learned on-the-job
389,2026,2026_484,,Learned on-the-job
390,2026,2026_485,Co working with a Software Engineer who has a PhD in Software Patterns,Learned on-the-job
391,2026,2026_486,,Learned on-the-job
392,2026,2026_487,,Learned on-the-job
393,2026,2026_488,,Learned on-the-job
394,2026,2026_489,,Learned on-the-job
395,2026,2026_494,,Learned on-the-job
396,2026,2026_496,,Learned on-the-job
397,2026,2026_498,,Learned on-the-job
398,2026,2026_501,,Learned on-the-job
399,2026,2026_503,,Learned on-the-job
400,2026,2026_504,,Learned on-the-job
401,2026,2026_505,,Learned on-the-job
402,2026,2026_506,,Learned on-the-job
403,2026,2026_510,,Learned on-the-job
404,2026,2026_511,,Learned on-the-job
405,2026,2026_512,,Learned on-the-job
406,2026,2026_514,other school,Learned on-the-job
407,2026,2026_516,,Learned on-the-job
408,2026,2026_517,,Learned on-the-job
409,2026,2026_520,,Learned on-the-job
410,2026,2026_521,,Learned on-the-job
411,2026,2026_522,,Learned on-the-job
412,2026,2026_523,,Learned on-the-job
413,2026,2026_531,,Learned on-the-job
414,2026,2026_533,,Learned on-the-job
415,2026,2026_534,,Learned on-the-job
416,2026,2026_537,,Learned on-the-job
417,2026,2026_538,,Learned on-the-job
418,2026,2026_539,,Learned on-the-job
419,2026,2026_542,,Learned on-the-job
420,2026,2026_544,,Learned on-the-job
421,2026,2026_545,,Learned on-the-job
422,2026,2026_547,,Learned on-the-job
423,2026,2026_550,,Learned on-the-job
424,2026,2026_554,,Learned on-the-job
425,2026,2026_557,,Learned on-the-job
426,2026,2026_558,,Learned on-the-job
427,2026,2026_562,,Learned on-the-job
428,2026,2026_570,,Learned on-the-job
429,2026,2026_571,,Learned on-the-job
430,2026,2026_572,,Learned on-the-job
431,2026,2026_573,,Learned on-the-job
432,2026,2026_580,,Learned on-the-job
433,2026,2026_581,,Learned on-the-job
434,2026,2026_582,,Learned on-the-job
435,2026,2026_589,,Learned on-the-job
436,2026,2026_590,,Learned on-the-job
437,2026,2026_591,,Learned on-the-job
438,2026,2026_593,,Learned on-the-job
439,2026,2026_596,,Learned on-the-job
440,2026,2026_597,,Learned on-the-job
441,2026,2026_599,,Learned on-the-job
442,2026,2026_600,,Learned on-the-job
443,2026,2026_603,,Learned on-the-job
444,2026,2026_612,,Learned on-the-job
445,2026,2026_615,,Learned on-the-job
446,2026,2026_616,,Learned on-the-job
447,2026,2026_617,,Learned on-the-job
448,2026,2026_620,,Learned on-the-job
449,2026,2026_621,,Learned on-the-job
450,2026,2026_622,,Learned on-the-job
451,2026,2026_628,,Learned on-the-job
452,2026,2026_629,,Learned on-the-job
453,2026,2026_636,,Learned on-the-job
454,2026,2026_643,,Learned on-the-job
455,2026,2026_644,,Learned on-the-job
456,2026,2026_645,,Learned on-the-job
457,2026,2026_646,,Learned on-the-job
458,2026,2026_649,,Learned on-the-job
459,2026,2026_652,,Learned on-the-job
460,2026,2026_653,,Learned on-the-job
461,2026,2026_654,,Learned on-the-job
462,2026,2026_655,,Learned on-the-job
463,2026,2026_657,,Learned on-the-job
464,2026,2026_658,,Learned on-the-job
465,2026,2026_664,,Learned on-the-job
466,2026,2026_666,,Learned on-the-job
