,Year_0,row_id,fund3[other]_0,fund3
641,2026,2026_663,,Grants
642,2026,2026_672,,Grants
643,2026,2026_677,,Grants
644,2026,2026_679,,Grants
645,2026,2026_680,,Grants
646,2026,2026_681,,Grants
647,2026,2026_685,,Grants
648,2026,2026_687,,Grants
649,2026,2026_688,,Grants
650,2026,2026_689,,Grants
651,2026,2026_692,,Grants
652,2026,2026_694,,Grants
653,2026,2026_696,,Grants
654,2026,2026_698,,Grants
655,2026,2026_700,,Grants
656,2026,2026_701,,Grants
657,2026,2026_705,Federal Funding,Grants
658,2026,2026_711,Private philanthropy,Grants
659,2026,2026_713,,Grants
660,2026,2026_715,,Grants
661,2026,2026_718,,Grants
662,2026,2026_719,,Grants
663,2026,2026_724,,Grants
664,2026,2026_732,,Grants
665,2026,2026_736,,Grants
666,2026,2026_737,,Grants
667,2026,2026_740,,Grants
668,2026,2026_744,,Grants
669,2026,2026_747,,Grants
670,2026,2026_749,,Grants
671,2026,2026_751,,Grants
672,2026,2026_756,,Grants
673,2026,2026_758,,Grants
674,2026,2026_761,,Grants
675,2026,2026_765,,Grants
676,2026,2026_768,,Grants
677,2026,2026_769,,Grants
678,2026,2026_770,,Grants
679,2026,2026_773,,Grants
680,2026,2026_779,,Grants
681,2026,2026_782,,Grants
682,2026,2026_784,,Grants
683,2026,2026_787,,Grants
684,2026,2026_792,,Grants
685,2026,2026_793,,Grants
686,2026,2026_797,,Grants
687,2026,2026_801,,Grants
688,2026,2026_802,,Grants
689,2026,2026_804,,Grants
690,2026,2026_806,,Grants
691,2026,2026_810,,Grants
692,2026,2026_812,,Grants
693,2026,2026_815,,Grants
694,2026,2026_816,,Grants
695,2026,2026_817,,Grants
696,2026,2026_818,Service contracts,Grants
697,2026,2026_820,,Grants
698,2026,2026_821,,Grants
699,2026,2026_823,,Grants
700,2026,2026_825,,Grants
701,2026,2026_829,,Grants
702,2026,2026_835,,Grants
703,2026,2026_842,,Grants
704,2026,2026_845,,Grants
705,2026,2026_846,,Grants
706,2026,2026_854,,Grants
707,2026,2026_859,,Grants
708,2026,2026_861,,Grants
709,2026,2026_864,,Grants
710,2026,2026_870,,Grants
711,2026,2026_871,,Grants
712,2026,2026_873,,Grants
713,2026,2026_874,,Grants
714,2026,2026_875,,Grants
715,2026,2026_878,,Grants
716,2026,2026_880,,Grants
717,2026,2026_882,,Grants
718,2026,2026_883,,Grants
719,2026,2026_885,,Grants
720,2026,2026_886,,Grants
721,2026,2026_891,,Grants
722,2026,2026_892,,Grants
723,2026,2026_894,,Grants
724,2026,2026_897,,Grants
725,2026,2026_900,,Grants
726,2026,2026_901,,Grants
727,2026,2026_902,,Grants
728,2026,2026_904,,Grants
729,2026,2026_905,,Grants
730,2026,2026_906,,Grants
731,2026,2026_907,,Grants
732,2026,2026_909,,Grants
733,2026,2026_910,,Grants
734,2026,2026_914,,Grants
735,2026,2026_920,,Grants
736,2026,2026_929,,Grants
737,2026,2026_943,,Grants
738,2026,2026_946,,Grants
739,2026,2026_947,,Grants
740,2026,2026_949,,Grants
741,2026,2026_953,,Grants
742,2026,2026_954,,Grants
743,2026,2026_955,,Grants
744,2026,2026_959,,Grants
745,2026,2026_961,,Grants
746,2026,2026_973,,Grants
747,2026,2026_979,,Grants
748,2026,2026_981,,Grants
749,2026,2026_982,,Grants
750,2026,2026_992,,Grants
751,2026,2026_1000,,Grants
752,2026,2026_1002,,Grants
753,2026,2026_1004,,Grants
754,2026,2026_1008,,Grants
755,2026,2026_1012,,Grants
756,2026,2026_1014,,Grants
757,2026,2026_1015,,Grants
758,2026,2026_1016,,Grants
759,2026,2026_1017,,Grants
760,2026,2026_1018,,Grants
761,2026,2026_1019,,Grants
762,2026,2026_1023,,Grants
763,2026,2026_1024,,Grants
764,2026,2026_1028,,Grants
765,2026,2026_1029,,Grants
766,2026,2026_1030,,Grants
767,2026,2026_1031,,Grants
768,2026,2026_1034,,Grants
769,2026,2026_1036,,Grants
770,2026,2026_1038,,Grants
771,2026,2026_1042,,Grants
772,2026,2026_1043,,Grants
773,2026,2026_1044,,Grants
774,2026,2026_1045,,Grants
775,2026,2026_1046,,Grants
776,2026,2026_1047,,Grants
777,2026,2026_1048,,Grants
778,2026,2026_1052,,Grants
779,2026,2026_1055,,Grants
780,2026,2026_1065,,Grants
781,2026,2026_1068,,Grants
782,2026,2026_1069,,Grants
783,2026,2026_1075,,Grants
784,2026,2026_1077,,Grants
785,2026,2026_1079,,Grants
786,2026,2026_1080,,Grants
787,2026,2026_1082,,Grants
788,2026,2026_1085,,Grants
789,2026,2026_1086,,Grants
790,2026,2026_1091,,Grants
791,2026,2026_1093,,Grants
792,2026,2026_1094,,Grants
793,2026,2026_1103,,Grants
794,2026,2026_1106,,Grants
795,2026,2026_1109,,Grants
796,2026,2026_1110,,Grants
797,2026,2026_1112,,Grants
798,2026,2026_1114,,Grants
799,2026,2026_1115,,Grants
800,2026,2026_1117,,Grants
801,2026,2026_1118,,Grants
802,2026,2026_1126,,Grants
803,2026,2026_1127,,Grants
804,2026,2026_1128,,Grants
805,2026,2026_1129,,Grants
806,2026,2026_1130,,Grants
807,2026,2026_1131,,Grants
808,2026,2026_1132,,Grants
809,2026,2026_1134,,Grants
810,2026,2026_1135,,Grants
811,2026,2026_1138,,Grants
812,2026,2026_1142,,Grants
813,2026,2026_1143,,Grants
814,2026,2026_1144,,Grants
815,2026,2026_1145,,Grants
816,2026,2026_1148,,Grants
817,2026,2026_1149,,Grants
818,2026,2026_1151,,Grants
819,2026,2026_1152,,Grants
820,2026,2026_1153,,Grants
821,2026,2026_1154,,Grants
822,2026,2026_1155,,Grants
823,2026,2026_1157,,Grants
824,2026,2026_1159,,Grants
825,2026,2026_1162,,Grants
826,2026,2026_5,,I volunteer my time
827,2026,2026_10,,I volunteer my time
828,2026,2026_19,,I volunteer my time
829,2026,2026_24,,I volunteer my time
830,2026,2026_44,,I volunteer my time
831,2026,2026_66,,I volunteer my time
832,2026,2026_83,,I volunteer my time
833,2026,2026_84,,I volunteer my time
834,2026,2026_95,,I volunteer my time
835,2026,2026_102,,I volunteer my time
836,2026,2026_105,,I volunteer my time
837,2026,2026_108,,I volunteer my time
838,2026,2026_115,,I volunteer my time
839,2026,2026_116,,I volunteer my time
840,2026,2026_128,,I volunteer my time
841,2026,2026_133,,I volunteer my time
842,2026,2026_136,Some additional work is paid for through self-employment,I volunteer my time
843,2026,2026_142,,I volunteer my time
844,2026,2026_168,,I volunteer my time
845,2026,2026_170,,I volunteer my time
846,2026,2026_187,,I volunteer my time
847,2026,2026_191,,I volunteer my time
848,2026,2026_200,,I volunteer my time
849,2026,2026_202,,I volunteer my time
850,2026,2026_205,,I volunteer my time
851,2026,2026_210,,I volunteer my time
852,2026,2026_218,,I volunteer my time
853,2026,2026_223,,I volunteer my time
854,2026,2026_232,,I volunteer my time
855,2026,2026_239,,I volunteer my time
856,2026,2026_249,,I volunteer my time
857,2026,2026_253,,I volunteer my time
858,2026,2026_259,,I volunteer my time
859,2026,2026_263,,I volunteer my time
860,2026,2026_268,,I volunteer my time
861,2026,2026_271,,I volunteer my time
862,2026,2026_272,,I volunteer my time
863,2026,2026_282,,I volunteer my time
864,2026,2026_284,,I volunteer my time
865,2026,2026_292,,I volunteer my time
866,2026,2026_302,,I volunteer my time
867,2026,2026_313,,I volunteer my time
868,2026,2026_328,,I volunteer my time
869,2026,2026_340,,I volunteer my time
870,2026,2026_351,,I volunteer my time
871,2026,2026_352,,I volunteer my time
872,2026,2026_359,,I volunteer my time
873,2026,2026_366,,I volunteer my time
874,2026,2026_377,,I volunteer my time
875,2026,2026_387,,I volunteer my time
876,2026,2026_390,,I volunteer my time
877,2026,2026_397,,I volunteer my time
878,2026,2026_403,,I volunteer my time
879,2026,2026_415,,I volunteer my time
880,2026,2026_431,,I volunteer my time
881,2026,2026_436,,I volunteer my time
882,2026,2026_437,,I volunteer my time
883,2026,2026_445,,I volunteer my time
884,2026,2026_458,,I volunteer my time
885,2026,2026_459,,I volunteer my time
886,2026,2026_470,,I volunteer my time
887,2026,2026_479,,I volunteer my time
888,2026,2026_481,,I volunteer my time
889,2026,2026_483,,I volunteer my time
890,2026,2026_488,,I volunteer my time
891,2026,2026_501,,I volunteer my time
892,2026,2026_510,,I volunteer my time
893,2026,2026_531,,I volunteer my time
894,2026,2026_537,,I volunteer my time
895,2026,2026_549,,I volunteer my time
896,2026,2026_562,,I volunteer my time
897,2026,2026_603,,I volunteer my time
898,2026,2026_622,,I volunteer my time
899,2026,2026_624,,I volunteer my time
900,2026,2026_628,,I volunteer my time
901,2026,2026_629,,I volunteer my time
902,2026,2026_645,,I volunteer my time
903,2026,2026_653,,I volunteer my time
904,2026,2026_655,,I volunteer my time
905,2026,2026_662,,I volunteer my time
906,2026,2026_664,,I volunteer my time
907,2026,2026_666,,I volunteer my time
908,2026,2026_690,,I volunteer my time
909,2026,2026_697,,I volunteer my time
910,2026,2026_700,,I volunteer my time
911,2026,2026_704,,I volunteer my time
912,2026,2026_711,Private philanthropy,I volunteer my time
913,2026,2026_731,,I volunteer my time
914,2026,2026_736,,I volunteer my time
915,2026,2026_744,,I volunteer my time
916,2026,2026_750,,I volunteer my time
917,2026,2026_756,,I volunteer my time
918,2026,2026_775,,I volunteer my time
919,2026,2026_788,,I volunteer my time
920,2026,2026_797,,I volunteer my time
921,2026,2026_806,,I volunteer my time
922,2026,2026_811,,I volunteer my time
923,2026,2026_817,,I volunteer my time
924,2026,2026_818,Service contracts,I volunteer my time
925,2026,2026_825,,I volunteer my time
926,2026,2026_836,,I volunteer my time
927,2026,2026_846,,I volunteer my time
928,2026,2026_857,,I volunteer my time
929,2026,2026_866,,I volunteer my time
930,2026,2026_877,,I volunteer my time
931,2026,2026_884,,I volunteer my time
932,2026,2026_891,,I volunteer my time
933,2026,2026_895,,I volunteer my time
934,2026,2026_896,,I volunteer my time
935,2026,2026_900,,I volunteer my time
936,2026,2026_905,,I volunteer my time
937,2026,2026_909,,I volunteer my time
938,2026,2026_975,,I volunteer my time
939,2026,2026_986,,I volunteer my time
940,2026,2026_991,,I volunteer my time
941,2026,2026_992,,I volunteer my time
942,2026,2026_1000,,I volunteer my time
943,2026,2026_1001,,I volunteer my time
944,2026,2026_1018,,I volunteer my time
945,2026,2026_1056,,I volunteer my time
946,2026,2026_1065,,I volunteer my time
947,2026,2026_1075,,I volunteer my time
948,2026,2026_1093,,I volunteer my time
949,2026,2026_1121,,I volunteer my time
950,2026,2026_1131,,I volunteer my time
951,2026,2026_1133,,I volunteer my time
952,2026,2026_1142,,I volunteer my time
953,2026,2026_1154,,I volunteer my time
954,2026,2026_1156,,I volunteer my time
955,2026,2026_1161,,I volunteer my time
956,2026,2026_9,,Industry support
957,2026,2026_34,,Industry support
958,2026,2026_40,,Industry support
959,2026,2026_81,,Industry support
960,2026,2026_108,,Industry support
961,2026,2026_109,,Industry support
962,2026,2026_117,,Industry support
963,2026,2026_119,,Industry support
964,2026,2026_264,,Industry support
965,2026,2026_268,,Industry support
966,2026,2026_281,,Industry support
967,2026,2026_285,,Industry support
968,2026,2026_363,,Industry support
969,2026,2026_385,,Industry support
970,2026,2026_413,,Industry support
971,2026,2026_414,,Industry support
972,2026,2026_455,,Industry support
973,2026,2026_588,,Industry support
974,2026,2026_603,,Industry support
975,2026,2026_612,,Industry support
976,2026,2026_629,,Industry support
977,2026,2026_683,,Industry support
978,2026,2026_688,,Industry support
979,2026,2026_736,,Industry support
980,2026,2026_746,,Industry support
981,2026,2026_761,,Industry support
982,2026,2026_804,,Industry support
983,2026,2026_806,,Industry support
984,2026,2026_818,Service contracts,Industry support
985,2026,2026_822,,Industry support
986,2026,2026_845,,Industry support
987,2026,2026_893,,Industry support
988,2026,2026_973,,Industry support
989,2026,2026_1014,,Industry support
990,2026,2026_5,,Consulting &amp; services
991,2026,2026_10,,Consulting &amp; services
992,2026,2026_18,,Consulting &amp; services
993,2026,2026_34,,Consulting &amp; services
994,2026,2026_41,Subscriptions,Consulting &amp; services
995,2026,2026_90,,Consulting &amp; services
996,2026,2026_108,,Consulting &amp; services
997,2026,2026_132,european projects,Consulting &amp; services
998,2026,2026_206,,Consulting &amp; services
999,2026,2026_244,,Consulting &amp; services
1000,2026,2026_296,,Consulting &amp; services
1001,2026,2026_352,,Consulting &amp; services
1002,2026,2026_363,,Consulting &amp; services
1003,2026,2026_437,,Consulting &amp; services
1004,2026,2026_445,,Consulting &amp; services
1005,2026,2026_481,,Consulting &amp; services
1006,2026,2026_484,,Consulting &amp; services
1007,2026,2026_498,,Consulting &amp; services
1008,2026,2026_534,,Consulting &amp; services
1009,2026,2026_545,,Consulting &amp; services
1010,2026,2026_549,,Consulting &amp; services
1011,2026,2026_590,,Consulting &amp; services
1012,2026,2026_603,,Consulting &amp; services
1013,2026,2026_672,,Consulting &amp; services
1014,2026,2026_674,,Consulting &amp; services
1015,2026,2026_711,Private philanthropy,Consulting &amp; services
1016,2026,2026_732,,Consulting &amp; services
1017,2026,2026_736,,Consulting &amp; services
1018,2026,2026_758,,Consulting &amp; services
1019,2026,2026_806,,Consulting &amp; services
1020,2026,2026_816,,Consulting &amp; services
1021,2026,2026_818,Service contracts,Consulting &amp; services
1022,2026,2026_819,,Consulting &amp; services
1023,2026,2026_823,,Consulting &amp; services
1024,2026,2026_845,,Consulting &amp; services
1025,2026,2026_856,,Consulting &amp; services
1026,2026,2026_874,,Consulting &amp; services
1027,2026,2026_877,,Consulting &amp; services
1028,2026,2026_905,,Consulting &amp; services
1029,2026,2026_910,,Consulting &amp; services
1030,2026,2026_968,,Consulting &amp; services
1031,2026,2026_986,,Consulting &amp; services
1032,2026,2026_1018,,Consulting &amp; services
1033,2026,2026_1038,,Consulting &amp; services
1034,2026,2026_1042,,Consulting &amp; services
1035,2026,2026_1047,,Consulting &amp; services
1036,2026,2026_1058,,Consulting &amp; services
1037,2026,2026_1110,,Consulting &amp; services
1038,2026,2026_1117,,Consulting &amp; services
1039,2026,2026_1125,,Consulting &amp; services
1040,2026,2026_1131,,Consulting &amp; services
1041,2026,2026_1135,,Consulting &amp; services
1042,2026,2026_1148,,Consulting &amp; services
1043,2026,2026_1154,,Consulting &amp; services
1044,2026,2026_1155,,Consulting &amp; services
1045,2026,2026_40,,Foundations &amp; consortiums
1046,2026,2026_54,,Foundations &amp; consortiums
1047,2026,2026_108,,Foundations &amp; consortiums
1048,2026,2026_135,,Foundations &amp; consortiums
1049,2026,2026_259,,Foundations &amp; consortiums
1050,2026,2026_281,,Foundations &amp; consortiums
1051,2026,2026_284,,Foundations &amp; consortiums
1052,2026,2026_307,,Foundations &amp; consortiums
1053,2026,2026_311,,Foundations &amp; consortiums
1054,2026,2026_363,,Foundations &amp; consortiums
1055,2026,2026_405,,Foundations &amp; consortiums
1056,2026,2026_413,,Foundations &amp; consortiums
1057,2026,2026_467,,Foundations &amp; consortiums
1058,2026,2026_504,,Foundations &amp; consortiums
1059,2026,2026_512,,Foundations &amp; consortiums
1060,2026,2026_516,"national funding, supposed to become institutional over the next years",Foundations &amp; consortiums
1061,2026,2026_539,,Foundations &amp; consortiums
1062,2026,2026_549,,Foundations &amp; consortiums
1063,2026,2026_558,,Foundations &amp; consortiums
1064,2026,2026_571,,Foundations &amp; consortiums
1065,2026,2026_589,,Foundations &amp; consortiums
1066,2026,2026_711,Private philanthropy,Foundations &amp; consortiums
1067,2026,2026_736,,Foundations &amp; consortiums
1068,2026,2026_761,,Foundations &amp; consortiums
1069,2026,2026_762,,Foundations &amp; consortiums
1070,2026,2026_804,,Foundations &amp; consortiums
1071,2026,2026_850,,Foundations &amp; consortiums
1072,2026,2026_886,,Foundations &amp; consortiums
1073,2026,2026_905,,Foundations &amp; consortiums
1074,2026,2026_1048,,Foundations &amp; consortiums
1075,2026,2026_1073,,Foundations &amp; consortiums
1076,2026,2026_1079,,Foundations &amp; consortiums
1077,2026,2026_1085,,Foundations &amp; consortiums
1078,2026,2026_1092,,Foundations &amp; consortiums
1079,2026,2026_1131,,Foundations &amp; consortiums
1080,2026,2026_1138,,Foundations &amp; consortiums
1081,2026,2026_1140,,Foundations &amp; consortiums
1082,2026,2026_1143,,Foundations &amp; consortiums
1083,2026,2026_17,,Venture Capital
1084,2026,2026_218,,Venture Capital
1085,2026,2026_582,,Venture Capital
1086,2026,2026_588,,Venture Capital
1087,2026,2026_822,,Venture Capital
