,Year_0,row_id,proj6zaf_0
0,2018,2018_0,github
1,2018,2018_0,gitlab
2,2018,2018_1,github
3,2018,2018_1,bitbucket
6,2018,2018_4,github
7,2018,2018_5,gitlab
8,2018,2018_5,bitbucket
10,2018,2018_7,bitbucket
11,2018,2018_7,google drive
14,2018,2018_10,github
15,2018,2018_11,github
16,2018,2018_11,gitlab
17,2018,2018_11,bitbucket
18,2018,2018_11,slack
19,2018,2018_11,trello
20,2018,2018_12,github
21,2018,2018_13,gitlab
22,2018,2018_14,github
23,2018,2018_14,gitlab
24,2018,2018_15,github
25,2018,2018_16,github
26,2018,2018_16,travisci
27,2018,2018_16,appveyor
28,2018,2018_16,email
29,2018,2018_16,readthedocs
30,2018,2018_17,github
31,2018,2018_18,github
33,2018,2018_20,github
34,2018,2018_20,bitbucket
35,2018,2018_21,jira
36,2018,2018_21,stash 
37,2018,2018_21,or bitbucket for enterprise
39,2018,2018_21,bitbucket
40,2018,2018_21,github
43,2018,2018_23,bitbucket 
46,2018,2018_23,github
47,2018,2018_24,github
48,2018,2018_24,bitbucket
49,2018,2018_25,github
50,2018,2018_26,github
51,2018,2018_27,bitbucket
52,2018,2018_27,jira micromanagement suite
53,2018,2018_28,github
54,2018,2018_29,github
55,2018,2018_29,trello
56,2018,2018_29,gitlab
57,2018,2018_30,bitbucket
58,2018,2018_30,github
59,2018,2018_30,gitlab
63,2018,2018_34,github
64,2018,2018_35,gitlab
65,2018,2018_35,github
66,2018,2018_36,github
67,2018,2018_36,jira
68,2018,2018_36,confluence
69,2018,2018_37,gitlab
70,2018,2018_37,github
71,2018,2018_38,github
72,2018,2018_38,gitlab
73,2018,2018_39,github
74,2018,2018_39,university installation of gitlab
76,2018,2018_41,github
77,2018,2018_41,travis
78,2018,2018_42,jira
79,2018,2018_42,confluence
80,2018,2018_42,bitbucket
81,2018,2018_42,github
82,2018,2018_42,sharepoint
83,2018,2018_43,bitbucket
87,2018,2018_47,github
88,2018,2018_47,slack
91,2018,2018_50,github
94,2018,2018_52,github
95,2018,2018_52,gitlab
96,2018,2018_52,cran
97,2018,2018_52,bioconductor
98,2018,2018_52,ctan
101,2018,2018_55,github
102,2018,2018_55,slack
103,2018,2018_55,floobits
107,2018,2018_58,github
108,2018,2018_58,indico
109,2018,2018_58,zenhub
110,2018,2018_58,redmine
112,2018,2018_59,bitbucket
113,2018,2018_60,github
114,2018,2018_60,gitlab
115,2018,2018_61,github
116,2018,2018_62,github
117,2018,2018_62,gitlab
118,2018,2018_62,slack
119,2018,2018_63,github
120,2018,2018_63,slack
121,2018,2018_63,discourse
124,2018,2018_66,github
125,2018,2018_67,github
126,2018,2018_67,bitbucket
127,2018,2018_67,collaboratory
131,2018,2018_71,bitbucket
132,2018,2018_71,github
133,2018,2018_71,eclipse
134,2018,2018_72,gitlab
135,2018,2018_73,github
136,2018,2018_73,enterprise jira
137,2018,2018_73,bitbucket
138,2018,2018_73,confluence
139,2018,2018_73,bitbucket cloud
142,2018,2018_76,jira
143,2018,2018_76,confluence
144,2018,2018_76,bitbucket
145,2018,2018_76,github
146,2018,2018_76,sourceforge
147,2018,2018_77,github mainly
148,2018,2018_77,also bitbucket
149,2018,2018_77,gitlab
150,2018,2018_78,bitbucket
151,2018,2018_78,github
152,2018,2018_78,anaconda
153,2018,2018_78,pypi
154,2018,2018_79,gitlab for internal software
157,2018,2018_81,bitbucket
158,2018,2018_81,jira
159,2018,2018_82,github
160,2018,2018_82,bitbucket
161,2018,2018_83,github
162,2018,2018_83,slack
163,2018,2018_84,github
164,2018,2018_85,github
165,2018,2018_85,stack overflow
166,2018,2018_85,slack
168,2018,2018_87,github
170,2018,2018_89,github
171,2018,2018_90,github
173,2018,2018_92,github/gitlab
174,2018,2018_93,github
175,2018,2018_93,bitbucket
176,2018,2018_93,overleaf
177,2018,2018_93,dropbox
178,2018,2018_93,google drive
179,2018,2018_94,github
180,2018,2018_94,bitbucket
182,2018,2018_96,github
183,2018,2018_96,bitbucket
184,2018,2018_96,cran
185,2018,2018_96,bioconductor
