,Year_0,row_id,proj6zaf_0
186,2018,2018_97,github
187,2018,2018_98,github
188,2018,2018_99,github
189,2018,2018_100,gitlab github
190,2018,2018_101,github
191,2018,2018_101,slack
192,2018,2018_101,gitter for communication
193,2018,2018_102,github
194,2018,2018_103,bitbucket
195,2018,2018_103,slack
196,2018,2018_103,github
200,2018,2018_107,docker git
202,2018,2018_109,outlook
203,2018,2018_109,slack
204,2018,2018_109,confluence
205,2018,2018_109,google docs
206,2018,2018_109,onedrive
207,2018,2018_110,sharedlatex
208,2018,2018_110,teamviewer
209,2018,2018_111,github
210,2018,2018_112,github
212,2018,2018_114,github
213,2018,2018_114,bitbucket
214,2018,2018_115,github
215,2018,2018_115,bitbucket
216,2018,2018_116,github
217,2018,2018_117,github
218,2018,2018_117,bitbucket
220,2018,2018_119,github
221,2018,2018_119,waffle
222,2018,2018_119,redmond
223,2018,2018_119,jira
224,2018,2018_119,gitlab
226,2018,2018_120,gitlab
227,2018,2018_121,github
228,2018,2018_121,bitbucket
230,2018,2018_121,google docs
231,2018,2018_121,slack
232,2018,2018_121,travisci
233,2018,2018_121,dockerhub
234,2018,2018_121,anaconda cloud
235,2018,2018_122,gitlab
236,2018,2018_122,github
238,2018,2018_124,github
239,2018,2018_125,github
240,2018,2018_125,gitlab
242,2018,2018_127,github
243,2018,2018_127,gitlab
244,2018,2018_128,github
245,2018,2018_128,gitlab
246,2018,2018_129,gitlab
247,2018,2018_129,github
248,2018,2018_129,jira
249,2018,2018_129,redmine
250,2018,2018_129,dokuwiki
251,2018,2018_129,etherpads
252,2018,2018_130,github
253,2018,2018_130,bitbucket
255,2018,2018_131,github
257,2018,2018_131,university gitlab instance
258,2018,2018_131,trello
259,2018,2018_131,slack
262,2018,2018_133,github gitlab
263,2018,2018_134,github
264,2018,2018_134,bitbucket
265,2018,2018_134,asana
266,2018,2018_134,google docs
267,2018,2018_134,pivotal tracker
268,2018,2018_135,github
269,2018,2018_135,bitbucket
270,2018,2018_136,bitbucket
271,2018,2018_136,github
272,2018,2018_136,basecamp
273,2018,2018_136,jira
274,2018,2018_136,google docs
275,2018,2018_136,slack
276,2018,2018_136,office 365
278,2018,2018_137,github
279,2018,2018_138,github
280,2018,2018_139,github
281,2018,2018_140,bitbucket
282,2018,2018_140,github
284,2018,2018_142,github
285,2018,2018_142,bitbucket
286,2018,2018_142,assembla
289,2018,2018_145,slack
290,2018,2018_145,github
291,2018,2018_145,bitbucket
292,2018,2018_145,jira
293,2018,2018_146,github
294,2018,2018_146,trello
295,2018,2018_146,confluence
296,2018,2018_146,bluejeans
297,2018,2018_146,travis
299,2018,2018_148,gitlab
305,2018,2018_154,github
306,2018,2018_154,bitbucket
307,2018,2018_154,slack
308,2018,2018_155,github
309,2018,2018_155,wikis
310,2018,2018_156,activecollab
311,2018,2018_156,google drive
312,2018,2018_156,github
314,2018,2018_158,bitbucket
315,2018,2018_158,github
317,2018,2018_160,slack
318,2018,2018_160,travisci
319,2018,2018_160,jira
320,2018,2018_160,confluence
321,2018,2018_160,visimeet
322,2018,2018_160,google docs
323,2018,2018_160,trello
326,2018,2018_162,slack
327,2018,2018_162,trello
328,2018,2018_162,github
329,2018,2018_163,github
330,2018,2018_164,gitlab
331,2018,2018_164,github
332,2018,2018_164,slack
333,2018,2018_165,gitter
334,2018,2018_165,github
335,2018,2018_166,gitlab
336,2018,2018_167,github
337,2018,2018_168,slack
339,2018,2018_170,github
341,2018,2018_172,github
342,2018,2018_172,cerns gitlab
343,2018,2018_173,github
344,2018,2018_173,azure devops
345,2018,2018_174,github
346,2018,2018_175,github
347,2018,2018_175,gitlab
348,2018,2018_176,github
349,2018,2018_176,github pages
351,2018,2018_178,github
352,2018,2018_178,bitbucket
353,2018,2018_179,teams
354,2018,2018_179,github
355,2018,2018_179,azure devops / vsts
357,2018,2018_181,gitlab
358,2018,2018_181,github
359,2018,2018_182,gitlab
360,2018,2018_183,stack exchange
361,2018,2018_184,github
362,2018,2018_184,bitbucket
363,2018,2018_185,gitlab
364,2018,2018_186,wiki
365,2018,2018_187,github
366,2018,2018_187,jira
367,2018,2018_187,confluence
368,2018,2018_188,pycharm
369,2018,2018_188,google docs
370,2018,2018_188,sharelatex
371,2018,2018_188,pynn
372,2018,2018_189,bitbucket
373,2018,2018_189,github
374,2018,2018_189,travis
375,2018,2018_189,slack
378,2018,2018_192,github
379,2018,2018_192,twiki
381,2018,2018_194,github
383,2018,2018_196,github
384,2018,2018_196,gitlab
385,2018,2018_196,bitbucket
386,2018,2018_196,overleaf
389,2018,2018_199,slack
390,2018,2018_199,google docs
391,2018,2018_199,google hangout
392,2018,2018_199,github
393,2018,2018_199,bitbucket
394,2018,2018_200,gitlab
395,2018,2018_201,github
396,2018,2018_202,google docs
397,2018,2018_203,github
398,2018,2018_204,slack
399,2018,2018_204,gsuite
400,2018,2018_204,activcollab
401,2018,2018_204,github
402,2018,2018_205,bitbucket
403,2018,2018_205,github
405,2018,2018_207,bitbucket
406,2018,2018_208,slack
407,2018,2018_208,trello
411,2018,2018_212,github
412,2018,2018_212,trello
413,2018,2018_212,jira
414,2018,2018_213,github
415,2018,2018_213,gitlab
416,2018,2018_213,bitbucket
417,2018,2018_214,github
418,2018,2018_215,github
419,2018,2018_215,gitlab
420,2018,2018_216,jira
421,2018,2018_217,slack
422,2018,2018_218,github
423,2018,2018_218,slack
424,2018,2018_219,github
425,2018,2018_219,trello slack
426,2018,2018_219,bitbucket
427,2018,2018_219,hipchat
428,2018,2018_219,jira
431,2018,2018_222,slack
432,2018,2018_222,trello
433,2018,2018_222,bitbucket
435,2018,2018_224,github
436,2018,2018_224,bitbucket
437,2018,2018_224,gitlab
439,2018,2018_226,github
440,2018,2018_226,gitlab
441,2018,2018_226, altassian confluence
442,2018,2018_226, jisc vscene
443,2018,2018_226,blackboard collaborate
444,2018,2018_226,google hangouts
445,2018,2018_227,slack
446,2018,2018_227,github
447,2018,2018_227,trello
448,2018,2018_227,glasscubes
449,2018,2018_227,google docs
450,2018,2018_228,github
452,2018,2018_230,github
453,2018,2018_230,bitbucket
454,2018,2018_231,asana
455,2018,2018_231,skype
457,2018,2018_232,github
458,2018,2018_233,github
459,2018,2018_233,bitbucket
460,2018,2018_234,github
461,2018,2018_234,gitlab
462,2018,2018_234,bitbucket
463,2018,2018_235,github
464,2018,2018_235,activecollab
465,2018,2018_235,slack
466,2018,2018_236,slack
467,2018,2018_236,discord
468,2018,2018_236,sharelatex
469,2018,2018_236,google drive/docs
472,2018,2018_239,none
473,2018,2018_240,google drive
474,2018,2018_240,active collab
475,2018,2018_240,github
477,2018,2018_242,slack
478,2018,2018_242,github
479,2018,2018_242,gitlab
480,2018,2018_242,google hangouts
481,2018,2018_243,github 
482,2018,2018_243, bitbucket
483,2018,2018_244,jira
484,2018,2018_244,google docs
485,2018,2018_244,github
486,2018,2018_245,github
487,2018,2018_246,github
488,2018,2018_246,travis ci
489,2018,2018_246,coveralls
491,2018,2018_246,zenodo
492,2018,2018_246,bitbucket
493,2018,2018_246,mediawiki
494,2018,2018_247,bitbucket
495,2018,2018_248,github
496,2018,2018_249,bitbucket
497,2018,2018_249,jira
498,2018,2018_249,confluence
499,2018,2018_250,github
500,2018,2018_250,gitlab
501,2018,2018_250,redmine
502,2018,2018_250,cran
503,2018,2018_250,zenodo
505,2018,2018_252,github
507,2018,2018_254,github
508,2018,2018_255,github
509,2018,2018_256,github
510,2018,2018_257,slack
511,2018,2018_257,github
512,2018,2018_257,gitlab
513,2018,2018_257,bitbucet
514,2018,2018_258,github for software
515,2018,2018_258,overleaf for papers
516,2018,2018_259,github
517,2018,2018_260,bitbucket
518,2018,2018_260,github
519,2018,2018_260,gitlab
523,2018,2018_264,github
525,2018,2018_266,bitbucket
527,2018,2018_268,github
528,2018,2018_269,microsoft teams
529,2018,2018_269,vsts
530,2018,2018_270,trello
531,2018,2018_270,github
532,2018,2018_270,google drive
533,2018,2018_271,gitlab
534,2018,2018_271,github
535,2018,2018_272,bitbucket
536,2018,2018_273,gitlab
537,2018,2018_273,ccpforge
538,2018,2018_274,github
539,2018,2018_274,docker hub
540,2018,2018_274,slack
541,2018,2018_274,npm
542,2018,2018_275,github
543,2018,2018_275,slack
544,2018,2018_275,skype
545,2018,2018_275,travis
546,2018,2018_275,code climate
547,2018,2018_275,coveralls
548,2018,2018_276,sourceforge
549,2018,2018_276,github
553,2018,2018_280,github
555,2018,2018_282,bitbucket
556,2018,2018_282,github
559,2018,2018_285,github
560,2018,2018_286,gitlab
561,2018,2018_286,bitbucket
562,2018,2018_287,slack
563,2018,2018_287,git
564,2018,2018_288,gitlab
565,2018,2018_288,gtihub
566,2018,2018_289,github
567,2018,2018_289,gitlab
568,2018,2018_290,github
569,2018,2018_290,bitbucket
570,2018,2018_291,github
571,2018,2018_291,gitlab
572,2018,2018_292,github
573,2018,2018_293,github
574,2018,2018_294,github
575,2018,2018_295,github
576,2018,2018_296,gitlab
578,2018,2018_298,github
579,2018,2018_298,gitlab
580,2018,2018_299,ms azure
581,2018,2018_299,git
582,2018,2018_299,wordpress plugins
583,2018,2018_299,openproject
585,2018,2018_301,github
586,2018,2018_302,github
587,2018,2018_302,travis
588,2018,2018_302,sourceforge
590,2018,2018_304,git
591,2018,2018_305,gitlab
592,2018,2018_305,github
593,2018,2018_306,github
594,2018,2018_306,bitbucket
595,2018,2018_307,github
596,2018,2018_307,pivotaltracker
597,2018,2018_307,slack
598,2018,2018_307,gitlab
601,2018,2018_310,github
602,2018,2018_310,bitbucket
603,2018,2018_310,gitlab
604,2018,2018_311,gitlab
605,2018,2018_311,slack
607,2018,2018_312,github
608,2018,2018_312,bitbucket
610,2018,2018_314,github
613,2018,2018_317,bitbucket
614,2018,2018_317,buildkite
616,2018,2018_319,github
617,2018,2018_319,bitbucket
618,2018,2018_319,assembla
619,2018,2018_320,github
620,2018,2018_320,slack
621,2018,2018_320,trello
622,2018,2018_320,ms teams
623,2018,2018_321,slack
624,2018,2018_321,trello
625,2018,2018_321,gitlab
626,2018,2018_321,github
627,2018,2018_322,github
628,2018,2018_323,github
629,2018,2018_323,bitbucket
630,2018,2018_323,gitlab
631,2018,2018_324,github
632,2018,2018_324,gitlab
633,2018,2018_325,github
634,2018,2018_325,vsts
636,2018,2018_327,github
637,2018,2018_328,github
638,2018,2018_328,jenkins
639,2018,2018_329,github
640,2018,2018_329,slack
641,2018,2018_329,circleci
642,2018,2018_330,github
643,2018,2018_330,gitlab
644,2018,2018_330,sourceforge
645,2018,2018_330,bitbucket
646,2018,2018_331,github
647,2018,2018_331,gitlab
648,2018,2018_331,bitbucket
649,2018,2018_332,trac
653,2018,2018_335,internal gitlab server
654,2018,2018_336,github
658,2018,2018_340,github
660,2018,2018_342,hepforge
661,2018,2018_342,github
662,2018,2018_343,github
663,2018,2018_344,github
664,2018,2018_345,github
665,2018,2018_345,docker
666,2018,2018_345,readthedocs
667,2018,2018_345,travisci
668,2018,2018_345,zenodo
670,2018,2018_347,git
671,2018,2018_348,root
672,2018,2018_348,boost
673,2018,2018_349,github
677,2018,2018_352,bitbucket
684,2018,2018_359,overleaf
685,2018,2018_360,atlassian bitbucket
686,2018,2018_361,github
687,2018,2018_361,gitlab
688,2018,2018_362,github
691,2018,2018_365,github
692,2018,2018_365,bitbucket
693,2018,2018_366,overleaf
694,2018,2018_366,github
695,2018,2018_366,bitbucket
696,2018,2018_367,jira
697,2018,2018_367,confluence wiki
699,2018,2018_369,github
700,2018,2018_370,github
702,2018,2018_372,slack
703,2018,2018_372,github
705,2018,2018_374,github
706,2018,2018_375,github
707,2018,2018_375,gitlab
708,2018,2018_375,jira
709,2018,2018_376,github
710,2018,2018_376,trac
711,2018,2018_376,docker repo
712,2018,2018_377,github
713,2018,2018_378,sourceforge
714,2018,2018_378,github
715,2018,2018_378,slack
716,2018,2018_378,pivotal
717,2018,2018_378,pypi
718,2018,2018_378,anaconda cloud
719,2018,2018_378,obs
720,2018,2018_379,github npm jira trello
721,2018,2018_380,github
723,2018,2018_382,jedi 
724,2018,2018_382,visual
725,2018,2018_382, component library;
726,2018,2018_383,github
727,2018,2018_383,gitlab
728,2018,2018_384,mailing lists/gitlab/github
729,2018,2018_385,github
730,2018,2018_385,gitlab
731,2018,2018_386,github
732,2018,2018_387,bitbucket
733,2018,2018_387,github
734,2018,2018_387,trello
738,2018,2018_391,github
739,2018,2018_391,gitlab
740,2018,2018_392,trac
741,2018,2018_392,bitbucket
742,2018,2018_392,github
743,2018,2018_393,wiki
744,2018,2018_393,redmine
745,2018,2018_394,gitlab
746,2018,2018_394,github
749,2018,2018_397,jira
750,2018,2018_397,gitlab
751,2018,2018_398,github
752,2018,2018_399,github
753,2018,2018_400,github
754,2018,2018_400,gitlab
755,2018,2018_401,redmine
756,2018,2018_401,gitlab
757,2018,2018_401,github
758,2018,2018_401,gitea
759,2018,2018_402,none
762,2018,2018_404,gitlab
763,2018,2018_404,github
765,2018,2018_406,phabricator
768,2018,2018_409,github
770,2018,2018_411,git
771,2018,2018_411,slack
772,2018,2018_412,gitlab
773,2018,2018_413,github
774,2018,2018_413,gitlab
775,2018,2018_414,gitlab
776,2018,2018_414,github
777,2018,2018_415,trello
782,2018,2018_420,github
783,2018,2018_420,travis ci
784,2018,2018_420,coveralls
785,2018,2018_421,gitlab
786,2018,2018_421,npm
787,2018,2018_421,github
788,2018,2018_422,git
789,2018,2018_423,github
790,2018,2018_423,gitlab
793,2018,2018_426,github
794,2018,2018_426,trello
795,2018,2018_426,wordpress
796,2018,2018_426,onenote
797,2018,2018_427,github
798,2018,2018_427,bitbucket
799,2018,2018_427,gitup
800,2018,2018_428,github
804,2018,2018_432,eigen
805,2018,2018_433,gitlab
806,2018,2018_433,github
807,2018,2018_433,overleaf
808,2018,2018_434,gitlab
809,2018,2018_434,nextcloud
810,2018,2018_435,github
811,2018,2018_435,atom teletype
812,2018,2018_436,github
815,2018,2018_439,redmine
816,2018,2018_440,github
817,2018,2018_440,trac
818,2018,2018_440,slack
819,2018,2018_441,github
820,2018,2018_442,gitlab
821,2018,2018_443,gitlab
822,2018,2018_443,github
823,2018,2018_443,pypy
824,2018,2018_443,npm
825,2018,2018_444,phabricator
826,2018,2018_445,gitlab
830,2018,2018_449,github
831,2018,2018_449,gitlab
834,2018,2018_452,github
835,2018,2018_452,bitbucket
836,2018,2018_452,slack
840,2018,2018_456,google docs
841,2018,2018_456,google sheets
842,2018,2018_457,github
843,2018,2018_457,gitlab
844,2018,2018_458,github
845,2018,2018_458,jira
846,2018,2018_459,github
847,2018,2018_460,gitlab
848,2018,2018_460,github
849,2018,2018_460,atlassian suite 
850,2018,2018_460,jira
851,2018,2018_460,confluence
852,2018,2018_460,bitbucket
856,2018,2018_463,stackoverflow
863,2018,2018_470,gitlab
865,2018,2018_472,github
866,2018,2018_472,bitbucket
867,2018,2018_472,sourceforge
868,2018,2018_472,bioconductor
869,2018,2018_473,github
870,2018,2018_474,git
875,2018,2018_479,github
876,2018,2018_480,gitlab
877,2018,2018_480,gerrit
879,2018,2018_482,gitlab
881,2018,2018_484,keine
882,2018,2018_484,da behördeninterne projekte
883,2018,2018_485,gitlab
884,2018,2018_485,github
887,2018,2018_488,gitlab
891,2018,2018_492,github
892,2018,2018_493,gitlab
893,2018,2018_493,github
894,2018,2018_493,bitbucket
896,2018,2018_495,trello
897,2018,2018_496,github
899,2018,2018_498,github
900,2018,2018_498,gitlab
901,2018,2018_499,github
905,2018,2018_503,gitlab
907,2018,2018_505,phabricator
908,2018,2018_505,mediawiki
909,2018,2018_505,github
910,2018,2018_505,confluence
911,2018,2018_505,mailingliste
912,2018,2018_506,github
914,2018,2018_508,gitlab
919,2018,2018_513,gitlab
920,2018,2018_513,github
921,2018,2018_513,bitbucket
922,2018,2018_514,keine
924,2018,2018_516,github
925,2018,2018_517,github
926,2018,2018_517,gitlab
928,2018,2018_519,github
929,2018,2018_519,gitlab
931,2018,2018_521,osgeo repos
935,2018,2018_525,github
936,2018,2018_526,gitlab
937,2018,2018_526,github
941,2018,2018_530,github
942,2018,2018_531,github
943,2018,2018_532,git
945,2018,2018_534,atom teletype
946,2018,2018_534,github
947,2018,2018_534,sourceforge
948,2018,2018_534,gitlab
950,2018,2018_536,github
951,2018,2018_536,bitbucket
952,2018,2018_537,gitlab
953,2018,2018_537,github
954,2018,2018_538,python
955,2018,2018_538,numpy
957,2018,2018_540,gitlab
959,2018,2018_542,github
960,2018,2018_542,gitlab
961,2018,2018_542,bitbucket
962,2018,2018_543,gitlab
963,2018,2018_543,github
964,2018,2018_544,github
965,2018,2018_544,gitlab
967,2018,2018_544,jenkins
968,2018,2018_544,openproject
969,2018,2018_545,gitlab
970,2018,2018_546,github
973,2018,2018_549,gitlab
978,2018,2018_554,github
979,2018,2018_554,trello
980,2018,2018_555,github
982,2018,2018_556,trello
983,2018,2018_556,gitlab
984,2018,2018_556,slack
985,2018,2018_557,github
987,2018,2018_559,keine
988,2018,2018_560,gitea
989,2018,2018_560,drone ci
990,2018,2018_560,wekan
991,2018,2018_561,gitlab
992,2018,2018_562,gitlab
996,2018,2018_566,github
997,2018,2018_567,github
998,2018,2018_567,gitlab
1000,2018,2018_567,jira
1001,2018,2018_567,confluence
1002,2018,2018_567,foswiki
1003,2018,2018_567,redmine
1004,2018,2018_567,otrs
1005,2018,2018_567,wekan
1006,2018,2018_567,dokuwiki
1007,2018,2018_567,nextcloud
1008,2018,2018_567,jenkins
1009,2018,2018_567,boinc
1010,2018,2018_567,python
1011,2018,2018_567,rubygems
1012,2018,2018_567,rails
1013,2018,2018_567,solr
1014,2018,2018_567,qt
1015,2018,2018_567,atom
1016,2018,2018_567,koha
1017,2018,2018_567,debian
1021,2018,2018_571,opencv
1022,2018,2018_571,wxwidgets
1023,2018,2018_572,none
1025,2018,2018_574,jira
1026,2018,2018_574,gitlab
1027,2018,2018_574,bugzilla
1028,2018,2018_574,confluence
1029,2018,2018_575,github
1030,2018,2018_575,travis ci
1031,2018,2018_575,readthedocs
1032,2018,2018_575,docker hub
1034,2018,2018_577,stackexchange
1035,2018,2018_577,google
1036,2018,2018_577,github
1037,2018,2018_578,gitlab
1038,2018,2018_578,github
1040,2018,2018_580,gitlab
1041,2018,2018_580,github
1042,2018,2018_580,slack
1043,2018,2018_580,trello
1047,2018,2018_584,tfs
1048,2018,2018_584,gitlab
1049,2018,2018_584,github
1054,2018,2018_589,gitlab
1055,2018,2018_589,github
1057,2018,2018_589,cran
1058,2018,2018_590,gitlab
1059,2018,2018_590,github
1061,2018,2018_592,gitlab
1065,2018,2018_596,github
1066,2018,2018_597,git
1073,2018,2018_604,gitlab
1077,2018,2018_608,git
1078,2018,2018_609,github
1079,2018,2018_609,bitbucket
1080,2018,2018_609,googledocs
1081,2018,2018_610,gitlab
1085,2018,2018_614,gitlab
1087,2018,2018_616,gitlab
1089,2018,2018_618,gitlab
1090,2018,2018_619,github
1091,2018,2018_619,university's gitlab
1092,2018,2018_619,stack exchange
1093,2018,2018_620,gitlab
1094,2018,2018_621,gitlab
1096,2018,2018_623,github
1097,2018,2018_623,gitlab
1098,2018,2018_623,etherpad
1099,2018,2018_623,slack
1100,2018,2018_623,google docs
1102,2018,2018_624,github
1103,2018,2018_625,github
1104,2018,2018_625,stackexchange
1107,2018,2018_628,gitlab
1109,2018,2018_630,github
1110,2018,2018_631,github
1111,2018,2018_631,gitlab
1112,2018,2018_631,bitbucket
1113,2018,2018_632,github
1114,2018,2018_632,bitbucket
1115,2018,2018_633,gitlab
1116,2018,2018_633,tortoisemerge
1117,2018,2018_633,git
1118,2018,2018_634,github
1119,2018,2018_635,gitlab wikis
1120,2018,2018_636,trac
1121,2018,2018_636,gitlab
1122,2018,2018_636,slack
1123,2018,2018_637,gitea
1124,2018,2018_638,github
1125,2018,2018_639,gitlab
1126,2018,2018_640,github
1127,2018,2018_640,gitlab
1129,2018,2018_641,sharelatex für dokumentation der software
1130,2018,2018_641,mathematische open source pakete 
1131,2018,2018_641,petsc
1132,2018,2018_641,sympy
1133,2018,2018_641,numpy 
1136,2018,2018_642,gitlab
1137,2018,2018_642,github
1138,2018,2018_643,slack
1139,2018,2018_644,github
1141,2018,2018_646,github
1142,2018,2018_646,trello
1143,2018,2018_647,github
1144,2018,2018_647,bitbucket
1145,2018,2018_647,gitlab
1146,2018,2018_648,github
1147,2018,2018_648,bitbucket
1148,2018,2018_649,github
1153,2018,2018_654,github
1154,2018,2018_655,github
1155,2018,2018_655,bitbucket
1156,2018,2018_655,zoom
1157,2018,2018_656,github
1158,2018,2018_657,slack
1159,2018,2018_657,teams
1161,2018,2018_659,github
1163,2018,2018_661,github
1164,2018,2018_662,github
1165,2018,2018_662,gitlab
1169,2018,2018_665,github
1170,2018,2018_666,github
1171,2018,2018_667,bitbucket
1172,2018,2018_667,github
1173,2018,2018_667,gitlab
1174,2018,2018_668,jira
1175,2018,2018_668,confluence
1176,2018,2018_668,bit bucket
1177,2018,2018_668,github
1178,2018,2018_668,research software portal
1179,2018,2018_669,github
1180,2018,2018_670,gnu
1181,2018,2018_670,anaconda
1183,2018,2018_672,github
1184,2018,2018_672,travis ci
1185,2018,2018_672,figshare
1186,2018,2018_673,gitlab
1187,2018,2018_674,keine
1191,2018,2018_678,github
1193,2018,2018_680,github
1194,2018,2018_681,git
1195,2018,2018_682,github
1196,2018,2018_683,github
1197,2018,2018_683,jira
1198,2018,2018_683,slack
1199,2018,2018_684,bitbucket
1200,2018,2018_684,github
1202,2018,2018_684,slack
1203,2018,2018_684,travisci
1205,2018,2018_685,github
1206,2018,2018_685,gitlab
1207,2018,2018_685,coverty scan
1208,2018,2018_685,codecov
1209,2018,2018_685,jenkins
1210,2018,2018_685,rundeck
1211,2018,2018_685,docker
1212,2018,2018_685,vmware
1213,2018,2018_685,woboq
1214,2018,2018_685,doxygen
1215,2018,2018_685,codacy
1216,2018,2018_686,github
1217,2018,2018_687,github
1218,2018,2018_687,gitlab
1219,2018,2018_687,bitbucket
1220,2018,2018_688,github
1221,2018,2018_688,bitbucket
1222,2018,2018_688,assembla
1223,2018,2018_689,github
1224,2018,2018_690,github
1225,2018,2018_691,github
1226,2018,2018_692,google hangout
1227,2018,2018_692,github
1228,2018,2018_693,bitbucket
1229,2018,2018_693,github
1231,2018,2018_695,github
1232,2018,2018_695,bitbucket
1233,2018,2018_696,gsuite
1234,2018,2018_696,zoom
1235,2018,2018_696,github
1236,2018,2018_696,gitlab
1237,2018,2018_696,bitbucket
1239,2018,2018_697,github
1241,2018,2018_699,github
1243,2018,2018_701,github
1244,2018,2018_701,dockerhub
1245,2018,2018_701,cyverse
1246,2018,2018_702,github
1248,2018,2018_704,github
1249,2018,2018_705,github
1250,2018,2018_705,gitlab
1251,2018,2018_706,github
1253,2018,2018_708,slack
1254,2018,2018_708,git
1255,2018,2018_709,github
1258,2018,2018_712,jira
1259,2018,2018_712,gitlab
1260,2018,2018_712,svn
1261,2018,2018_712,wiki
1262,2018,2018_713,github
1263,2018,2018_713,skype
1264,2018,2018_714,github
1267,2018,2018_717,github
1268,2018,2018_717,bit bucket
1269,2018,2018_717,skype
1270,2018,2018_717,google hangout
1271,2018,2018_717,dropbox
1272,2018,2018_718,bitbucket
1273,2018,2018_718,slack
1274,2018,2018_719,github
1275,2018,2018_719,gitlab
1276,2018,2018_719,conan
1277,2018,2018_719,artifactory
1278,2018,2018_719,jenkins
1280,2018,2018_721,github
1281,2018,2018_721,docker hub
1282,2018,2018_722,github
1283,2018,2018_722,gitlab
1285,2018,2018_724,github
1286,2018,2018_725,github
1290,2018,2018_729,github
1291,2018,2018_729,cran
1293,2018,2018_731,github
1294,2018,2018_731,bitbucket
