,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
127,12/09/2018 16:01,Germany,True,"Final secondary-school examinations, general qualification for university entrance",Computer Science,,False,4,True,9.0,7,1 (None at all),2,2,2,8,1 (None at all),2,3,2,Max Planck Society,Full Time,Fixed term -- funded by Institution core funding,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Applied Sciences,Opportunity to develop software,Freedom to choose own working practices,Flexible working hours,Desire to work in a research environment,Ability to work across disciplines,Same researcher(s),False,Named as co-author,False,,4.0,1.0,,,1.0,False,True,False,True,False,,4,6,5,"MPDL DOI Service, Zenodo",True,False,False,True,False,False,"Github, Gitlab",0.0,RDM workshop,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,7,3,Strongly Agree,Disagree,Neither agree or disagree,3,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly disagree,Neither agree or disagree,Strongly disagree,Strongly Agree,True,,,,,,,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,"testing, pattern usage",2018,2018_127
128,12/09/2018 17:36,United States,True,Masters Degree,Mathematics,,False,5 - Mostly other people,True,9.0,4,1 (None at all),3,3,1 (None at all),2,1 (None at all),3,8,1 (None at all),National laboratory,Full Time,Permanent -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private company,Opportunity for career advancement,The salary,Flexible working hours,Freedom to choose own working practices,I want to learn new skills,Same researcher(s),False,Named as co-author,True,SIAM CSE,4.0,12.0,,,2.0,False,False,False,True,False,,8,1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,"GitHub, GitLab",1.0,"The Carpentries, local in-house training",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,4,4,Disagree,Disagree,Strongly disagree,6,Agree,Agree,Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Agree,False,True,True,False,True,True,True,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Primarily self-taught,True,How to go about funding a good idea at a national lab when it's not scientific in nature.  How to build refactoring into a research software workflow.  How to use the force so I could convince people to do the right thing.,2018,2018_128
129,13/09/2018 01:14,Germany,True,PhD,Philosophy,,False,2,True,25.0,7,6,8,2,7,8,8,4,4,4,Max Planck Society,Part-time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Opportunity to develop software,Ability to work across disciplines,I want to learn new skills,Freedom to choose own working practices,Desire to work in a research environment,Regularly change researcher(s),False,Acknowledged in the main text,True,"DH2016, DHd2018",5.0,1.0,,,1.0,False,True,True,True,False,,9,9,9,Zenodo,True,False,True,True,False,False,"gitlab, github, jira, redmine, dokuwiki, etherpads",4.0,"Summer School, Interest Group",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,9,Agree,Strongly Agree,Disagree,1 (None at all),Strongly disagree,Neither agree or disagree,Strongly Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,True,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,"nicht-wissenschaftliche SE; Nebenaktivitäten auf einer Stelle, die eine digitale Edition erarbeitet hat.",True,"UX/UI Design, Projektplanung",2018,2018_129
130,13/09/2018 06:02,Australia,True,AQF 10 - Doctoral Degree,02 Physical Sciences,,False,2,True,25.0,5,3,3,1 (None at all),2,5,4,2,1 (None at all),2,Non-profit organization,Full Time,Fixed term -- funded by Institution core funding,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University,Ability to work across disciplines,Desire to advance research,Freedom to choose own working practices,I want to learn new skills,Opportunity to develop software,Regularly change researcher(s),True,Named as co-author,,,3.0,1.0,,,1.0,False,False,True,False,False,,8,10 (All the time),4,,True,False,False,True,False,False,"github, bitbucket, ad-hoc solutions",2.0,local workshops,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,8,9,Agree,Strongly Agree,Disagree,4,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Disagree,,Agree,,,,,,,,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Industry,True,small and agile project management,2018,2018_130
131,13/09/2018 08:11,Germany,True,Masters Degree,Computer Science,,False,2,True,7.0,5,8,2,3,2,6,6,2,2,2,University,Full Time,Fixed term -- funded by project funds,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Freedom to choose own working practices,Opportunity for career advancement,Desire to advance research,Ability to work across disciplines,Opportunity to develop software,Same researcher(s),False,Named as co-author,True,"useR!, EGU, C4RR, DASPOS",,1.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),7,Zenodo,True,False,False,True,False,False,"GitHub, GitLab.com, university GitLab instance, Trello, Slack, Mattermost",2.0,"local university training, conference workshops",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,9,8,Strongly Agree,Agree,Agree,3,Disagree,Neither agree or disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,True,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,"degree in computer science, selft-taught, open source contributions, conducting research & development",True,"project management, Go (programming language), C++ (programming language)",2018,2018_131
132,13/09/2018 10:19,Germany,True,Masters Degree,Computer Science,,False,1,False,4.0,3,4,3,1 (None at all),1 (None at all),5,5,3,1 (None at all),1 (None at all),Helmholtz Association of German Research Centres,Full Time,Permanent -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,I want to learn new skills,Ability to work across disciplines,Freedom to choose own working practices,Desire to advance research,Desire to work in a research environment,Regularly change researcher(s),True,Not mentioned at all,False,,3.0,1.0,,,1.0,False,True,False,False,False,,8,1 (None at all),1 (None at all),,False,False,False,True,False,False,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Agree,Agree,2,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,False,True,True,True,False,False,False,Windows,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_132
133,13/09/2018 10:46,United Kingdom,True,PhD,General Engineering,Doctorate,True,1,True,27.0,8,6,4,4,4,9,7,4,3,5,University,Full Time,Permanent -- funded by Institution core funding,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Ability to work across disciplines,Opportunity to develop software,Freedom to choose own working practices,Flexible working hours,"Different researchers, same research group",False,Named as co-author,False,,4.0,2.0,,,1.0,False,False,False,True,False,,7,7,1 (None at all),,What is ORCID?,False,False,True,False,False,Github GitLab,4.0,Customised to needs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,9,8,Strongly Agree,Strongly Agree,Agree,3,Disagree,Strongly disagree,Strongly Agree,Neither agree or disagree,Agree,Agree,,True,,,,,,,GNU/Linux,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,,,,,,,,humility,True,Training skills,2018,2018_133
134,13/09/2018 10:46,Ireland,True,Masters Degree,Business & Management Studies,,False,3,True,10.0,5,2,2,3,2,5,2,3,2,3,University,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private company,Desire to work in a research environment,The salary,Desire to advance research,Freedom to choose own working practices,I want to learn new skills,Regularly change researcher(s),False,Named as co-author,True,Multiple. Largest was ADHO's DH2018,10.0,1.0,0.0,True,1.0,False,True,True,True,False,No formal methodology,5,1 (None at all),1 (None at all),,True,False,False,True,False,False,"Github, Bitbucket, Asana, Google Docs, Pivotal Tracker",1.0,Local university training,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,7,6,Agree,Agree,Disagree,3,Neither agree or disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Disagree,False,True,True,True,True,True,True,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,University / Self-taught,True,Agile development methodologies. User Experience Design. Python development for geo-spatial applications,2018,2018_134
135,13/09/2018 10:47,United Kingdom,True,PhD,Biological Sciences,,False,3,True,5.0,4,5,2,2,2,5,5,2,3,2,University,Full Time,Permanent -- funded by Institution core funding,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private company,Freedom to choose own working practices,Desire to work in a research environment,Opportunity to develop software,I want to learn new skills,Ability to work across disciplines,Regularly change researcher(s),False,Named as co-author,True,Various parasitology conferences (software is genomics database for eukaryotic parasites),1.0,35.0,,,10.0,True,False,False,False,False,,5,10 (All the time),5,Zenodo,True,False,True,True,False,False,"GitHub, BitBucket",3.0,"Local University training, teaching on MSc, Wellcome Genome Campus Advanced Courses",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,6,6,Neither agree or disagree,Strongly Agree,Neither agree or disagree,7,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,"MSc in bioinformatics (after PhD), self-directed learning, workshops",True,"I would like to improve my maths, have a broader understanding of basic computer science (my background is biology) and have more time to write code in",2018,2018_135
136,13/09/2018 10:47,United Kingdom,True,Undergraduate degree,Computer Science,Accredited SCRUM master,False,5 - Mostly other people,True,19.0,7,2,2,1 (None at all),3,9,2,1 (None at all),1 (None at all),1 (None at all),University,Full Time,Permanent -- funded by project funds,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Desire to work in a research environment,Opportunity to develop software,Desire to advance research,The salary,Flexible working hours,Regularly change researcher(s),True,Named as co-author,False,,2.0,1.0,,,1.0,False,False,False,True,False,,3,1 (None at all),2,DataCite,What is ORCID?,False,False,True,False,False,"Bitbucket, Github, Basecamp, JIRA, Google Docs, Slack, Office 365,",1.0,Python workshops/tutorial,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,7,8,Strongly Agree,Agree,Agree,6,Neither agree or disagree,Disagree,Strongly Agree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,True,,,,,,,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,"Degree, commercial experience, self taught, paid and free courses",True,"Mobile development, R, better data visualisation skills",2018,2018_136
137,13/09/2018 10:49,United Kingdom,True,PhD,Biological Sciences,,False,5 - Mostly other people,True,20.0,8,3,2,5,6,8,4,2,4,5,Non-profit organization,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-profit organization,Opportunity for career advancement,The salary,Desire to work in a research environment,Opportunity to develop software,Flexible working hours,Regularly change researcher(s),True,Acknowledged in the main text,True,,3.0,3.0,,,2.0,False,False,False,True,False,,10 (All the time),10 (All the time),10 (All the time),Zenodo,True,False,False,True,False,False,GitHub,3.0,"The Carpentries, Galaxy Training Network",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Agree,Agree,3,,Strongly disagree,Strongly Agree,Disagree,Neither agree or disagree,Disagree,Agree,True,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,True,,2018,2018_137
138,13/09/2018 10:49,United Kingdom,True,Masters Degree,Electrical & Electronic Engineering,,False,5 - Mostly other people,True,15.0,7,3,1 (None at all),2,3,,2,1 (None at all),2,2,University,Full Time,Permanent -- funded by Institution core funding,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Desire to work in a research environment,Flexible working hours,Opportunity to develop software,Desire to advance research,Freedom to choose own working practices,Same researcher(s),False,Named as main author,True,BOSC2018,3.0,5.0,,,4.0,False,False,False,False,False,,10 (All the time),4,4,,False,False,False,True,False,False,github,8.0,conference training,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,5,4,Agree,Agree,Neither agree or disagree,5,Disagree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,False,True,True,True,True,False,False,GNU/Linux,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_138
