,Year_0,row_id,ukrse3_0,skill2_0
1349,2018,2018_489,but having many management tasks and sometimes coding,classes about how to make software more re-useable and FAIR
1350,2018,2018_489,do not have formal training,management + communication
1351,2018,2018_489,do not have formal training,classes about how to make software more re-useable and FAIR
1352,2018,2018_489,university,management + communication
1353,2018,2018_489,university,classes about how to make software more re-useable and FAIR
1354,2018,2018_490,self-taught,
1355,2018,2018_491,at my current position,Deeper knowlegde of Python
1356,2018,2018_491,self-taught,Deeper knowlegde of Python
1357,2018,2018_491,learning from others in the team,Deeper knowlegde of Python
1358,2018,2018_491,at my current position,Study more mathematical models
1359,2018,2018_491,self-taught,Study more mathematical models
1360,2018,2018_491,learning from others in the team,Study more mathematical models
1361,2018,2018_491,at my current position,knowledge in parallel computing on clusters
1362,2018,2018_491,self-taught,knowledge in parallel computing on clusters
1363,2018,2018_491,learning from others in the team,knowledge in parallel computing on clusters
1364,2018,2018_492,studium,Standards verbreiten
1365,2018,2018_492,whk-tätigkeit,Standards verbreiten
1366,2018,2018_492,forschungsprojekte,Standards verbreiten
1367,2018,2018_492,studium,State-of-the-art Python 
1368,2018,2018_492,studium,C 
1369,2018,2018_492,studium,C++ 
1370,2018,2018_492,studium,R in der Wissenschaft lehren
1371,2018,2018_492,whk-tätigkeit,State-of-the-art Python 
1372,2018,2018_492,whk-tätigkeit,C 
1373,2018,2018_492,whk-tätigkeit,C++ 
1374,2018,2018_492,whk-tätigkeit,R in der Wissenschaft lehren
1375,2018,2018_492,forschungsprojekte,State-of-the-art Python 
1376,2018,2018_492,forschungsprojekte,C 
1377,2018,2018_492,forschungsprojekte,C++ 
1378,2018,2018_492,forschungsprojekte,R in der Wissenschaft lehren
1379,2018,2018_492,studium,DFG-Gutachter verstehen
1380,2018,2018_492,whk-tätigkeit,DFG-Gutachter verstehen
1381,2018,2018_492,forschungsprojekte,DFG-Gutachter verstehen
1382,2018,2018_493,fortbildungen (hlrs stuttgart,Testing
1383,2018,2018_493,prace),Testing
1384,2018,2018_493,fortbildungen (hlrs stuttgart,Open Source Koordination
1385,2018,2018_493,prace),Open Source Koordination
1386,2018,2018_493,fortbildungen (hlrs stuttgart,High-Performance Computing
1387,2018,2018_493,prace),High-Performance Computing
1388,2018,2018_494,autodidaktisch,bessere Codekommentierung (vereinfachung der Kommunikation mit anderen)
1389,2018,2018_495,studium,Agiles Programmieren
1390,2018,2018_495,selbsterlernt,Agiles Programmieren
1391,2018,2018_495,studium,Machine Learning Algorithmen
1392,2018,2018_495,selbsterlernt,Machine Learning Algorithmen
1393,2018,2018_496,universität,
1394,2018,2018_497,direktes verwenden,
1395,2018,2018_498,selbststudium,Unit testing
1396,2018,2018_498,selbststudium,Teamleitung
1397,2018,2018_499,self-taught,Documentation
1398,2018,2018_499,university,Documentation
1399,2018,2018_499,self-taught,Python
1400,2018,2018_499,university,Python
1401,2018,2018_499,self-taught,writing manual
1402,2018,2018_499,university,writing manual
1406,2018,2018_503,lesen von fachbüchern,Arbeiten in größeren Teams (>3 Personen)
1407,2018,2018_503,self-taught,Arbeiten in größeren Teams (>3 Personen)
1408,2018,2018_503,learning by doing,Arbeiten in größeren Teams (>3 Personen)
1409,2018,2018_503,austausch mit kollegen,Arbeiten in größeren Teams (>3 Personen)
1410,2018,2018_503,mitarbeit an open source projekten,Arbeiten in größeren Teams (>3 Personen)
1411,2018,2018_503,lesen von fachbüchern,Webentwicklung
1412,2018,2018_503,self-taught,Webentwicklung
1413,2018,2018_503,learning by doing,Webentwicklung
1414,2018,2018_503,austausch mit kollegen,Webentwicklung
1415,2018,2018_503,mitarbeit an open source projekten,Webentwicklung
1416,2018,2018_503,lesen von fachbüchern,Javascript
1417,2018,2018_503,self-taught,Javascript
1418,2018,2018_503,learning by doing,Javascript
1419,2018,2018_503,austausch mit kollegen,Javascript
1420,2018,2018_503,mitarbeit an open source projekten,Javascript
1422,2018,2018_505,autodidakt,
1423,2018,2018_505,studium und berufserfahrung,
1426,2018,2018_508,learning by doing (failing),Projektorganisation
1427,2018,2018_508,learning by doing (failing),schneller von der Idee zum lauffähigen Programm zu kommen
1428,2018,2018_509,studium,
1429,2018,2018_509,selbststudium,
1431,2018,2018_511,self-taught,
1432,2018,2018_512,zum großteil autodidaktisch,
1433,2018,2018_512,self-taught,
1435,2018,2018_514,selbst angeeignet,Programmieren zu können
1436,2018,2018_514,dienstherr hat kein geld für externe/interne fortbildung oder e-learning in bezug auf programmierung/oracle sql,Programmieren zu können
1437,2018,2018_514,selbst angeeignet,"Projektmanagement,"
1438,2018,2018_514,dienstherr hat kein geld für externe/interne fortbildung oder e-learning in bezug auf programmierung/oracle sql,"Projektmanagement,"
1440,2018,2018_516,nun: übung.  und lesen.,
1442,2018,2018_518,selt-taught,project management
1443,2018,2018_519,university,machine learning
1444,2018,2018_519,university,time management
1445,2018,2018_519,university,stress management
1446,2018,2018_520,try and error,Codeoptimierung
1447,2018,2018_520,self-taught,Codeoptimierung
1448,2018,2018_520,google,Codeoptimierung
1449,2018,2018_520,self-taught,Codeoptimierung
1450,2018,2018_520,try and error,Codegeneralität
1451,2018,2018_520,self-taught,Codegeneralität
1452,2018,2018_520,google,Codegeneralität
1453,2018,2018_520,self-taught,Codegeneralität
1454,2018,2018_520,try and error,Compiling
1455,2018,2018_520,self-taught,Compiling
1456,2018,2018_520,google,Compiling
1457,2018,2018_520,self-taught,Compiling
1458,2018,2018_521,job,OOP
1459,2018,2018_521,job,OOA
1460,2018,2018_521,job,ITIL
1461,2018,2018_522,labview,grundlegendes Wissen über die funtkionsweise von Hardware
1462,2018,2018_522,matlab,grundlegendes Wissen über die funtkionsweise von Hardware
1463,2018,2018_522,mathcad aus der uni,grundlegendes Wissen über die funtkionsweise von Hardware
1464,2018,2018_522,c,grundlegendes Wissen über die funtkionsweise von Hardware
1465,2018,2018_522,c++,grundlegendes Wissen über die funtkionsweise von Hardware
1466,2018,2018_522,python aus der anpassung von skripten für den privaten gebrauch unter linux,grundlegendes Wissen über die funtkionsweise von Hardware
1467,2018,2018_522,labview,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1468,2018,2018_522,matlab,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1469,2018,2018_522,mathcad aus der uni,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1470,2018,2018_522,c,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1471,2018,2018_522,c++,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1472,2018,2018_522,python aus der anpassung von skripten für den privaten gebrauch unter linux,speziell der Schritt von Lochkarten-Rechnern zu modernen Computern
1473,2018,2018_522,labview,Frontend Programmierung
1474,2018,2018_522,matlab,Frontend Programmierung
1475,2018,2018_522,mathcad aus der uni,Frontend Programmierung
1476,2018,2018_522,c,Frontend Programmierung
1477,2018,2018_522,c++,Frontend Programmierung
1478,2018,2018_522,python aus der anpassung von skripten für den privaten gebrauch unter linux,Frontend Programmierung
1479,2018,2018_522,labview,Verknüpfung von Frontend und Backend
1480,2018,2018_522,matlab,Verknüpfung von Frontend und Backend
1481,2018,2018_522,mathcad aus der uni,Verknüpfung von Frontend und Backend
1482,2018,2018_522,c,Verknüpfung von Frontend und Backend
1483,2018,2018_522,c++,Verknüpfung von Frontend und Backend
1484,2018,2018_522,python aus der anpassung von skripten für den privaten gebrauch unter linux,Verknüpfung von Frontend und Backend
1485,2018,2018_523,self-taught,Though i am using shell script for basic analysis but I am very much interested in learning shell script and assembly language
1487,2018,2018_525,self-taught,
1488,2018,2018_526,self-taught,
1491,2018,2018_529,self-taught,
1492,2018,2018_530,job,Machine learning
1493,2018,2018_530,job,derivative calculus
1494,2018,2018_530,job,NWP and its related necessary physics and stats
1495,2018,2018_531,universitätsstudium,Softwaretest
1496,2018,2018_531,selbststudium,Softwaretest
1497,2018,2018_531,learning-by-doing,Softwaretest
1498,2018,2018_531,universitätsstudium,Machine-learning
1499,2018,2018_531,selbststudium,Machine-learning
1500,2018,2018_531,learning-by-doing,Machine-learning
1501,2018,2018_531,universitätsstudium,Computer Vision
1502,2018,2018_531,selbststudium,Computer Vision
1503,2018,2018_531,learning-by-doing,Computer Vision
1504,2018,2018_532,self-taught,
1506,2018,2018_534,autodidakt,Unit Testing
1507,2018,2018_534,universitätskurse,Unit Testing
1508,2018,2018_534,autodidakt,Continuous Integration
1509,2018,2018_534,universitätskurse,Continuous Integration
1510,2018,2018_534,autodidakt,GPU Programming
1511,2018,2018_534,universitätskurse,GPU Programming
1513,2018,2018_536,eingeninitiative,Parallelisierung
1514,2018,2018_536,self-taught,Parallelisierung
1515,2018,2018_536,eingeninitiative,CUDA-C
1516,2018,2018_536,self-taught,CUDA-C
1517,2018,2018_536,eingeninitiative,Agile Methoden
1518,2018,2018_536,self-taught,Agile Methoden
1519,2018,2018_537,studium,Projektmanagement
1520,2018,2018_537,promitionszeit,Projektmanagement
1521,2018,2018_537,forschungsprojekte,Projektmanagement
1522,2018,2018_537,industrieprojekte,Projektmanagement
1523,2018,2018_537,studium,Architektur-Design
1524,2018,2018_537,promitionszeit,Architektur-Design
1525,2018,2018_537,forschungsprojekte,Architektur-Design
1526,2018,2018_537,industrieprojekte,Architektur-Design
1527,2018,2018_537,studium,Architektur-Review
1528,2018,2018_537,promitionszeit,Architektur-Review
1529,2018,2018_537,forschungsprojekte,Architektur-Review
1530,2018,2018_537,industrieprojekte,Architektur-Review
1531,2018,2018_538,eigenstudium,
1532,2018,2018_539,selbststudium,
1533,2018,2018_540,"selbststudium,freizeit",CI
1534,2018,2018_540,"selbststudium,freizeit","CD,Projektmanagement"
1536,2018,2018_542,studium und hobby,Tieferes mathematisches Verständnis
1537,2018,2018_542,studium und hobby,"Kollaborationsstrukturen,"
1540,2018,2018_545,studium physik und informatik,Softskills
1541,2018,2018_545,studium physik und informatik,Multitasking
1542,2018,2018_546,self-taught,Project Management
1543,2018,2018_546,self-taught,Testing
1544,2018,2018_546,self-taught,Performance Critical Programming (i.e GPU
1545,2018,2018_546,self-taught,TPU)
1546,2018,2018_547,universitäres studium,Systematische Testmethoden
1547,2018,2018_547,selbststudium,Systematische Testmethoden
1549,2018,2018_549,sprints,
1550,2018,2018_549,job,
1552,2018,2018_551,,Benutzerrechte
1553,2018,2018_551,,Cloud
1554,2018,2018_551,,Sicherheit
1556,2018,2018_553,university,New programming languages (i.e. Rust)
1557,2018,2018_553,university,GPU processing
1558,2018,2018_553,university,deep learning
1559,2018,2018_554,self-taught,Testing
1560,2018,2018_554,interne weiterbildungen,Testing
1561,2018,2018_554,learning by doing,Testing
1562,2018,2018_554,self-taught,Versionierung
1563,2018,2018_554,interne weiterbildungen,Versionierung
1564,2018,2018_554,learning by doing,Versionierung
1565,2018,2018_554,self-taught,Big Data
1566,2018,2018_554,interne weiterbildungen,Big Data
1567,2018,2018_554,learning by doing,Big Data
1568,2018,2018_555,by doing it,testing SW
1569,2018,2018_555,by doing it,efficient communication
1570,2018,2018_555,by doing it,software design patterns
1571,2018,2018_556,autodidakt,TDD
1572,2018,2018_557,selbststudium,Versionsverwaltung
1573,2018,2018_557,selbststudium,Objektorientierung
1574,2018,2018_557,selbststudium,Mikroprozessor-Schnittstellen
1576,2018,2018_559,selbststudium + vorlesungen,
1577,2018,2018_560,carolo-cup / hobby / studium,Die Fähigkeit andere von den Konzepten des modenen Softwarengeneerings zu überzeugen (Unit Tests
1578,2018,2018_560,carolo-cup / hobby / studium,Continuous Integration
1579,2018,2018_560,carolo-cup / hobby / studium,regelmäßige Meetings
1580,2018,2018_560,carolo-cup / hobby / studium,Buildsysteme)
1581,2018,2018_561,selftaught,Machine Learning
1582,2018,2018_561,selftaught,High performance computing
1583,2018,2018_561,selftaught,computer graphics
1586,2018,2018_564,learning by doing,Grafikdesign
1588,2018,2018_566,self-taught,dealing with other persons
1589,2018,2018_567,enthusiastisches,
1590,2018,2018_567,neugieriges lernen sowie berufserfahrung,
1591,2018,2018_568,eigenständig und im austausch mit kollegen,Projektmanagement bei unikalen Teams
1592,2018,2018_568,eigenständig und im austausch mit kollegen,Versionskontrolle
1593,2018,2018_568,eigenständig und im austausch mit kollegen,interne Standards
1596,2018,2018_571,selbststudium,Softwarearchitektur
1597,2018,2018_571,selbststudium,Webtechnologies
1600,2018,2018_574,erfahrung,Usability Engineering
1601,2018,2018_574,erfahrung,"""Developer Experience"" Begriff definieren können"
1602,2018,2018_575,studium,Agile Entwicklung
1603,2018,2018_575,selbststudium,Agile Entwicklung
1604,2018,2018_575,studium,Machine Learning
1605,2018,2018_575,selbststudium,Machine Learning
1606,2018,2018_575,studium,mit C programmieren
1607,2018,2018_575,selbststudium,mit C programmieren
1609,2018,2018_577,autodidakt der viel freizeit in computerzeit konvertiert...,Wissensmanagement
1612,2018,2018_580,uni,
1613,2018,2018_580,werksstudent,
1617,2018,2018_584,by doing,real world  info about legal issues and software licences
1618,2018,2018_584,by doing,"js training,"
1619,2018,2018_585,autodidaktisch,
1623,2018,2018_589,self-taught,Testen
1624,2018,2018_589,self-taught,Virtuelle Maschinen
1625,2018,2018_590,job,
1626,2018,2018_591,hobby and certificate program,
1627,2018,2018_592,primär bücher,Work-Live Balance
1628,2018,2018_592,self-taught,Work-Live Balance
1629,2018,2018_592,selten videos - äußerst relevant: prototypen zum üben der fallstricke,Work-Live Balance
1630,2018,2018_592,primär bücher,Strukturiertes Testen in der Forschung
1631,2018,2018_592,self-taught,Strukturiertes Testen in der Forschung
1632,2018,2018_592,selten videos - äußerst relevant: prototypen zum üben der fallstricke,Strukturiertes Testen in der Forschung
1633,2018,2018_592,primär bücher,Safety & Security by Design
1634,2018,2018_592,self-taught,Safety & Security by Design
1635,2018,2018_592,selten videos - äußerst relevant: prototypen zum üben der fallstricke,Safety & Security by Design
1638,2018,2018_595,all by interest/on my own,professional programming: style
1639,2018,2018_595,learning from and participating at hackspaces,professional programming: style
1640,2018,2018_595,all by interest/on my own,tools and environments (build automation
1641,2018,2018_595,learning from and participating at hackspaces,tools and environments (build automation
1642,2018,2018_595,all by interest/on my own,tests
1643,2018,2018_595,learning from and participating at hackspaces,tests
1644,2018,2018_595,all by interest/on my own,virtualisation
1645,2018,2018_595,learning from and participating at hackspaces,virtualisation
1646,2018,2018_595,all by interest/on my own,)
1647,2018,2018_595,learning from and participating at hackspaces,)
1648,2018,2018_596,coursera,
1649,2018,2018_597,self-taught,Git for teams large teams
1650,2018,2018_597,self-taught,software integration for production system
1651,2018,2018_598,studium,
1652,2018,2018_599,,testing methodologies
1655,2018,2018_602,self-taught,
1656,2018,2018_603,learning by doing,
1657,2018,2018_603,self-taught,
1658,2018,2018_604,studium,
1659,2018,2018_604,selbst,
1660,2018,2018_605,autodidaktisch,
1661,2018,2018_606,self-taught,OOP
1662,2018,2018_606,learning through doing,OOP
1663,2018,2018_606,self-taught,Git
1664,2018,2018_606,learning through doing,Git
1665,2018,2018_606,self-taught,Marketing
1666,2018,2018_606,learning through doing,Marketing
1667,2018,2018_607,selbststudium,
1668,2018,2018_608,self-taught,Coordination d'une grande groupe des dévelopeurs avec des compétences différentes
1669,2018,2018_609,studium,SQL
1670,2018,2018_609,selbststudium mit web-ressourcen,SQL
1671,2018,2018_609,learning by doing,SQL
1672,2018,2018_609,studium,GraphQL
1673,2018,2018_609,selbststudium mit web-ressourcen,GraphQL
1674,2018,2018_609,learning by doing,GraphQL
1675,2018,2018_609,studium,Deep Learning
1676,2018,2018_609,selbststudium mit web-ressourcen,Deep Learning
1677,2018,2018_609,learning by doing,Deep Learning
1678,2018,2018_610,autodidaktisch,Aufwandsabschätzung
1679,2018,2018_610,studium,Aufwandsabschätzung
1680,2018,2018_610,autodidaktisch,Rapid Prototyping
1681,2018,2018_610,studium,Rapid Prototyping
1682,2018,2018_611,selbststudium,Computerverständnis
1683,2018,2018_611,selbststudium,gute programmiertechnische Praxis
1684,2018,2018_612,modul im studium,
1685,2018,2018_612,autodidaktisch,
1686,2018,2018_613,studium,Konzentration
1687,2018,2018_613,lehrgänge,Konzentration
1688,2018,2018_613,autodidaktisch,Konzentration
1689,2018,2018_613,studium,Analytik
1690,2018,2018_613,lehrgänge,Analytik
1691,2018,2018_613,autodidaktisch,Analytik
1692,2018,2018_613,studium,Python
1693,2018,2018_613,lehrgänge,Python
1694,2018,2018_613,autodidaktisch,Python
1695,2018,2018_614,eigenstudium,
1696,2018,2018_615,job,
1699,2018,2018_618,on the fly,documenting software architetures
1700,2018,2018_618,on the fly,team management
1701,2018,2018_618,on the fly,project management
1702,2018,2018_619,self-taught,small team management
1703,2018,2018_619,self-taught,pitching research
1704,2018,2018_619,self-taught,business ideas
1705,2018,2018_620,,UML-Modellierung
1706,2018,2018_620,,weitere Programmiersprachen (Go
1707,2018,2018_620,,Rust
1708,2018,2018_620,,Javascript)
1709,2018,2018_620,,Software-Engineering
1710,2018,2018_621,learning-by-doing,C++-Know-How
1711,2018,2018_622,university,artificial neural networks
1712,2018,2018_622,self-taught,artificial neural networks
1713,2018,2018_622,self-taught,artificial neural networks
1714,2018,2018_622,university,GPU acceleration
1715,2018,2018_622,self-taught,GPU acceleration
1716,2018,2018_622,self-taught,GPU acceleration
1717,2018,2018_623,,UX
1718,2018,2018_623,,UI Design
1719,2018,2018_623,,TDD
1720,2018,2018_623,,Zeitmanagement
1721,2018,2018_624,university,Ability to create highly efficient code
1722,2018,2018_624,university,Understanding of theoretical concepts behind atmospherical models
1723,2018,2018_624,university,"Using software solutions from other fields to solve ""my"" research problems"
1724,2018,2018_624,self-taught,Ability to create highly efficient code
1725,2018,2018_624,self-taught,Understanding of theoretical concepts behind atmospherical models
1726,2018,2018_624,self-taught,"Using software solutions from other fields to solve ""my"" research problems"
1727,2018,2018_624,self-taught,Ability to create highly efficient code
1728,2018,2018_624,self-taught,Understanding of theoretical concepts behind atmospherical models
1729,2018,2018_624,self-taught,"Using software solutions from other fields to solve ""my"" research problems"
1730,2018,2018_625,self-taught,writing good documentation
1733,2018,2018_628,anfängerkurse informatik an der uni,project management
1734,2018,2018_628,aber größtenteils selber bei gebracht,project management
1735,2018,2018_629,job,
1736,2018,2018_629,self-taught,
1737,2018,2018_630,self-taught,Mathematics
1738,2018,2018_630,self-taught,software design
1739,2018,2018_630,self-taught,GUIs
1740,2018,2018_631,self-taught,organizing research
1741,2018,2018_631,self-taught,collaboration with others
1742,2018,2018_631,self-taught,marketting existing work
1743,2018,2018_632,university,Management skills
1744,2018,2018_632,university,Management skills
1745,2018,2018_632,postdoc positions,Management skills
1746,2018,2018_633,hiwi,Datenstrukturen
1747,2018,2018_633,praktika,Datenstrukturen
1748,2018,2018_633,hiwi,Softwaremanagement
1749,2018,2018_633,praktika,Softwaremanagement
1750,2018,2018_633,hiwi,C++
1751,2018,2018_633,praktika,C++
1752,2018,2018_634,job,Kotlin
1753,2018,2018_634,job,R
1754,2018,2018_634,job,Deep learning
1755,2018,2018_635,,patience
1756,2018,2018_636,training courses at supercomputing centres,compiler construction
1757,2018,2018_636,training courses at supercomputing centres,standards in unit testing
1758,2018,2018_636,training courses at supercomputing centres,advanced version control with git
1760,2018,2018_638,university,Architecture
1761,2018,2018_638,university,Formal Systems for Testing
1762,2018,2018_638,university,Scientific Graphics
1763,2018,2018_639,self-taught,
1764,2018,2018_640,vorlesungen,CI
1765,2018,2018_640,selbststudium,CI
1766,2018,2018_640,freunde,CI
1767,2018,2018_640,vorlesungen,GPU-Programming
1768,2018,2018_640,selbststudium,GPU-Programming
1769,2018,2018_640,freunde,GPU-Programming
1770,2018,2018_640,vorlesungen,Lehre
1771,2018,2018_640,selbststudium,Lehre
1772,2018,2018_640,freunde,Lehre
1773,2018,2018_641,grundlagen in c++ im physikstudium als bewertetes pflichtfach. die überwiegende mehrheit (mehr als 90% der fertigkeiten) durch erfahrung und ausprobieren,Testgetriebene Entwicklung
1774,2018,2018_641,grundlagen in c++ im physikstudium als bewertetes pflichtfach. die überwiegende mehrheit (mehr als 90% der fertigkeiten) durch erfahrung und ausprobieren,Qualitätssicherung bei Versionssprüngen (wird beides DRINGEND benötigt
1775,2018,2018_641,grundlagen in c++ im physikstudium als bewertetes pflichtfach. die überwiegende mehrheit (mehr als 90% der fertigkeiten) durch erfahrung und ausprobieren,es fehlt Kompetenz und Zeit
1776,2018,2018_641,grundlagen in c++ im physikstudium als bewertetes pflichtfach. die überwiegende mehrheit (mehr als 90% der fertigkeiten) durch erfahrung und ausprobieren,um diese aufzubauen)
1777,2018,2018_641,grundlagen in c++ im physikstudium als bewertetes pflichtfach. die überwiegende mehrheit (mehr als 90% der fertigkeiten) durch erfahrung und ausprobieren,Parallel arbeitenden Code schreiben
1778,2018,2018_642,fachliteratur,Real time and embedded systems
1779,2018,2018_643,university,Technical writing
1780,2018,2018_643,self-taught,Technical writing
1781,2018,2018_643,university,Time management
1782,2018,2018_643,self-taught,Time management
1783,2018,2018_643,university,People skills
1784,2018,2018_643,self-taught,People skills
1785,2018,2018_644,job,
1787,2018,2018_646,self-taught,Project management
1788,2018,2018_646,job,Project management
1789,2018,2018_646,self-taught,Growing relationships with faculty
1790,2018,2018_646,job,Growing relationships with faculty
1791,2018,2018_646,self-taught,Effectively leading non-developers on development projects
1792,2018,2018_646,job,Effectively leading non-developers on development projects
1793,2018,2018_647,university,GPU programming
1794,2018,2018_647,job,GPU programming
1795,2018,2018_647,self-taught,GPU programming
1796,2018,2018_647,job,GPU programming
1797,2018,2018_648,university,Julia programming
1798,2018,2018_648,university,"deep learning,"
1801,2018,2018_651,learn on the go,
1804,2018,2018_654,self-taught,How to build an academic CV (publications etc) while maintaining a focus of software. How to publish a PhD as a RSE
1805,2018,2018_655,job,"Some non-technical ""soft"" skills like networking and leadership"
1806,2018,2018_655,also practice continuous learning and technical skill development,"Some non-technical ""soft"" skills like networking and leadership"
1807,2018,2018_655,job,and always looking to improve existing technical skills and pick up new ones.  Often need a blend of devops
1808,2018,2018_655,also practice continuous learning and technical skill development,and always looking to improve existing technical skills and pick up new ones.  Often need a blend of devops
1809,2018,2018_655,job,traditional software engineering
1810,2018,2018_655,also practice continuous learning and technical skill development,traditional software engineering
1811,2018,2018_655,job,web development skills
1812,2018,2018_655,also practice continuous learning and technical skill development,web development skills
1813,2018,2018_655,job,plus data analytics
1814,2018,2018_655,also practice continuous learning and technical skill development,plus data analytics
1815,2018,2018_655,job,machine learning
1816,2018,2018_655,also practice continuous learning and technical skill development,machine learning
1817,2018,2018_655,job,etc.
1818,2018,2018_655,also practice continuous learning and technical skill development,etc.
1819,2018,2018_656,job,Inviting new contributers
1820,2018,2018_657,self-taught,more Python
1821,2018,2018_657,university,more Python
1822,2018,2018_657,self-taught,more Open Science tools
1823,2018,2018_657,university,more Open Science tools
1824,2018,2018_657,self-taught,how to deal with old curmudgeon scientists
1825,2018,2018_657,university,how to deal with old curmudgeon scientists
1827,2018,2018_659,on my own.,Community building
1828,2018,2018_659,on my own.,project management
1829,2018,2018_659,on my own.,testing.
1830,2018,2018_660,self-taught,Big data Analytics
1831,2018,2018_660,self-taught,writing skills
1832,2018,2018_660,self-taught,econometrics
1833,2018,2018_661,university,Dissemination
1834,2018,2018_661,university,teaching
1835,2018,2018_662,job,documentation writing
1836,2018,2018_662,job,project mangement.
1837,2018,2018_663,school and research internships,Large scale software engineering
1838,2018,2018_663,school and research internships,digital signal processing
1839,2018,2018_663,school and research internships,time management
1841,2018,2018_665,self-taught,
1842,2018,2018_666,enginering school of applied mathematics and computer science,How to handle cross-operating system compatilibity. GPU programming
1843,2018,2018_666,enginering school of applied mathematics and computer science,new techniques in general. User interface development.
1844,2018,2018_667,lots of reading!,Community building
1845,2018,2018_667,lots of reading!,testing for analytics
1846,2018,2018_668,self-taught,People networking
1847,2018,2018_668,from experts and colleagues,People networking
1849,2018,2018_670,self-taught,
1851,2018,2018_672,self-taught,training in code review
1852,2018,2018_672,self-taught,training in code review
1853,2018,2018_672,tutorials,training in code review
1854,2018,2018_672,self-taught,stronger background in linear algebra + algorithms
1855,2018,2018_672,self-taught,stronger background in linear algebra + algorithms
1856,2018,2018_672,tutorials,stronger background in linear algebra + algorithms
1857,2018,2018_673,selbststudium,Clean Coding
1858,2018,2018_673,autodidakt,Clean Coding
1859,2018,2018_673,studium,Clean Coding
1860,2018,2018_673,selbststudium,Beharrlichkeit
1861,2018,2018_673,autodidakt,Beharrlichkeit
1862,2018,2018_673,studium,Beharrlichkeit
1863,2018,2018_673,selbststudium,Offenheit
1864,2018,2018_673,autodidakt,Offenheit
1865,2018,2018_673,studium,Offenheit
1866,2018,2018_674,einarbeitung,mit über 60 Jahren habe ich mir meine ich alle angeeignet
1867,2018,2018_674,eigeninteresse,mit über 60 Jahren habe ich mir meine ich alle angeeignet
1868,2018,2018_674,einarbeitung,die mir hilfreich sind
1869,2018,2018_674,eigeninteresse,die mir hilfreich sind
1870,2018,2018_675,courses,testing
1871,2018,2018_675,university,testing
1872,2018,2018_675,self-taught,testing
1873,2018,2018_675,courses,visualization
1874,2018,2018_675,university,visualization
1875,2018,2018_675,self-taught,visualization
1876,2018,2018_675,courses,versioning
1877,2018,2018_675,university,versioning
1878,2018,2018_675,self-taught,versioning
1880,2018,2018_677,self-taught,testing
1881,2018,2018_677,blogs,testing
1882,2018,2018_677,self-taught,testing
1883,2018,2018_677,self-taught,containerization
1884,2018,2018_677,blogs,containerization
1885,2018,2018_677,self-taught,containerization
1886,2018,2018_677,self-taught,interactive visualization
1887,2018,2018_677,blogs,interactive visualization
1888,2018,2018_677,self-taught,interactive visualization
1889,2018,2018_678,self-taught,
1891,2018,2018_680,self-taught,CI
1892,2018,2018_680,self-taught,MPI
1893,2018,2018_680,self-taught,CUDA
1894,2018,2018_681,university,Modern languages
1895,2018,2018_681,university,coding standards
1896,2018,2018_681,university,code sharing
1897,2018,2018_682,university,Vi
1898,2018,2018_682,practice,Vi
1899,2018,2018_682,university,"linting and overall better workflow tools,more languages and frameworks (always strive to know more)"
1900,2018,2018_682,practice,"linting and overall better workflow tools,more languages and frameworks (always strive to know more)"
1901,2018,2018_683,university,Communication with researchers
1902,2018,2018_683,university,more relevant programming languages and libraries
1903,2018,2018_683,university,knowledge of some scientific field
1904,2018,2018_684,classes,How to efficiently lead a software development team.
1905,2018,2018_684,self-taught,How to efficiently lead a software development team.
1906,2018,2018_685,self-taught,
1907,2018,2018_686,job,Jupyter notebooks
1908,2018,2018_686,job,cloud computing
1909,2018,2018_686,job,Bayesian analysis
1910,2018,2018_687,job,Machine learning
1911,2018,2018_687,job,Mentoring Junior Engineers
1912,2018,2018_687,job,Presenation
1913,2018,2018_688,reading other people's code,Automated testing
1914,2018,2018_688,searching,Automated testing
1915,2018,2018_688,university,Automated testing
1916,2018,2018_688,reading other people's code,code architecture (how to design overall structure of a program)
1917,2018,2018_688,searching,code architecture (how to design overall structure of a program)
1918,2018,2018_688,university,code architecture (how to design overall structure of a program)
1919,2018,2018_689,job,Test-driven design
1920,2018,2018_689,university,Test-driven design
1921,2018,2018_689,conferences,Test-driven design
1922,2018,2018_689,job,Networking
1923,2018,2018_689,job,IT
1924,2018,2018_689,university,Networking
1925,2018,2018_689,university,IT
1926,2018,2018_689,conferences,Networking
1927,2018,2018_689,conferences,IT
1928,2018,2018_689,job,emerging technologies
1929,2018,2018_689,university,emerging technologies
1930,2018,2018_689,conferences,emerging technologies
1931,2018,2018_690,seltaught,Documentation
1932,2018,2018_690,seltaught,engage community
1933,2018,2018_690,seltaught,numerics
1934,2018,2018_691,job,
1935,2018,2018_692,job,Front-end web development
1936,2018,2018_692,self-taught,Front-end web development
1937,2018,2018_693,self-taught,Modern C++ practices
1939,2018,2018_695,self-taught,
1940,2018,2018_696,manual pages,improved language and hardware skills (c
1941,2018,2018_696,manual pages,fortran for HPC etc)
