,Year_0,row_id,tool4can
0,2018,2018_133,Assembly
1,2018,2018_143,Assembly
2,2018,2018_144,Assembly
3,2018,2018_196,Assembly
4,2018,2018_234,Assembly
5,2018,2018_384,Assembly
6,2018,2018_401,Assembly
7,2018,2018_414,Assembly
8,2018,2018_518,Assembly
9,2018,2018_540,Assembly
10,2018,2018_613,Assembly
11,2018,2018_637,Assembly
12,2018,2018_647,Assembly
13,2018,2018_685,Assembly
14,2018,2018_733,Assembly
15,2018,2018_748,Assembly
16,2018,2018_753,Assembly
17,2018,2018_807,Assembly
18,2018,2018_875,Assembly
19,2018,2018_899,Assembly
20,2018,2018_1,C
21,2018,2018_3,C
22,2018,2018_10,C
23,2018,2018_14,C
24,2018,2018_16,C
25,2018,2018_17,C
26,2018,2018_18,C
27,2018,2018_21,C
28,2018,2018_22,C
29,2018,2018_23,C
30,2018,2018_26,C
31,2018,2018_29,C
32,2018,2018_33,C
33,2018,2018_37,C
34,2018,2018_47,C
35,2018,2018_50,C
36,2018,2018_58,C
37,2018,2018_73,C
38,2018,2018_74,C
39,2018,2018_75,C
40,2018,2018_80,C
41,2018,2018_84,C
42,2018,2018_85,C
43,2018,2018_93,C
44,2018,2018_97,C
45,2018,2018_100,C
46,2018,2018_101,C
47,2018,2018_102,C
48,2018,2018_105,C
49,2018,2018_108,C
50,2018,2018_110,C
51,2018,2018_114,C
52,2018,2018_115,C
53,2018,2018_117,C
54,2018,2018_120,C
55,2018,2018_126,C
56,2018,2018_133,C
57,2018,2018_139,C
58,2018,2018_144,C
59,2018,2018_148,C
60,2018,2018_149,C
61,2018,2018_153,C
62,2018,2018_155,C
63,2018,2018_158,C
64,2018,2018_160,C
65,2018,2018_167,C
66,2018,2018_169,C
67,2018,2018_171,C
68,2018,2018_172,C
69,2018,2018_175,C
70,2018,2018_178,C
71,2018,2018_180,C
72,2018,2018_184,C
73,2018,2018_185,C
74,2018,2018_186,C
75,2018,2018_188,C
76,2018,2018_194,C
77,2018,2018_196,C
78,2018,2018_198,C
79,2018,2018_199,C
80,2018,2018_202,C
81,2018,2018_203,C
82,2018,2018_205,C
83,2018,2018_206,C
84,2018,2018_214,C
85,2018,2018_215,C
86,2018,2018_217,C
87,2018,2018_219,C
88,2018,2018_226,C
89,2018,2018_228,C
90,2018,2018_229,C
91,2018,2018_234,C
92,2018,2018_242,C
93,2018,2018_244,C
94,2018,2018_246,C
95,2018,2018_248,C
96,2018,2018_252,C
97,2018,2018_254,C
98,2018,2018_258,C
99,2018,2018_260,C
100,2018,2018_271,C
101,2018,2018_275,C
102,2018,2018_276,C
103,2018,2018_281,C
104,2018,2018_282,C
105,2018,2018_283,C
106,2018,2018_287,C
107,2018,2018_288,C
108,2018,2018_290,C
109,2018,2018_293,C
110,2018,2018_295,C
111,2018,2018_297,C
112,2018,2018_299,C
113,2018,2018_302,C
114,2018,2018_310,C
115,2018,2018_312,C
116,2018,2018_318,C
117,2018,2018_323,C
118,2018,2018_325,C
119,2018,2018_330,C
120,2018,2018_331,C
121,2018,2018_332,C
122,2018,2018_335,C
123,2018,2018_342,C
124,2018,2018_349,C
125,2018,2018_351,C
126,2018,2018_352,C
127,2018,2018_356,C
128,2018,2018_357,C
129,2018,2018_361,C
130,2018,2018_362,C
131,2018,2018_370,C
132,2018,2018_371,C
133,2018,2018_384,C
134,2018,2018_390,C
135,2018,2018_391,C
136,2018,2018_392,C
137,2018,2018_400,C
138,2018,2018_401,C
139,2018,2018_412,C
140,2018,2018_414,C
141,2018,2018_419,C
142,2018,2018_422,C
143,2018,2018_425,C
144,2018,2018_426,C
145,2018,2018_427,C
146,2018,2018_431,C
147,2018,2018_432,C
148,2018,2018_433,C
149,2018,2018_436,C
150,2018,2018_440,C
151,2018,2018_442,C
152,2018,2018_444,C
153,2018,2018_445,C
154,2018,2018_453,C
155,2018,2018_455,C
156,2018,2018_457,C
157,2018,2018_461,C
158,2018,2018_480,C
159,2018,2018_482,C
160,2018,2018_484,C
161,2018,2018_488,C
162,2018,2018_496,C
163,2018,2018_497,C
164,2018,2018_500,C
165,2018,2018_502,C
166,2018,2018_516,C
167,2018,2018_517,C
168,2018,2018_518,C
169,2018,2018_522,C
170,2018,2018_523,C
171,2018,2018_531,C
172,2018,2018_535,C
173,2018,2018_536,C
174,2018,2018_540,C
175,2018,2018_542,C
176,2018,2018_547,C
177,2018,2018_553,C
178,2018,2018_557,C
179,2018,2018_563,C
180,2018,2018_564,C
181,2018,2018_565,C
182,2018,2018_566,C
183,2018,2018_567,C
184,2018,2018_592,C
185,2018,2018_613,C
186,2018,2018_620,C
187,2018,2018_625,C
188,2018,2018_628,C
189,2018,2018_632,C
190,2018,2018_634,C
191,2018,2018_635,C
192,2018,2018_636,C
193,2018,2018_638,C
194,2018,2018_643,C
195,2018,2018_644,C
196,2018,2018_650,C
197,2018,2018_651,C
198,2018,2018_655,C
199,2018,2018_659,C
200,2018,2018_662,C
201,2018,2018_673,C
202,2018,2018_674,C
203,2018,2018_682,C
204,2018,2018_684,C
205,2018,2018_685,C
206,2018,2018_691,C
207,2018,2018_692,C
208,2018,2018_696,C
209,2018,2018_697,C
210,2018,2018_702,C
211,2018,2018_707,C
212,2018,2018_713,C
213,2018,2018_717,C
214,2018,2018_722,C
215,2018,2018_724,C
216,2018,2018_728,C
217,2018,2018_731,C
218,2018,2018_733,C
219,2018,2018_738,C
220,2018,2018_740,C
221,2018,2018_742,C
222,2018,2018_743,C
223,2018,2018_744,C
224,2018,2018_745,C
225,2018,2018_746,C
226,2018,2018_748,C
227,2018,2018_750,C
228,2018,2018_752,C
229,2018,2018_753,C
230,2018,2018_754,C
231,2018,2018_755,C
232,2018,2018_758,C
233,2018,2018_759,C
234,2018,2018_761,C
235,2018,2018_762,C
236,2018,2018_763,C
237,2018,2018_764,C
238,2018,2018_769,C
239,2018,2018_770,C
240,2018,2018_777,C
241,2018,2018_778,C
242,2018,2018_779,C
243,2018,2018_783,C
244,2018,2018_785,C
245,2018,2018_787,C
246,2018,2018_800,C
247,2018,2018_801,C
248,2018,2018_802,C
249,2018,2018_803,C
250,2018,2018_807,C
251,2018,2018_814,C
252,2018,2018_818,C
253,2018,2018_819,C
254,2018,2018_820,C
255,2018,2018_821,C
256,2018,2018_824,C
257,2018,2018_833,C
258,2018,2018_835,C
259,2018,2018_843,C
260,2018,2018_844,C
261,2018,2018_849,C
262,2018,2018_850,C
263,2018,2018_851,C
264,2018,2018_853,C
265,2018,2018_854,C
266,2018,2018_871,C
267,2018,2018_875,C
268,2018,2018_878,C
269,2018,2018_879,C
270,2018,2018_880,C
271,2018,2018_893,C
272,2018,2018_895,C
273,2018,2018_898,C
274,2018,2018_899,C
275,2018,2018_903,C
276,2018,2018_904,C
277,2018,2018_909,C
278,2018,2018_911,C
279,2018,2018_916,C
280,2018,2018_920,C
281,2018,2018_921,C
282,2018,2018_925,C
283,2018,2018_932,C
284,2018,2018_933,C
285,2018,2018_934,C
286,2018,2018_936,C
287,2018,2018_940,C
288,2018,2018_943,C
289,2018,2018_946,C
290,2018,2018_951,C
291,2018,2018_954,C
292,2018,2018_959,C
293,2018,2018_964,C
294,2018,2018_965,C
295,2018,2018_967,C
296,2018,2018_969,C
297,2018,2018_970,C
298,2018,2018_971,C
299,2018,2018_975,C
300,2018,2018_978,C
301,2018,2018_980,C
302,2018,2018_982,C
303,2018,2018_984,C
304,2018,2018_993,C
305,2018,2018_4,C#
306,2018,2018_5,C#
307,2018,2018_7,C#
308,2018,2018_36,C#
309,2018,2018_59,C#
310,2018,2018_61,C#
311,2018,2018_73,C#
312,2018,2018_74,C#
313,2018,2018_80,C#
314,2018,2018_108,C#
315,2018,2018_112,C#
316,2018,2018_126,C#
317,2018,2018_133,C#
318,2018,2018_145,C#
319,2018,2018_166,C#
320,2018,2018_178,C#
321,2018,2018_179,C#
322,2018,2018_198,C#
323,2018,2018_218,C#
