,socio1_0,socio5quk[SQ001]_0,socio5quk[SQ002]_0,socio5quk[SQ003]_0,socio5quk[SQ004]_0,socio5quk[SQ005]_0,socio5quk[SQ006]_0,socio5quk[SQ007]_0,socio5quk[SQ008]_0,socio5quk[SQ009]_0,socio5quk[SQ010]_0,socio5quk[SQ011]_0,socio5quk[SQ012]_0,socio5quk[SQ013]_0,socio5quk[SQ014]_0,socio5quk[SQ015]_0,socio5quk[SQ016]_0,socio5quk[SQ017]_0,socio5quk[SQ018]_0,socio5quk[SQ019]_0,socio5quk[other]_0,socio5qus[SQ001]_0,socio5qus[SQ002]_0,socio5qus[SQ003]_0,socio5qus[SQ004]_0,socio5qus[SQ005]_0,socio5qus[SQ006]_0,socio5qus[SQ007]_0,socio5qus[SQ008]_0,socio5qus[other]_0,socio5usqus_0
955,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
956,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
957,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
958,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
959,United States,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,,False
960,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
961,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
962,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
963,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
964,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
965,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
966,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,,
967,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
968,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
969,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
970,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
971,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
972,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
973,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
974,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
975,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
976,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
977,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,,Do not wish to answer
978,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
979,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
980,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
981,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
982,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
983,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
984,United States,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,,False
985,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
987,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
988,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
989,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,,True
990,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
991,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
992,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,True
993,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
994,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,H. sapiens sapiens,False
995,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,False
