,Year_0,row_id,fund2
0,2022,2022_244,Donation button
1,2022,2022_441,Donation button
2,2022,2022_1066,Donation button
3,2022,2022_1317,Donation button
4,2022,2022_1126,Crowdfunding (recurring)
5,2022,2022_959,Books & merchandise
6,2022,2022_1279,Books & merchandise
7,2022,2022_459,Advertising & sponsorships
8,2022,2022_1166,Advertising & sponsorships
9,2022,2022_1272,Advertising & sponsorships
10,2022,2022_4,Industry support
11,2022,2022_7,Industry support
12,2022,2022_13,Industry support
13,2022,2022_32,Industry support
14,2022,2022_55,Industry support
15,2022,2022_61,Industry support
16,2022,2022_103,Industry support
17,2022,2022_123,Industry support
18,2022,2022_137,Industry support
19,2022,2022_144,Industry support
20,2022,2022_145,Industry support
21,2022,2022_200,Industry support
22,2022,2022_202,Industry support
23,2022,2022_224,Industry support
24,2022,2022_227,Industry support
25,2022,2022_236,Industry support
26,2022,2022_243,Industry support
27,2022,2022_261,Industry support
28,2022,2022_352,Industry support
29,2022,2022_357,Industry support
30,2022,2022_411,Industry support
31,2022,2022_431,Industry support
32,2022,2022_479,Industry support
33,2022,2022_498,Industry support
34,2022,2022_499,Industry support
35,2022,2022_509,Industry support
36,2022,2022_526,Industry support
37,2022,2022_566,Industry support
38,2022,2022_618,Industry support
39,2022,2022_646,Industry support
40,2022,2022_681,Industry support
41,2022,2022_683,Industry support
42,2022,2022_696,Industry support
43,2022,2022_704,Industry support
44,2022,2022_720,Industry support
45,2022,2022_732,Industry support
46,2022,2022_739,Industry support
47,2022,2022_751,Industry support
48,2022,2022_752,Industry support
49,2022,2022_831,Industry support
50,2022,2022_844,Industry support
51,2022,2022_899,Industry support
52,2022,2022_902,Industry support
53,2022,2022_914,Industry support
54,2022,2022_1039,Industry support
55,2022,2022_1040,Industry support
56,2022,2022_1049,Industry support
57,2022,2022_1050,Industry support
58,2022,2022_1066,Industry support
59,2022,2022_1067,Industry support
60,2022,2022_1091,Industry support
61,2022,2022_1099,Industry support
62,2022,2022_1106,Industry support
63,2022,2022_1136,Industry support
64,2022,2022_1143,Industry support
65,2022,2022_1166,Industry support
66,2022,2022_1169,Industry support
67,2022,2022_1171,Industry support
68,2022,2022_1177,Industry support
69,2022,2022_1204,Industry support
70,2022,2022_1209,Industry support
71,2022,2022_1239,Industry support
72,2022,2022_1240,Industry support
73,2022,2022_1256,Industry support
74,2022,2022_1259,Industry support
75,2022,2022_1303,Industry support
76,2022,2022_1317,Industry support
77,2022,2022_1319,Industry support
78,2022,2022_1,Consulting & services
79,2022,2022_7,Consulting & services
80,2022,2022_38,Consulting & services
81,2022,2022_40,Consulting & services
82,2022,2022_56,Consulting & services
83,2022,2022_81,Consulting & services
84,2022,2022_86,Consulting & services
85,2022,2022_106,Consulting & services
86,2022,2022_117,Consulting & services
87,2022,2022_123,Consulting & services
88,2022,2022_142,Consulting & services
89,2022,2022_200,Consulting & services
90,2022,2022_217,Consulting & services
91,2022,2022_277,Consulting & services
92,2022,2022_290,Consulting & services
93,2022,2022_347,Consulting & services
94,2022,2022_353,Consulting & services
95,2022,2022_380,Consulting & services
96,2022,2022_392,Consulting & services
97,2022,2022_407,Consulting & services
98,2022,2022_433,Consulting & services
99,2022,2022_442,Consulting & services
100,2022,2022_479,Consulting & services
101,2022,2022_498,Consulting & services
102,2022,2022_509,Consulting & services
103,2022,2022_528,Consulting & services
104,2022,2022_568,Consulting & services
105,2022,2022_581,Consulting & services
106,2022,2022_601,Consulting & services
107,2022,2022_618,Consulting & services
108,2022,2022_646,Consulting & services
109,2022,2022_650,Consulting & services
110,2022,2022_667,Consulting & services
111,2022,2022_696,Consulting & services
112,2022,2022_712,Consulting & services
113,2022,2022_728,Consulting & services
114,2022,2022_732,Consulting & services
115,2022,2022_771,Consulting & services
116,2022,2022_812,Consulting & services
117,2022,2022_868,Consulting & services
118,2022,2022_916,Consulting & services
119,2022,2022_937,Consulting & services
120,2022,2022_948,Consulting & services
121,2022,2022_989,Consulting & services
122,2022,2022_1029,Consulting & services
123,2022,2022_1047,Consulting & services
124,2022,2022_1055,Consulting & services
125,2022,2022_1066,Consulting & services
126,2022,2022_1075,Consulting & services
127,2022,2022_1086,Consulting & services
128,2022,2022_1136,Consulting & services
129,2022,2022_1147,Consulting & services
130,2022,2022_1172,Consulting & services
131,2022,2022_1191,Consulting & services
132,2022,2022_1224,Consulting & services
133,2022,2022_1239,Consulting & services
134,2022,2022_1241,Consulting & services
135,2022,2022_1243,Consulting & services
136,2022,2022_1259,Consulting & services
137,2022,2022_1285,Consulting & services
138,2022,2022_1288,Consulting & services
139,2022,2022_1,Grants
140,2022,2022_2,Grants
141,2022,2022_17,Grants
142,2022,2022_21,Grants
143,2022,2022_22,Grants
144,2022,2022_23,Grants
145,2022,2022_25,Grants
146,2022,2022_29,Grants
147,2022,2022_31,Grants
148,2022,2022_33,Grants
149,2022,2022_34,Grants
