,Year_0,row_id,currentEmp13
0,2022,2022_33,Accounting & Finance
1,2022,2022_45,Accounting & Finance
2,2022,2022_56,Accounting & Finance
3,2022,2022_121,Accounting & Finance
4,2022,2022_123,Accounting & Finance
5,2022,2022_137,Accounting & Finance
6,2022,2022_155,Accounting & Finance
7,2022,2022_460,Accounting & Finance
8,2022,2022_498,Accounting & Finance
9,2022,2022_557,Accounting & Finance
10,2022,2022_608,Accounting & Finance
11,2022,2022_730,Accounting & Finance
12,2022,2022_803,Accounting & Finance
13,2022,2022_1001,Accounting & Finance
14,2022,2022_1018,Accounting & Finance
15,2022,2022_1316,Accounting & Finance
16,2022,2022_28,Aeronautical & Manufacturing Engineering
17,2022,2022_33,Aeronautical & Manufacturing Engineering
18,2022,2022_56,Aeronautical & Manufacturing Engineering
19,2022,2022_59,Aeronautical & Manufacturing Engineering
20,2022,2022_62,Aeronautical & Manufacturing Engineering
21,2022,2022_125,Aeronautical & Manufacturing Engineering
22,2022,2022_144,Aeronautical & Manufacturing Engineering
23,2022,2022_200,Aeronautical & Manufacturing Engineering
24,2022,2022_318,Aeronautical & Manufacturing Engineering
25,2022,2022_441,Aeronautical & Manufacturing Engineering
26,2022,2022_498,Aeronautical & Manufacturing Engineering
27,2022,2022_634,Aeronautical & Manufacturing Engineering
28,2022,2022_695,Aeronautical & Manufacturing Engineering
29,2022,2022_696,Aeronautical & Manufacturing Engineering
30,2022,2022_704,Aeronautical & Manufacturing Engineering
31,2022,2022_714,Aeronautical & Manufacturing Engineering
32,2022,2022_720,Aeronautical & Manufacturing Engineering
33,2022,2022_806,Aeronautical & Manufacturing Engineering
34,2022,2022_1043,Aeronautical & Manufacturing Engineering
35,2022,2022_1044,Aeronautical & Manufacturing Engineering
36,2022,2022_1068,Aeronautical & Manufacturing Engineering
37,2022,2022_1093,Aeronautical & Manufacturing Engineering
38,2022,2022_1106,Aeronautical & Manufacturing Engineering
39,2022,2022_1111,Aeronautical & Manufacturing Engineering
40,2022,2022_1113,Aeronautical & Manufacturing Engineering
41,2022,2022_1121,Aeronautical & Manufacturing Engineering
42,2022,2022_1136,Aeronautical & Manufacturing Engineering
43,2022,2022_1180,Aeronautical & Manufacturing Engineering
44,2022,2022_1216,Aeronautical & Manufacturing Engineering
45,2022,2022_1259,Aeronautical & Manufacturing Engineering
46,2022,2022_1272,Aeronautical & Manufacturing Engineering
47,2022,2022_15,Agriculture & Forestry
48,2022,2022_26,Agriculture & Forestry
49,2022,2022_29,Agriculture & Forestry
50,2022,2022_32,Agriculture & Forestry
51,2022,2022_33,Agriculture & Forestry
52,2022,2022_56,Agriculture & Forestry
53,2022,2022_66,Agriculture & Forestry
54,2022,2022_83,Agriculture & Forestry
55,2022,2022_87,Agriculture & Forestry
56,2022,2022_104,Agriculture & Forestry
57,2022,2022_176,Agriculture & Forestry
58,2022,2022_177,Agriculture & Forestry
59,2022,2022_180,Agriculture & Forestry
60,2022,2022_188,Agriculture & Forestry
61,2022,2022_202,Agriculture & Forestry
62,2022,2022_347,Agriculture & Forestry
63,2022,2022_374,Agriculture & Forestry
64,2022,2022_404,Agriculture & Forestry
65,2022,2022_464,Agriculture & Forestry
66,2022,2022_498,Agriculture & Forestry
67,2022,2022_513,Agriculture & Forestry
68,2022,2022_582,Agriculture & Forestry
69,2022,2022_626,Agriculture & Forestry
70,2022,2022_630,Agriculture & Forestry
71,2022,2022_648,Agriculture & Forestry
72,2022,2022_675,Agriculture & Forestry
73,2022,2022_689,Agriculture & Forestry
74,2022,2022_778,Agriculture & Forestry
75,2022,2022_799,Agriculture & Forestry
76,2022,2022_820,Agriculture & Forestry
77,2022,2022_821,Agriculture & Forestry
78,2022,2022_823,Agriculture & Forestry
79,2022,2022_883,Agriculture & Forestry
80,2022,2022_902,Agriculture & Forestry
81,2022,2022_929,Agriculture & Forestry
82,2022,2022_936,Agriculture & Forestry
83,2022,2022_952,Agriculture & Forestry
84,2022,2022_955,Agriculture & Forestry
85,2022,2022_958,Agriculture & Forestry
86,2022,2022_997,Agriculture & Forestry
87,2022,2022_1000,Agriculture & Forestry
88,2022,2022_1073,Agriculture & Forestry
89,2022,2022_1081,Agriculture & Forestry
90,2022,2022_1106,Agriculture & Forestry
91,2022,2022_1203,Agriculture & Forestry
92,2022,2022_1204,Agriculture & Forestry
93,2022,2022_1210,Agriculture & Forestry
94,2022,2022_1236,Agriculture & Forestry
95,2022,2022_1246,Agriculture & Forestry
96,2022,2022_1277,Agriculture & Forestry
97,2022,2022_1278,Agriculture & Forestry
98,2022,2022_1285,Agriculture & Forestry
99,2022,2022_1288,Agriculture & Forestry
100,2022,2022_1299,Agriculture & Forestry
101,2022,2022_1308,Agriculture & Forestry
102,2022,2022_1313,Agriculture & Forestry
103,2022,2022_1316,Agriculture & Forestry
104,2022,2022_1317,Agriculture & Forestry
105,2022,2022_1319,Agriculture & Forestry
106,2022,2022_38,American Studies
107,2022,2022_277,American Studies
108,2022,2022_498,American Studies
109,2022,2022_717,American Studies
110,2022,2022_728,American Studies
111,2022,2022_33,Anatomy & Physiology
112,2022,2022_38,Anatomy & Physiology
113,2022,2022_498,Anatomy & Physiology
114,2022,2022_731,Anatomy & Physiology
115,2022,2022_1097,Anatomy & Physiology
116,2022,2022_1106,Anatomy & Physiology
117,2022,2022_1111,Anatomy & Physiology
118,2022,2022_1136,Anatomy & Physiology
119,2022,2022_1216,Anatomy & Physiology
120,2022,2022_1217,Anatomy & Physiology
121,2022,2022_33,Anthropology
122,2022,2022_38,Anthropology
123,2022,2022_48,Anthropology
124,2022,2022_222,Anthropology
125,2022,2022_498,Anthropology
126,2022,2022_596,Anthropology
127,2022,2022_641,Anthropology
128,2022,2022_717,Anthropology
129,2022,2022_725,Anthropology
130,2022,2022_750,Anthropology
131,2022,2022_766,Anthropology
132,2022,2022_917,Anthropology
133,2022,2022_1026,Anthropology
134,2022,2022_1102,Anthropology
135,2022,2022_1126,Anthropology
136,2022,2022_1136,Anthropology
137,2022,2022_1191,Anthropology
138,2022,2022_1260,Anthropology
139,2022,2022_29,Architecture
140,2022,2022_200,Architecture
141,2022,2022_418,Architecture
142,2022,2022_429,Architecture
143,2022,2022_498,Architecture
144,2022,2022_917,Architecture
145,2022,2022_1136,Architecture
146,2022,2022_1270,Architecture
147,2022,2022_40,Art & Design
148,2022,2022_56,Art & Design
149,2022,2022_429,Art & Design
150,2022,2022_476,Art & Design
151,2022,2022_498,Art & Design
152,2022,2022_608,Art & Design
153,2022,2022_661,Art & Design
154,2022,2022_805,Art & Design
155,2022,2022_917,Art & Design
156,2022,2022_1085,Art & Design
157,2022,2022_1104,Art & Design
158,2022,2022_1136,Art & Design
159,2022,2022_1267,Art & Design
160,2022,2022_1,Biological Sciences
161,2022,2022_2,Biological Sciences
162,2022,2022_3,Biological Sciences
163,2022,2022_4,Biological Sciences
164,2022,2022_6,Biological Sciences
165,2022,2022_7,Biological Sciences
166,2022,2022_9,Biological Sciences
167,2022,2022_11,Biological Sciences
168,2022,2022_13,Biological Sciences
169,2022,2022_14,Biological Sciences
170,2022,2022_15,Biological Sciences
171,2022,2022_25,Biological Sciences
172,2022,2022_29,Biological Sciences
173,2022,2022_32,Biological Sciences
174,2022,2022_33,Biological Sciences
175,2022,2022_36,Biological Sciences
176,2022,2022_38,Biological Sciences
177,2022,2022_40,Biological Sciences
178,2022,2022_42,Biological Sciences
179,2022,2022_55,Biological Sciences
180,2022,2022_58,Biological Sciences
181,2022,2022_60,Biological Sciences
182,2022,2022_63,Biological Sciences
183,2022,2022_77,Biological Sciences
184,2022,2022_83,Biological Sciences
185,2022,2022_84,Biological Sciences
186,2022,2022_92,Biological Sciences
187,2022,2022_95,Biological Sciences
188,2022,2022_101,Biological Sciences
189,2022,2022_103,Biological Sciences
190,2022,2022_106,Biological Sciences
191,2022,2022_109,Biological Sciences
192,2022,2022_113,Biological Sciences
193,2022,2022_117,Biological Sciences
194,2022,2022_134,Biological Sciences
195,2022,2022_137,Biological Sciences
196,2022,2022_138,Biological Sciences
197,2022,2022_143,Biological Sciences
198,2022,2022_152,Biological Sciences
199,2022,2022_154,Biological Sciences
200,2022,2022_160,Biological Sciences
201,2022,2022_167,Biological Sciences
202,2022,2022_172,Biological Sciences
203,2022,2022_174,Biological Sciences
204,2022,2022_179,Biological Sciences
205,2022,2022_182,Biological Sciences
206,2022,2022_183,Biological Sciences
207,2022,2022_195,Biological Sciences
208,2022,2022_200,Biological Sciences
209,2022,2022_205,Biological Sciences
210,2022,2022_207,Biological Sciences
211,2022,2022_212,Biological Sciences
212,2022,2022_216,Biological Sciences
213,2022,2022_227,Biological Sciences
214,2022,2022_230,Biological Sciences
215,2022,2022_231,Biological Sciences
216,2022,2022_233,Biological Sciences
217,2022,2022_234,Biological Sciences
218,2022,2022_237,Biological Sciences
219,2022,2022_238,Biological Sciences
220,2022,2022_239,Biological Sciences
221,2022,2022_251,Biological Sciences
222,2022,2022_253,Biological Sciences
223,2022,2022_254,Biological Sciences
224,2022,2022_263,Biological Sciences
225,2022,2022_265,Biological Sciences
226,2022,2022_266,Biological Sciences
227,2022,2022_273,Biological Sciences
228,2022,2022_275,Biological Sciences
229,2022,2022_278,Biological Sciences
230,2022,2022_280,Biological Sciences
231,2022,2022_283,Biological Sciences
232,2022,2022_286,Biological Sciences
233,2022,2022_288,Biological Sciences
234,2022,2022_294,Biological Sciences
235,2022,2022_306,Biological Sciences
236,2022,2022_307,Biological Sciences
237,2022,2022_310,Biological Sciences
238,2022,2022_315,Biological Sciences
239,2022,2022_331,Biological Sciences
240,2022,2022_338,Biological Sciences
241,2022,2022_342,Biological Sciences
242,2022,2022_352,Biological Sciences
243,2022,2022_353,Biological Sciences
244,2022,2022_356,Biological Sciences
245,2022,2022_357,Biological Sciences
246,2022,2022_359,Biological Sciences
247,2022,2022_364,Biological Sciences
248,2022,2022_365,Biological Sciences
249,2022,2022_369,Biological Sciences
250,2022,2022_372,Biological Sciences
251,2022,2022_388,Biological Sciences
252,2022,2022_397,Biological Sciences
253,2022,2022_399,Biological Sciences
254,2022,2022_411,Biological Sciences
255,2022,2022_417,Biological Sciences
256,2022,2022_418,Biological Sciences
257,2022,2022_419,Biological Sciences
258,2022,2022_426,Biological Sciences
259,2022,2022_427,Biological Sciences
260,2022,2022_434,Biological Sciences
261,2022,2022_448,Biological Sciences
262,2022,2022_455,Biological Sciences
263,2022,2022_463,Biological Sciences
264,2022,2022_464,Biological Sciences
265,2022,2022_471,Biological Sciences
266,2022,2022_472,Biological Sciences
267,2022,2022_479,Biological Sciences
268,2022,2022_482,Biological Sciences
269,2022,2022_485,Biological Sciences
270,2022,2022_498,Biological Sciences
271,2022,2022_503,Biological Sciences
272,2022,2022_513,Biological Sciences
273,2022,2022_518,Biological Sciences
274,2022,2022_522,Biological Sciences
275,2022,2022_524,Biological Sciences
276,2022,2022_526,Biological Sciences
277,2022,2022_529,Biological Sciences
278,2022,2022_538,Biological Sciences
279,2022,2022_541,Biological Sciences
280,2022,2022_542,Biological Sciences
281,2022,2022_547,Biological Sciences
282,2022,2022_553,Biological Sciences
283,2022,2022_559,Biological Sciences
284,2022,2022_562,Biological Sciences
285,2022,2022_564,Biological Sciences
286,2022,2022_568,Biological Sciences
287,2022,2022_575,Biological Sciences
288,2022,2022_582,Biological Sciences
289,2022,2022_587,Biological Sciences
290,2022,2022_596,Biological Sciences
291,2022,2022_612,Biological Sciences
292,2022,2022_615,Biological Sciences
293,2022,2022_618,Biological Sciences
294,2022,2022_620,Biological Sciences
295,2022,2022_626,Biological Sciences
296,2022,2022_634,Biological Sciences
297,2022,2022_642,Biological Sciences
298,2022,2022_645,Biological Sciences
299,2022,2022_660,Biological Sciences
300,2022,2022_664,Biological Sciences
301,2022,2022_670,Biological Sciences
302,2022,2022_677,Biological Sciences
303,2022,2022_689,Biological Sciences
304,2022,2022_696,Biological Sciences
305,2022,2022_704,Biological Sciences
306,2022,2022_712,Biological Sciences
307,2022,2022_720,Biological Sciences
308,2022,2022_731,Biological Sciences
309,2022,2022_733,Biological Sciences
310,2022,2022_735,Biological Sciences
311,2022,2022_737,Biological Sciences
312,2022,2022_746,Biological Sciences
313,2022,2022_747,Biological Sciences
314,2022,2022_761,Biological Sciences
315,2022,2022_766,Biological Sciences
316,2022,2022_787,Biological Sciences
317,2022,2022_789,Biological Sciences
318,2022,2022_792,Biological Sciences
