,Year_0,row_id,fund3
0,2017,2017_941,Not applicable
1,2017,2017_950,Not applicable
2,2017,2017_271,Associations and chambers
3,2017,2017_121,Consulting & services
4,2017,2017_532,Consulting & services
5,2017,2017_586,Consulting & services
6,2017,2017_639,Consulting & services
7,2017,2017_699,Consulting & services
8,2017,2017_722,Consulting & services
9,2017,2017_738,Consulting & services
10,2017,2017_762,Consulting & services
11,2017,2017_763,Consulting & services
12,2017,2017_850,Consulting & services
13,2017,2017_865,Consulting & services
14,2017,2017_909,Consulting & services
15,2017,2017_932,Consulting & services
16,2017,2017_738,Crowdfunding (one-time)
17,2017,2017_929,Crowdfunding (recurring)
18,2017,2017_114,"DFG, German Research Foundation"
19,2017,2017_118,"DFG, German Research Foundation"
20,2017,2017_127,"DFG, German Research Foundation"
21,2017,2017_131,"DFG, German Research Foundation"
22,2017,2017_134,"DFG, German Research Foundation"
23,2017,2017_135,"DFG, German Research Foundation"
24,2017,2017_141,"DFG, German Research Foundation"
25,2017,2017_145,"DFG, German Research Foundation"
26,2017,2017_147,"DFG, German Research Foundation"
27,2017,2017_149,"DFG, German Research Foundation"
28,2017,2017_158,"DFG, German Research Foundation"
29,2017,2017_165,"DFG, German Research Foundation"
30,2017,2017_167,"DFG, German Research Foundation"
31,2017,2017_169,"DFG, German Research Foundation"
32,2017,2017_173,"DFG, German Research Foundation"
33,2017,2017_175,"DFG, German Research Foundation"
34,2017,2017_178,"DFG, German Research Foundation"
35,2017,2017_181,"DFG, German Research Foundation"
36,2017,2017_183,"DFG, German Research Foundation"
37,2017,2017_185,"DFG, German Research Foundation"
38,2017,2017_190,"DFG, German Research Foundation"
39,2017,2017_191,"DFG, German Research Foundation"
40,2017,2017_200,"DFG, German Research Foundation"
41,2017,2017_201,"DFG, German Research Foundation"
42,2017,2017_203,"DFG, German Research Foundation"
43,2017,2017_210,"DFG, German Research Foundation"
44,2017,2017_211,"DFG, German Research Foundation"
45,2017,2017_212,"DFG, German Research Foundation"
46,2017,2017_213,"DFG, German Research Foundation"
47,2017,2017_214,"DFG, German Research Foundation"
48,2017,2017_216,"DFG, German Research Foundation"
49,2017,2017_222,"DFG, German Research Foundation"
50,2017,2017_228,"DFG, German Research Foundation"
51,2017,2017_230,"DFG, German Research Foundation"
52,2017,2017_252,"DFG, German Research Foundation"
53,2017,2017_260,"DFG, German Research Foundation"
54,2017,2017_264,"DFG, German Research Foundation"
55,2017,2017_272,"DFG, German Research Foundation"
56,2017,2017_274,"DFG, German Research Foundation"
57,2017,2017_294,"DFG, German Research Foundation"
58,2017,2017_299,"DFG, German Research Foundation"
59,2017,2017_301,"DFG, German Research Foundation"
60,2017,2017_303,"DFG, German Research Foundation"
61,2017,2017_305,"DFG, German Research Foundation"
62,2017,2017_317,"DFG, German Research Foundation"
63,2017,2017_319,"DFG, German Research Foundation"
64,2017,2017_322,"DFG, German Research Foundation"
65,2017,2017_323,"DFG, German Research Foundation"
66,2017,2017_325,"DFG, German Research Foundation"
67,2017,2017_327,"DFG, German Research Foundation"
68,2017,2017_330,"DFG, German Research Foundation"
69,2017,2017_331,"DFG, German Research Foundation"
70,2017,2017_334,"DFG, German Research Foundation"
71,2017,2017_340,"DFG, German Research Foundation"
72,2017,2017_343,"DFG, German Research Foundation"
73,2017,2017_349,"DFG, German Research Foundation"
74,2017,2017_352,"DFG, German Research Foundation"
75,2017,2017_354,"DFG, German Research Foundation"
76,2017,2017_359,"DFG, German Research Foundation"
77,2017,2017_368,"DFG, German Research Foundation"
78,2017,2017_370,"DFG, German Research Foundation"
79,2017,2017_377,"DFG, German Research Foundation"
80,2017,2017_379,"DFG, German Research Foundation"
81,2017,2017_381,"DFG, German Research Foundation"
82,2017,2017_383,"DFG, German Research Foundation"
83,2017,2017_385,"DFG, German Research Foundation"
84,2017,2017_388,"DFG, German Research Foundation"
85,2017,2017_389,"DFG, German Research Foundation"
86,2017,2017_393,"DFG, German Research Foundation"
87,2017,2017_396,"DFG, German Research Foundation"
88,2017,2017_405,"DFG, German Research Foundation"
89,2017,2017_410,"DFG, German Research Foundation"
90,2017,2017_415,"DFG, German Research Foundation"
91,2017,2017_428,"DFG, German Research Foundation"
92,2017,2017_430,"DFG, German Research Foundation"
93,2017,2017_758,Donation button
94,2017,2017_738,Dual license
95,2017,2017_761,Dual license
96,2017,2017_113,European Union
97,2017,2017_117,European Union
98,2017,2017_122,European Union
99,2017,2017_124,European Union
100,2017,2017_129,European Union
101,2017,2017_134,European Union
102,2017,2017_153,European Union
103,2017,2017_178,European Union
104,2017,2017_180,European Union
105,2017,2017_188,European Union
106,2017,2017_213,European Union
107,2017,2017_228,European Union
108,2017,2017_267,European Union
109,2017,2017_271,European Union
110,2017,2017_354,European Union
111,2017,2017_357,European Union
112,2017,2017_361,European Union
113,2017,2017_368,European Union
114,2017,2017_371,European Union
115,2017,2017_409,European Union
116,2017,2017_410,European Union
117,2017,2017_426,European Union
118,2017,2017_431,European Union
119,2017,2017_111,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
120,2017,2017_112,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
121,2017,2017_113,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
122,2017,2017_114,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
123,2017,2017_116,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
124,2017,2017_117,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
125,2017,2017_124,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
126,2017,2017_128,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
127,2017,2017_129,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
128,2017,2017_130,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
129,2017,2017_133,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
130,2017,2017_134,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
131,2017,2017_136,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
132,2017,2017_137,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
133,2017,2017_138,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
134,2017,2017_142,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
135,2017,2017_152,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
136,2017,2017_155,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
137,2017,2017_168,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
138,2017,2017_173,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
139,2017,2017_178,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
140,2017,2017_180,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
141,2017,2017_181,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
142,2017,2017_195,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
143,2017,2017_198,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
144,2017,2017_204,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
145,2017,2017_210,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
146,2017,2017_211,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
147,2017,2017_212,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
148,2017,2017_214,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
149,2017,2017_221,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
150,2017,2017_230,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
151,2017,2017_236,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
152,2017,2017_242,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
153,2017,2017_250,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
154,2017,2017_254,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
155,2017,2017_257,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
156,2017,2017_263,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
157,2017,2017_264,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
158,2017,2017_266,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
159,2017,2017_271,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
160,2017,2017_273,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
161,2017,2017_276,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
162,2017,2017_288,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
163,2017,2017_291,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
164,2017,2017_298,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
165,2017,2017_301,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
166,2017,2017_302,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
167,2017,2017_303,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
168,2017,2017_308,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
169,2017,2017_315,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
170,2017,2017_316,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
171,2017,2017_317,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
172,2017,2017_320,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
173,2017,2017_323,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
174,2017,2017_328,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
175,2017,2017_329,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
176,2017,2017_334,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
177,2017,2017_336,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
178,2017,2017_337,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
179,2017,2017_339,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
180,2017,2017_341,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
181,2017,2017_342,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
182,2017,2017_348,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
183,2017,2017_350,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
184,2017,2017_353,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
185,2017,2017_356,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
186,2017,2017_357,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
187,2017,2017_361,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
188,2017,2017_365,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
189,2017,2017_368,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
190,2017,2017_369,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
191,2017,2017_371,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
192,2017,2017_373,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
193,2017,2017_374,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
194,2017,2017_375,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
195,2017,2017_378,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
196,2017,2017_388,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
197,2017,2017_392,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
198,2017,2017_394,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
199,2017,2017_396,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
200,2017,2017_402,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
201,2017,2017_403,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
202,2017,2017_409,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
203,2017,2017_411,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
204,2017,2017_416,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
205,2017,2017_418,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
206,2017,2017_421,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
207,2017,2017_422,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
208,2017,2017_423,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
209,2017,2017_424,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
210,2017,2017_428,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
211,2017,2017_432,"Federal and state governments (BMBF, BMWi, BMVg and other sections)"
212,2017,2017_543,Foundations & consortiums
213,2017,2017_595,Foundations & consortiums
214,2017,2017_599,Foundations & consortiums
215,2017,2017_618,Foundations & consortiums
216,2017,2017_668,Foundations & consortiums
217,2017,2017_772,Foundations & consortiums
218,2017,2017_774,Foundations & consortiums
219,2017,2017_806,Foundations & consortiums
220,2017,2017_825,Foundations & consortiums
221,2017,2017_873,Foundations & consortiums
222,2017,2017_145,Foundations and conveyors
223,2017,2017_212,Foundations and conveyors
224,2017,2017_286,Foundations and conveyors
225,2017,2017_290,Foundations and conveyors
226,2017,2017_326,Foundations and conveyors
227,2017,2017_336,Foundations and conveyors
228,2017,2017_338,Foundations and conveyors
229,2017,2017_419,Foundations and conveyors
230,2017,2017_420,Foundations and conveyors
231,2017,2017_765,Funding by institution
232,2017,2017_768,Funding by institution
233,2017,2017_771,Funding by institution
234,2017,2017_775,Funding by institution
235,2017,2017_777,Funding by institution
236,2017,2017_780,Funding by institution
237,2017,2017_781,Funding by institution
238,2017,2017_785,Funding by institution
239,2017,2017_794,Funding by institution
240,2017,2017_795,Funding by institution
241,2017,2017_798,Funding by institution
242,2017,2017_800,Funding by institution
243,2017,2017_804,Funding by institution
244,2017,2017_816,Funding by institution
245,2017,2017_817,Funding by institution
246,2017,2017_818,Funding by institution
247,2017,2017_819,Funding by institution
248,2017,2017_825,Funding by institution
249,2017,2017_826,Funding by institution
