,Year_0,row_id,ukrse2
220,2017,2017_705,Local RSE group/network
221,2017,2017_707,Local RSE group/network
222,2017,2017_712,Local RSE group/network
223,2017,2017_714,Local RSE group/network
224,2017,2017_717,Local RSE group/network
225,2017,2017_719,Local RSE group/network
226,2017,2017_730,Local RSE group/network
227,2017,2017_733,Local RSE group/network
228,2017,2017_742,Local RSE group/network
229,2017,2017_743,Local RSE group/network
230,2017,2017_751,Local RSE group/network
231,2017,2017_758,Local RSE group/network
232,2017,2017_759,Local RSE group/network
233,2017,2017_763,Local RSE group/network
234,2017,2017_765,Local RSE group/network
235,2017,2017_793,Local RSE group/network
236,2017,2017_818,Local RSE group/network
237,2017,2017_826,Local RSE group/network
238,2017,2017_832,Local RSE group/network
239,2017,2017_833,Local RSE group/network
240,2017,2017_850,Local RSE group/network
241,2017,2017_855,Local RSE group/network
242,2017,2017_856,Local RSE group/network
243,2017,2017_863,Local RSE group/network
244,2017,2017_869,Local RSE group/network
245,2017,2017_872,Local RSE group/network
246,2017,2017_880,Local RSE group/network
247,2017,2017_882,Local RSE group/network
248,2017,2017_885,Local RSE group/network
249,2017,2017_887,Local RSE group/network
250,2017,2017_895,Local RSE group/network
251,2017,2017_917,Local RSE group/network
252,2017,2017_923,Local RSE group/network
253,2017,2017_924,Local RSE group/network
254,2017,2017_114,N/A
255,2017,2017_119,N/A
256,2017,2017_124,N/A
257,2017,2017_125,N/A
258,2017,2017_126,N/A
259,2017,2017_127,N/A
260,2017,2017_129,N/A
261,2017,2017_130,N/A
262,2017,2017_131,N/A
263,2017,2017_133,N/A
264,2017,2017_139,N/A
265,2017,2017_143,N/A
266,2017,2017_145,N/A
267,2017,2017_147,N/A
268,2017,2017_148,N/A
269,2017,2017_152,N/A
270,2017,2017_153,N/A
271,2017,2017_155,N/A
272,2017,2017_156,N/A
273,2017,2017_158,N/A
274,2017,2017_160,N/A
275,2017,2017_167,N/A
276,2017,2017_168,N/A
277,2017,2017_169,N/A
278,2017,2017_176,N/A
279,2017,2017_179,N/A
280,2017,2017_182,N/A
281,2017,2017_184,N/A
282,2017,2017_185,N/A
283,2017,2017_187,N/A
284,2017,2017_188,N/A
285,2017,2017_189,N/A
286,2017,2017_192,N/A
287,2017,2017_193,N/A
288,2017,2017_194,N/A
289,2017,2017_195,N/A
290,2017,2017_197,N/A
291,2017,2017_198,N/A
292,2017,2017_199,N/A
293,2017,2017_201,N/A
294,2017,2017_206,N/A
295,2017,2017_208,N/A
296,2017,2017_209,N/A
297,2017,2017_211,N/A
298,2017,2017_212,N/A
299,2017,2017_213,N/A
300,2017,2017_217,N/A
301,2017,2017_218,N/A
302,2017,2017_221,N/A
303,2017,2017_225,N/A
304,2017,2017_228,N/A
305,2017,2017_237,N/A
306,2017,2017_238,N/A
307,2017,2017_241,N/A
308,2017,2017_243,N/A
309,2017,2017_247,N/A
310,2017,2017_249,N/A
311,2017,2017_250,N/A
312,2017,2017_251,N/A
313,2017,2017_253,N/A
314,2017,2017_254,N/A
315,2017,2017_256,N/A
316,2017,2017_260,N/A
317,2017,2017_261,N/A
318,2017,2017_269,N/A
319,2017,2017_270,N/A
320,2017,2017_276,N/A
321,2017,2017_277,N/A
322,2017,2017_278,N/A
323,2017,2017_279,N/A
324,2017,2017_280,N/A
325,2017,2017_283,N/A
326,2017,2017_284,N/A
327,2017,2017_285,N/A
328,2017,2017_286,N/A
329,2017,2017_287,N/A
330,2017,2017_288,N/A
331,2017,2017_290,N/A
332,2017,2017_291,N/A
333,2017,2017_294,N/A
334,2017,2017_295,N/A
335,2017,2017_296,N/A
336,2017,2017_298,N/A
337,2017,2017_299,N/A
338,2017,2017_302,N/A
339,2017,2017_303,N/A
340,2017,2017_305,N/A
341,2017,2017_306,N/A
342,2017,2017_309,N/A
343,2017,2017_310,N/A
344,2017,2017_311,N/A
345,2017,2017_321,N/A
346,2017,2017_325,N/A
347,2017,2017_327,N/A
348,2017,2017_328,N/A
349,2017,2017_329,N/A
350,2017,2017_332,N/A
351,2017,2017_335,N/A
352,2017,2017_336,N/A
353,2017,2017_337,N/A
354,2017,2017_338,N/A
355,2017,2017_339,N/A
356,2017,2017_343,N/A
357,2017,2017_344,N/A
358,2017,2017_345,N/A
359,2017,2017_348,N/A
360,2017,2017_353,N/A
361,2017,2017_355,N/A
362,2017,2017_356,N/A
363,2017,2017_359,N/A
364,2017,2017_361,N/A
365,2017,2017_364,N/A
366,2017,2017_365,N/A
367,2017,2017_368,N/A
368,2017,2017_369,N/A
369,2017,2017_374,N/A
370,2017,2017_377,N/A
371,2017,2017_379,N/A
372,2017,2017_381,N/A
373,2017,2017_384,N/A
374,2017,2017_385,N/A
375,2017,2017_386,N/A
376,2017,2017_387,N/A
377,2017,2017_388,N/A
378,2017,2017_390,N/A
379,2017,2017_392,N/A
380,2017,2017_395,N/A
381,2017,2017_397,N/A
382,2017,2017_398,N/A
383,2017,2017_399,N/A
384,2017,2017_407,N/A
385,2017,2017_409,N/A
386,2017,2017_411,N/A
387,2017,2017_412,N/A
388,2017,2017_413,N/A
389,2017,2017_414,N/A
390,2017,2017_415,N/A
391,2017,2017_417,N/A
392,2017,2017_419,N/A
393,2017,2017_423,N/A
394,2017,2017_427,N/A
395,2017,2017_428,N/A
396,2017,2017_429,N/A
397,2017,2017_430,N/A
398,2017,2017_434,N/A
399,2017,2017_435,N/A
400,2017,2017_437,N/A
401,2017,2017_445,N/A
402,2017,2017_449,N/A
403,2017,2017_451,N/A
404,2017,2017_452,N/A
405,2017,2017_453,N/A
406,2017,2017_459,N/A
407,2017,2017_460,N/A
408,2017,2017_464,N/A
409,2017,2017_468,N/A
410,2017,2017_469,N/A
411,2017,2017_473,N/A
412,2017,2017_476,N/A
413,2017,2017_478,N/A
414,2017,2017_484,N/A
415,2017,2017_485,N/A
416,2017,2017_487,N/A
417,2017,2017_491,N/A
418,2017,2017_499,N/A
419,2017,2017_502,N/A
420,2017,2017_504,N/A
421,2017,2017_505,N/A
422,2017,2017_506,N/A
423,2017,2017_507,N/A
424,2017,2017_510,N/A
425,2017,2017_512,N/A
426,2017,2017_516,N/A
427,2017,2017_518,N/A
428,2017,2017_521,N/A
429,2017,2017_524,N/A
430,2017,2017_529,N/A
431,2017,2017_531,N/A
432,2017,2017_532,N/A
433,2017,2017_533,N/A
434,2017,2017_534,N/A
435,2017,2017_537,N/A
436,2017,2017_540,N/A
437,2017,2017_542,N/A
438,2017,2017_546,N/A
439,2017,2017_548,N/A
440,2017,2017_549,N/A
441,2017,2017_550,N/A
442,2017,2017_553,N/A
443,2017,2017_555,N/A
444,2017,2017_556,N/A
445,2017,2017_558,N/A
446,2017,2017_560,N/A
447,2017,2017_563,N/A
448,2017,2017_566,N/A
449,2017,2017_567,N/A
450,2017,2017_570,N/A
451,2017,2017_572,N/A
452,2017,2017_578,N/A
453,2017,2017_580,N/A
454,2017,2017_581,N/A
455,2017,2017_585,N/A
456,2017,2017_591,N/A
457,2017,2017_592,N/A
458,2017,2017_594,N/A
459,2017,2017_595,N/A
460,2017,2017_596,N/A
461,2017,2017_599,N/A
462,2017,2017_603,N/A
463,2017,2017_605,N/A
464,2017,2017_609,N/A
465,2017,2017_611,N/A
466,2017,2017_614,N/A
467,2017,2017_617,N/A
468,2017,2017_622,N/A
469,2017,2017_626,N/A
470,2017,2017_631,N/A
471,2017,2017_633,N/A
472,2017,2017_634,N/A
473,2017,2017_635,N/A
474,2017,2017_637,N/A
475,2017,2017_639,N/A
476,2017,2017_640,N/A
477,2017,2017_641,N/A
478,2017,2017_643,N/A
479,2017,2017_644,N/A
480,2017,2017_645,N/A
481,2017,2017_646,N/A
482,2017,2017_648,N/A
483,2017,2017_649,N/A
484,2017,2017_651,N/A
485,2017,2017_652,N/A
486,2017,2017_654,N/A
487,2017,2017_659,N/A
488,2017,2017_660,N/A
489,2017,2017_662,N/A
490,2017,2017_670,N/A
491,2017,2017_672,N/A
492,2017,2017_677,N/A
493,2017,2017_678,N/A
494,2017,2017_679,N/A
495,2017,2017_681,N/A
496,2017,2017_682,N/A
497,2017,2017_683,N/A
498,2017,2017_687,N/A
499,2017,2017_689,N/A
500,2017,2017_691,N/A
501,2017,2017_700,N/A
502,2017,2017_709,N/A
503,2017,2017_711,N/A
504,2017,2017_720,N/A
505,2017,2017_721,N/A
506,2017,2017_722,N/A
507,2017,2017_725,N/A
508,2017,2017_726,N/A
509,2017,2017_727,N/A
510,2017,2017_728,N/A
511,2017,2017_732,N/A
512,2017,2017_736,N/A
513,2017,2017_737,N/A
514,2017,2017_740,N/A
515,2017,2017_741,N/A
516,2017,2017_744,N/A
517,2017,2017_746,N/A
518,2017,2017_748,N/A
519,2017,2017_749,N/A
520,2017,2017_754,N/A
521,2017,2017_756,N/A
522,2017,2017_757,N/A
523,2017,2017_760,N/A
524,2017,2017_761,N/A
525,2017,2017_764,N/A
526,2017,2017_767,N/A
527,2017,2017_768,N/A
528,2017,2017_770,N/A
529,2017,2017_771,N/A
530,2017,2017_773,N/A
531,2017,2017_774,N/A
532,2017,2017_775,N/A
533,2017,2017_776,N/A
534,2017,2017_778,N/A
535,2017,2017_781,N/A
536,2017,2017_782,N/A
537,2017,2017_783,N/A
538,2017,2017_788,N/A
539,2017,2017_789,N/A
540,2017,2017_790,N/A
541,2017,2017_791,N/A
542,2017,2017_792,N/A
543,2017,2017_794,N/A
544,2017,2017_797,N/A
545,2017,2017_798,N/A
546,2017,2017_800,N/A
547,2017,2017_801,N/A
548,2017,2017_804,N/A
549,2017,2017_806,N/A
550,2017,2017_808,N/A
551,2017,2017_810,N/A
552,2017,2017_813,N/A
553,2017,2017_814,N/A
554,2017,2017_815,N/A
555,2017,2017_816,N/A
556,2017,2017_817,N/A
557,2017,2017_819,N/A
558,2017,2017_820,N/A
559,2017,2017_821,N/A
560,2017,2017_822,N/A
561,2017,2017_825,N/A
562,2017,2017_828,N/A
563,2017,2017_829,N/A
564,2017,2017_838,N/A
565,2017,2017_840,N/A
566,2017,2017_841,N/A
567,2017,2017_842,N/A
568,2017,2017_843,N/A
569,2017,2017_845,N/A
570,2017,2017_847,N/A
571,2017,2017_848,N/A
572,2017,2017_853,N/A
573,2017,2017_854,N/A
574,2017,2017_858,N/A
575,2017,2017_859,N/A
576,2017,2017_860,N/A
577,2017,2017_862,N/A
578,2017,2017_863,N/A
579,2017,2017_864,N/A
580,2017,2017_867,N/A
581,2017,2017_871,N/A
582,2017,2017_875,N/A
583,2017,2017_876,N/A
584,2017,2017_877,N/A
585,2017,2017_878,N/A
586,2017,2017_881,N/A
587,2017,2017_883,N/A
588,2017,2017_884,N/A
589,2017,2017_888,N/A
590,2017,2017_890,N/A
591,2017,2017_891,N/A
592,2017,2017_892,N/A
593,2017,2017_896,N/A
594,2017,2017_897,N/A
595,2017,2017_899,N/A
596,2017,2017_900,N/A
597,2017,2017_903,N/A
598,2017,2017_904,N/A
599,2017,2017_905,N/A
600,2017,2017_906,N/A
601,2017,2017_908,N/A
602,2017,2017_909,N/A
603,2017,2017_910,N/A
604,2017,2017_912,N/A
605,2017,2017_914,N/A
606,2017,2017_916,N/A
607,2017,2017_918,N/A
608,2017,2017_920,N/A
609,2017,2017_925,N/A
610,2017,2017_926,N/A
611,2017,2017_927,N/A
612,2017,2017_928,N/A
613,2017,2017_930,N/A
614,2017,2017_932,N/A
615,2017,2017_937,N/A
616,2017,2017_938,N/A
617,2017,2017_940,N/A
618,2017,2017_945,N/A
619,2017,2017_946,N/A
620,2017,2017_948,N/A
621,2017,2017_949,N/A
622,2017,2017_110,UK RSE Association / Conference
623,2017,2017_111,UK RSE Association / Conference
624,2017,2017_113,UK RSE Association / Conference
625,2017,2017_115,UK RSE Association / Conference
626,2017,2017_117,UK RSE Association / Conference
627,2017,2017_118,UK RSE Association / Conference
628,2017,2017_183,UK RSE Association / Conference
629,2017,2017_322,UK RSE Association / Conference
630,2017,2017_401,UK RSE Association / Conference
631,2017,2017_438,UK RSE Association / Conference
632,2017,2017_458,UK RSE Association / Conference
633,2017,2017_466,UK RSE Association / Conference
634,2017,2017_827,UK RSE Association / Conference
635,2017,2017_865,UK RSE Association / Conference
636,2017,2017_929,UK RSE Association / Conference
