,Year_0,row_id,proj4can
0,2017,2017_445,test engineers conduct testing
1,2017,2017_447,test engineers conduct testing
2,2017,2017_459,test engineers conduct testing
3,2017,2017_468,test engineers conduct testing
4,2017,2017_482,test engineers conduct testing
5,2017,2017_485,test engineers conduct testing
6,2017,2017_500,test engineers conduct testing
7,2017,2017_502,test engineers conduct testing
8,2017,2017_110,Developers conduct testing
9,2017,2017_111,Developers conduct testing
10,2017,2017_112,Developers conduct testing
11,2017,2017_113,Developers conduct testing
12,2017,2017_114,Developers conduct testing
13,2017,2017_115,Developers conduct testing
14,2017,2017_117,Developers conduct testing
15,2017,2017_118,Developers conduct testing
16,2017,2017_119,Developers conduct testing
17,2017,2017_120,Developers conduct testing
18,2017,2017_121,Developers conduct testing
19,2017,2017_122,Developers conduct testing
20,2017,2017_123,Developers conduct testing
21,2017,2017_124,Developers conduct testing
22,2017,2017_125,Developers conduct testing
23,2017,2017_126,Developers conduct testing
24,2017,2017_127,Developers conduct testing
25,2017,2017_128,Developers conduct testing
26,2017,2017_129,Developers conduct testing
27,2017,2017_130,Developers conduct testing
28,2017,2017_131,Developers conduct testing
29,2017,2017_132,Developers conduct testing
30,2017,2017_133,Developers conduct testing
31,2017,2017_134,Developers conduct testing
32,2017,2017_135,Developers conduct testing
33,2017,2017_136,Developers conduct testing
34,2017,2017_137,Developers conduct testing
35,2017,2017_138,Developers conduct testing
36,2017,2017_139,Developers conduct testing
37,2017,2017_140,Developers conduct testing
38,2017,2017_141,Developers conduct testing
39,2017,2017_142,Developers conduct testing
40,2017,2017_143,Developers conduct testing
41,2017,2017_144,Developers conduct testing
42,2017,2017_145,Developers conduct testing
43,2017,2017_147,Developers conduct testing
44,2017,2017_148,Developers conduct testing
45,2017,2017_149,Developers conduct testing
46,2017,2017_151,Developers conduct testing
47,2017,2017_152,Developers conduct testing
48,2017,2017_153,Developers conduct testing
49,2017,2017_154,Developers conduct testing
50,2017,2017_155,Developers conduct testing
51,2017,2017_156,Developers conduct testing
52,2017,2017_158,Developers conduct testing
53,2017,2017_159,Developers conduct testing
54,2017,2017_162,Developers conduct testing
55,2017,2017_163,Developers conduct testing
56,2017,2017_164,Developers conduct testing
57,2017,2017_165,Developers conduct testing
58,2017,2017_167,Developers conduct testing
59,2017,2017_168,Developers conduct testing
60,2017,2017_169,Developers conduct testing
61,2017,2017_170,Developers conduct testing
62,2017,2017_171,Developers conduct testing
63,2017,2017_173,Developers conduct testing
64,2017,2017_176,Developers conduct testing
65,2017,2017_177,Developers conduct testing
66,2017,2017_178,Developers conduct testing
67,2017,2017_179,Developers conduct testing
68,2017,2017_180,Developers conduct testing
69,2017,2017_181,Developers conduct testing
70,2017,2017_182,Developers conduct testing
71,2017,2017_184,Developers conduct testing
72,2017,2017_185,Developers conduct testing
73,2017,2017_186,Developers conduct testing
74,2017,2017_187,Developers conduct testing
75,2017,2017_188,Developers conduct testing
76,2017,2017_189,Developers conduct testing
77,2017,2017_190,Developers conduct testing
78,2017,2017_191,Developers conduct testing
79,2017,2017_192,Developers conduct testing
80,2017,2017_193,Developers conduct testing
81,2017,2017_194,Developers conduct testing
82,2017,2017_195,Developers conduct testing
83,2017,2017_196,Developers conduct testing
84,2017,2017_197,Developers conduct testing
85,2017,2017_198,Developers conduct testing
86,2017,2017_199,Developers conduct testing
87,2017,2017_201,Developers conduct testing
88,2017,2017_203,Developers conduct testing
89,2017,2017_204,Developers conduct testing
90,2017,2017_206,Developers conduct testing
91,2017,2017_208,Developers conduct testing
92,2017,2017_209,Developers conduct testing
