,Year_0,row_id,proj5zaf
0,2017,2017_948,CVS
1,2017,2017_940,SVN
2,2017,2017_948,SVN
3,2017,2017_929,GIT
4,2017,2017_930,GIT
5,2017,2017_931,GIT
6,2017,2017_932,GIT
7,2017,2017_935,GIT
8,2017,2017_937,GIT
9,2017,2017_938,GIT
10,2017,2017_939,GIT
11,2017,2017_940,GIT
12,2017,2017_941,GIT
13,2017,2017_942,GIT
14,2017,2017_948,GIT
15,2017,2017_950,GIT
16,2017,2017_943,None
17,2017,2017_945,None
18,2017,2017_946,None
19,2017,2017_947,None
20,2017,2017_949,None
