,Year_0,row_id,fund4
0,2017,2017_518,My previous project is less than 3 years old
1,2017,2017_537,My previous project is less than 3 years old
2,2017,2017_550,My previous project is less than 3 years old
3,2017,2017_555,My previous project is less than 3 years old
4,2017,2017_580,My previous project is less than 3 years old
5,2017,2017_581,My previous project is less than 3 years old
6,2017,2017_583,My previous project is less than 3 years old
7,2017,2017_589,My previous project is less than 3 years old
8,2017,2017_593,My previous project is less than 3 years old
9,2017,2017_595,My previous project is less than 3 years old
10,2017,2017_602,My previous project is less than 3 years old
11,2017,2017_612,My previous project is less than 3 years old
12,2017,2017_618,My previous project is less than 3 years old
13,2017,2017_622,My previous project is less than 3 years old
14,2017,2017_628,My previous project is less than 3 years old
15,2017,2017_636,My previous project is less than 3 years old
16,2017,2017_651,My previous project is less than 3 years old
17,2017,2017_654,My previous project is less than 3 years old
18,2017,2017_668,My previous project is less than 3 years old
19,2017,2017_676,My previous project is less than 3 years old
20,2017,2017_689,My previous project is less than 3 years old
21,2017,2017_693,My previous project is less than 3 years old
22,2017,2017_726,My previous project is less than 3 years old
23,2017,2017_732,My previous project is less than 3 years old
24,2017,2017_929,Not applicable
25,2017,2017_941,Not applicable
26,2017,2017_947,Not applicable
27,2017,2017_950,Not applicable
28,2017,2017_738,Advertising & sponsorships
29,2017,2017_271,Associations and chambers
30,2017,2017_276,Associations and chambers
31,2017,2017_532,Consulting & services
32,2017,2017_586,Consulting & services
33,2017,2017_699,Consulting & services
34,2017,2017_722,Consulting & services
35,2017,2017_747,Consulting & services
36,2017,2017_763,Consulting & services
37,2017,2017_850,Consulting & services
38,2017,2017_865,Consulting & services
39,2017,2017_902,Consulting & services
40,2017,2017_909,Consulting & services
41,2017,2017_114,"DFG, German Research Foundation"
42,2017,2017_115,"DFG, German Research Foundation"
43,2017,2017_118,"DFG, German Research Foundation"
44,2017,2017_131,"DFG, German Research Foundation"
45,2017,2017_134,"DFG, German Research Foundation"
46,2017,2017_136,"DFG, German Research Foundation"
47,2017,2017_145,"DFG, German Research Foundation"
48,2017,2017_147,"DFG, German Research Foundation"
49,2017,2017_149,"DFG, German Research Foundation"
50,2017,2017_158,"DFG, German Research Foundation"
51,2017,2017_169,"DFG, German Research Foundation"
52,2017,2017_178,"DFG, German Research Foundation"
53,2017,2017_181,"DFG, German Research Foundation"
54,2017,2017_183,"DFG, German Research Foundation"
55,2017,2017_185,"DFG, German Research Foundation"
56,2017,2017_189,"DFG, German Research Foundation"
57,2017,2017_190,"DFG, German Research Foundation"
58,2017,2017_191,"DFG, German Research Foundation"
59,2017,2017_200,"DFG, German Research Foundation"
60,2017,2017_201,"DFG, German Research Foundation"
61,2017,2017_203,"DFG, German Research Foundation"
62,2017,2017_204,"DFG, German Research Foundation"
63,2017,2017_208,"DFG, German Research Foundation"
64,2017,2017_211,"DFG, German Research Foundation"
65,2017,2017_212,"DFG, German Research Foundation"
66,2017,2017_214,"DFG, German Research Foundation"
67,2017,2017_216,"DFG, German Research Foundation"
68,2017,2017_230,"DFG, German Research Foundation"
69,2017,2017_252,"DFG, German Research Foundation"
70,2017,2017_260,"DFG, German Research Foundation"
71,2017,2017_264,"DFG, German Research Foundation"
72,2017,2017_272,"DFG, German Research Foundation"
73,2017,2017_274,"DFG, German Research Foundation"
74,2017,2017_294,"DFG, German Research Foundation"
75,2017,2017_301,"DFG, German Research Foundation"
76,2017,2017_303,"DFG, German Research Foundation"
77,2017,2017_305,"DFG, German Research Foundation"
78,2017,2017_317,"DFG, German Research Foundation"
